Well,UTM E/W,UTM N/S,TVD,inline,xline
15-9_F15C,435053.552,6478560.355,145.9,10150.0,2276.0
15-9_F15C,435053.542,6478560.352,153.4,10150.0,2276.0
15-9_F15C,435053.551,6478560.159,234.2,10150.0,2276.0
15-9_F15C,435053.797,6478559.879,274.6,10150.0,2276.0
15-9_F15C,435054.391,6478559.361,314.99,10150.0,2276.0
15-9_F15C,435055.786,6478558.372,355.25,10150.0,2276.0
15-9_F15C,435058.224,6478556.613,395.54,10150.0,2276.0
15-9_F15C,435060.939,6478554.059,435.76,10150.0,2275.0
15-9_F15C,435063.016,6478551.008,473.89,10150.0,2275.0
15-9_F15C,435064.569,6478547.173,514.07,10150.0,2275.0
15-9_F15C,435065.603,6478542.431,556.09,10149.0,2275.0
15-9_F15C,435066.238,6478537.28,596.16,10149.0,2275.0
15-9_F15C,435066.802,6478531.622,636.05,10148.0,2275.0
15-9_F15C,435067.328,6478525.525,675.99,10148.0,2274.0
15-9_F15C,435067.715,6478519.139,715.77,10147.0,2274.0
15-9_F15C,435067.517,6478512.298,755.59,10147.0,2274.0
15-9_F15C,435066.195,6478504.687,795.24,10146.0,2274.0
15-9_F15C,435063.652,6478496.13,834.64,10146.0,2274.0
15-9_F15C,435060.159,6478486.735,873.67,10145.0,2274.0
15-9_F15C,435056.328,6478477.43,912.79,10144.0,2274.0
15-9_F15C,435052.593,6478468.311,951.97,10143.0,2274.0
15-9_F15C,435048.74,6478458.245,990.8,10142.0,2274.0
15-9_F15C,435044.657,6478447.554,1029.65,10141.0,2275.0
15-9_F15C,435040.215,6478437.196,1068.34,10141.0,2275.0
15-9_F15C,435034.6,6478426.938,1107.01,10140.0,2275.0
15-9_F15C,435027.367,6478417.184,1145.43,10139.0,2275.0
15-9_F15C,435019.035,6478409.006,1184.1,10138.0,2276.0
15-9_F15C,435010.511,6478402.225,1222.9,10137.0,2276.0
15-9_F15C,435000.951,6478395.55,1261.68,10137.0,2277.0
15-9_F15C,434989.299,6478388.606,1299.62,10136.0,2278.0
15-9_F15C,434975.377,6478381.242,1336.81,10135.0,2279.0
15-9_F15C,434968.199,6478377.583,1353.46,10134.0,2279.0
15-9_F15C,434959.485,6478372.329,1374.08,10134.0,2280.0
15-9_F15C,434947.086,6478361.527,1409.43,10133.0,2281.0
15-9_F15C,434937.221,6478348.512,1448.1,10132.0,2281.0
15-9_F15C,434929.645,6478329.722,1501.35,10130.0,2281.0
15-9_F15C,434927.953,6478315.679,1538.75,10129.0,2281.0
15-9_F15C,434928.968,6478301.029,1577.02,10128.0,2281.0
15-9_F15C,434932.556,6478287.223,1614.38,10127.0,2280.0
15-9_F15C,434938.632,6478273.899,1651.59,10126.0,2279.0
15-9_F15C,434946.93,6478259.849,1689.2,10125.0,2279.0
15-9_F15C,434956.732,6478245.314,1725.15,10124.0,2278.0
15-9_F15C,434967.858,6478230.029,1761.52,10123.0,2276.0
15-9_F15C,434979.004,6478214.985,1796.87,10122.0,2275.0
15-9_F15C,434990.081,6478200.13,1832.31,10121.0,2274.0
15-9_F15C,435001.271,6478185.108,1868.78,10120.0,2273.0
15-9_F15C,435012.225,6478170.237,1904.26,10119.0,2272.0
15-9_F15C,435023.085,6478155.089,1939.64,10118.0,2271.0
15-9_F15C,435033.324,6478139.085,1975.97,10117.0,2270.0
15-9_F15C,435041.761,6478122.973,2011.59,10116.0,2269.0
15-9_F15C,435048.065,6478106.714,2047.58,10115.0,2268.0
15-9_F15C,435052.011,6478090.169,2084.87,10114.0,2267.0
15-9_F15C,435054.145,6478073.911,2121.35,10113.0,2267.0
15-9_F15C,435054.675,6478057.598,2157.87,10111.0,2266.0
15-9_F15C,435053.084,6478040.84,2195.24,10110.0,2266.0
15-9_F15C,435049.703,6478024.373,2231.53,10109.0,2266.0
15-9_F15C,435044.102,6478007.687,2268.55,10107.0,2266.0
15-9_F15C,435036.142,6477991.694,2304.33,10106.0,2266.0
15-9_F15C,435021.743,6477970.953,2352.04,10104.0,2267.0
15-9_F15C,435012.922,6477961.001,2375.54,10103.0,2268.0
15-9_F15C,434993.545,6477942.833,2418.44,10101.0,2269.0
15-9_F15C,434976.787,6477928.96,2452.38,10100.0,2270.0
15-9_F15C,434960.916,6477916.706,2487.38,10099.0,2271.0
15-9_F15C,434946.262,6477905.995,2523.36,10097.0,2272.0
15-9_F15C,434932.955,6477896.387,2560.17,10096.0,2273.0
15-9_F15C,434921.595,6477889.416,2598.21,10096.0,2273.0
15-9_F15C,434912.506,6477885.339,2634.89,10095.0,2274.0
15-9_F15C,434902.506,6477881.367,2682.58,10095.0,2275.0
15-9_F15C,434894.69,6477878.15,2722.08,10094.0,2275.0
15-9_F15C,434885.035,6477874.465,2768.28,10094.0,2276.0
15-9_F15C,434878.405,6477872.86,2797.51,10094.0,2276.0
15-9_F15C,434871.638,6477871.765,2824.02,10093.0,2277.0
15-9_F15C,434859.598,6477869.825,2863.47,10093.0,2278.0
15-9_F15C,434846.564,6477867.598,2901.04,10093.0,2279.0
15-9_F15C,434832.647,6477864.537,2938.42,10092.0,2280.0
15-9_F15C,434817.918,6477860.902,2975.71,10091.0,2281.0
15-9_F15C,434803.32,6477857.308,3013.29,10091.0,2282.0
15-9_F15C,434798.862,6477856.185,3025.19,10091.0,2282.0
15-9_F15C,434791.854,6477854.38,3044.07,10090.0,2283.0
