Well,UTM E/W,UTM N/S,TVD,inline,xline
15-9_F14,435052.438,6478562.31,145.9,10150.0,2276.0
15-9_F14,435052.439,6478562.324,155.09,10150.0,2276.0
15-9_F14,435052.517,6478562.479,195.44,10150.0,2276.0
15-9_F14,435052.77,6478562.684,235.8,10151.0,2276.0
15-9_F14,435053.438,6478563.05,276.19,10151.0,2276.0
15-9_F14,435054.425,6478563.515,316.58,10151.0,2276.0
15-9_F14,435055.56,6478563.938,356.86,10151.0,2276.0
15-9_F14,435057.467,6478564.189,397.21,10151.0,2276.0
15-9_F14,435060.246,6478564.397,437.51,10151.0,2276.0
15-9_F14,435063.065,6478565.061,477.71,10151.0,2275.0
15-9_F14,435065.296,6478566.317,518.03,10151.0,2275.0
15-9_F14,435066.549,6478567.747,558.28,10151.0,2275.0
15-9_F14,435066.962,6478568.692,598.67,10151.0,2275.0
15-9_F14,435067.119,6478568.989,639.06,10151.0,2275.0
15-9_F14,435067.295,6478569.039,679.36,10151.0,2275.0
15-9_F14,435067.476,6478569.083,719.76,10151.0,2275.0
15-9_F14,435067.671,6478569.111,760.06,10151.0,2275.0
15-9_F14,435067.89,6478569.082,800.46,10151.0,2275.0
15-9_F14,435068.064,6478568.889,840.86,10151.0,2275.0
15-9_F14,435068.176,6478568.574,881.26,10151.0,2275.0
15-9_F14,435068.257,6478568.294,921.56,10151.0,2275.0
15-9_F14,435068.309,6478568.086,961.96,10151.0,2275.0
15-9_F14,435068.357,6478567.924,1002.36,10151.0,2275.0
15-9_F14,435068.392,6478567.769,1042.76,10151.0,2275.0
15-9_F14,435068.352,6478567.615,1083.06,10151.0,2275.0
15-9_F14,435068.251,6478567.463,1123.46,10151.0,2275.0
15-9_F14,435068.187,6478567.316,1163.76,10151.0,2275.0
15-9_F14,435068.173,6478567.181,1204.16,10151.0,2275.0
15-9_F14,435068.182,6478567.048,1244.56,10151.0,2275.0
15-9_F14,435068.197,6478566.914,1284.96,10151.0,2275.0
15-9_F14,435068.215,6478566.782,1325.36,10151.0,2275.0
15-9_F14,435068.276,6478566.679,1365.66,10151.0,2275.0
15-9_F14,435068.381,6478566.607,1406.06,10151.0,2275.0
15-9_F14,435068.485,6478566.535,1446.36,10151.0,2275.0
15-9_F14,435068.588,6478566.461,1486.75,10151.0,2275.0
15-9_F14,435068.69,6478566.386,1527.05,10151.0,2275.0
15-9_F14,435068.789,6478566.307,1567.45,10151.0,2275.0
15-9_F14,435068.886,6478566.226,1607.75,10151.0,2275.0
15-9_F14,435068.889,6478566.137,1648.15,10151.0,2275.0
15-9_F14,435068.796,6478566.04,1688.55,10151.0,2275.0
15-9_F14,435068.702,6478565.945,1728.85,10151.0,2275.0
15-9_F14,435068.607,6478565.851,1769.25,10151.0,2275.0
15-9_F14,435068.511,6478565.758,1809.55,10151.0,2275.0
15-9_F14,435068.413,6478565.667,1849.95,10151.0,2275.0
15-9_F14,435068.297,6478565.612,1890.35,10151.0,2275.0
15-9_F14,435068.165,6478565.592,1930.65,10151.0,2275.0
15-9_F14,435068.032,6478565.575,1971.05,10151.0,2275.0
15-9_F14,435067.9,6478565.554,2011.35,10151.0,2275.0
15-9_F14,435067.777,6478565.505,2052.05,10151.0,2275.0
15-9_F14,435067.665,6478565.475,2092.05,10151.0,2275.0
15-9_F14,435067.742,6478566.078,2132.45,10151.0,2275.0
15-9_F14,435068.276,6478568.015,2172.69,10151.0,2275.0
15-9_F14,435069.58,6478572.014,2212.86,10152.0,2275.0
15-9_F14,435071.473,6478577.338,2252.77,10152.0,2275.0
15-9_F14,435073.56,6478582.741,2292.75,10152.0,2275.0
15-9_F14,435076.084,6478588.676,2332.53,10153.0,2275.0
15-9_F14,435079.508,6478595.768,2372.15,10154.0,2275.0
15-9_F14,435083.916,6478604.171,2411.31,10154.0,2275.0
15-9_F14,435089.454,6478613.87,2450.24,10155.0,2274.0
15-9_F14,435096.975,6478623.957,2488.51,10156.0,2274.0
15-9_F14,435107.627,6478634.24,2526.08,10157.0,2273.0
15-9_F14,435121.749,6478644.865,2562.4,10158.0,2272.0
15-9_F14,435138.551,6478656.34,2597.28,10159.0,2271.0
15-9_F14,435156.188,6478668.706,2629.3,10161.0,2270.0
15-9_F14,435164.921,6478674.887,2643.77,10161.0,2270.0
15-9_F14,435181.834,6478686.703,2669.61,10163.0,2269.0
15-9_F14,435203.129,6478701.33,2700.39,10164.0,2267.0
15-9_F14,435225.924,6478717.077,2733.57,10166.0,2266.0
15-9_F14,435248.209,6478732.003,2763.7,10167.0,2264.0
15-9_F14,435272.832,6478747.239,2791.15,10169.0,2263.0
15-9_F14,435300.363,6478763.74,2816.38,10171.0,2261.0
15-9_F14,435328.621,6478780.799,2837.63,10173.0,2259.0
15-9_F14,435359.505,6478799.248,2856.59,10175.0,2257.0
15-9_F14,435392.36,6478816.278,2873.41,10177.0,2255.0
15-9_F14,435427.409,6478830.164,2888.46,10179.0,2252.0
15-9_F14,435463.11,6478841.39,2901.5,10180.0,2250.0
15-9_F14,435501.009,6478851.937,2913.3,10182.0,2247.0
15-9_F14,435538.917,6478860.897,2922.86,10183.0,2244.0
15-9_F14,435577.184,6478867.491,2930.23,10184.0,2241.0
15-9_F14,435616.506,6478871.894,2936.57,10185.0,2238.0
15-9_F14,435657.252,6478875.205,2944.52,10186.0,2235.0
15-9_F14,435696.027,6478878.203,2955.36,10187.0,2232.0
15-9_F14,435734.394,6478881.175,2968.14,10188.0,2229.0
15-9_F14,435771.994,6478883.818,2982.12,10189.0,2227.0
15-9_F14,435808.983,6478885.261,2998.13,10190.0,2224.0
15-9_F14,435843.231,6478885.558,3015.17,10191.0,2221.0
15-9_F14,435878.675,6478885.138,3036.08,10192.0,2218.0
15-9_F14,435911.375,6478883.964,3059.53,10192.0,2216.0
15-9_F14,435943.433,6478882.065,3086.33,10193.0,2213.0
15-9_F14,435973.862,6478880.018,3112.69,10193.0,2211.0
15-9_F14,436004.74,6478878.007,3138.73,10193.0,2208.0
15-9_F14,436013.187,6478877.451,3145.78,10194.0,2208.0
15-9_F14,436028.636,6478876.441,3158.65,10194.0,2207.0
