,x,y,z
bird,0.13134643,0.063810214,-0.3031736
dog,-0.20502353,0.96115303,0.19994979
bird,0.17077585,-0.45632026,-1.4846079
automobile,0.14905158,0.19450535,0.1901326
cat,-0.2469805,0.8431871,1.2506099
ship,0.2637966,-0.91806394,-0.10483513
frog,-0.376869,1.1093768,1.5975707
truck,0.2161795,-1.2209126,0.118997596
dog,0.20038481,-0.21516816,-1.1075329
automobile,-0.16781038,0.33123168,-0.63911134
dog,0.18316914,-0.2760242,-1.3736378
ship,0.40233475,-0.7488777,-0.37990206
deer,0.082774,-0.028771859,-0.5689941
ship,0.43836856,-1.239913,-1.3511287
automobile,-0.40254563,1.2134613,1.8669708
deer,-0.25326303,0.3103723,-0.55661786
frog,-0.22998692,1.0035052,1.5861374
deer,-0.3490806,1.0246605,0.060086943
frog,-0.09137045,1.284811,0.40030655
deer,-0.22456643,0.82666665,0.31365284
ship,0.25559396,0.15420128,-0.032948337
dog,0.22931632,-0.7867629,-1.4025625
airplane,0.41749784,-1.3739992,-0.84241885
cat,-0.30650014,0.48966187,1.4095275
cat,-0.13933013,1.3329898,0.06266324
airplane,-0.026462333,0.26670495,-0.59504026
cat,0.2113295,-0.20266795,-1.1998417
bird,-0.16180284,0.90305537,-0.6012256
truck,-0.3599016,1.2398291,1.865075
frog,-0.2214936,0.33821076,1.1363311
dog,-0.20604749,0.5305959,-0.7995419
bird,-0.14282663,0.47147697,0.5164762
horse,0.05106331,-0.43902457,-0.98697543
deer,0.41951385,-0.9427794,-0.9850076
cat,-0.0011640023,0.8584786,-0.062226783
dog,0.22666363,-0.6297102,-0.62258047
truck,0.048033703,-0.16234143,0.8329515
frog,-0.11088159,0.45994496,0.11782383
truck,-0.08474622,0.19018467,0.428374
automobile,-0.18883148,0.48730966,-0.8149988
cat,-0.27732337,0.8728384,0.871677
truck,0.020128544,-0.85695577,0.030459493
ship,-0.14026356,0.45747483,-0.6389135
dog,-0.2998162,1.1484954,0.112675644
truck,0.24039252,-1.2454023,-0.044629157
deer,-0.15438813,0.4742251,-0.28445724
truck,0.21705878,-1.1866453,-1.1057122
truck,-0.26996025,1.1217223,0.05369349
frog,-0.20352225,0.7548684,1.2604313
truck,0.53338987,-1.5404235,-0.6130555
truck,0.19461973,-0.7758822,-1.7218426
truck,0.45773897,-1.6624374,-0.46162504
cat,-0.24231924,0.9558373,0.8404272
frog,-0.014699036,-0.7751356,0.06696267
truck,-0.19053239,0.29424974,-0.49203935
cat,0.20835647,-0.85527354,-1.8556783
frog,0.15994465,0.18115401,-0.020326924
dog,-0.5207784,1.2851961,0.19008544
frog,-0.16907908,0.7365993,1.3309866
deer,-0.3046167,1.144071,0.18325318
automobile,0.30019325,-1.0699282,-0.028567543
dog,-0.07589369,1.3414419,0.11460907
dog,0.010204784,-0.23438293,-1.5263181
ship,0.30608675,-1.1802799,0.015574968
automobile,0.07954791,-0.62371063,0.21223992
frog,-0.17635556,0.91299284,1.3513024
frog,-0.13055582,0.72338516,1.3201671
automobile,-0.18161012,0.1437737,0.15587188
deer,-0.18972118,0.872807,0.46514055
ship,0.17095883,-0.96319693,-0.52903587
frog,-0.11298592,0.78863746,1.221299
truck,0.10709798,-0.8116389,-0.13752125
frog,-0.19968922,-0.12903312,0.6609407
deer,0.0855508,0.22377165,0.14378998
ship,0.37331903,-1.2769287,-0.84649765
truck,-0.18834937,0.2716218,1.2765838
ship,0.3658786,-0.50576055,0.21887419
dog,-0.13919492,0.46763098,0.67707497
deer,-0.35391244,0.6369812,0.9695127
horse,-0.31571767,-0.0099303685,-0.49830925
bird,-0.15633418,0.5418144,0.80423915
ship,0.29923454,-0.78965414,-1.7992187
airplane,0.5074649,-1.0628074,-1.3540968
airplane,0.44515902,-0.9450785,-0.6465808
airplane,0.22499454,-0.72314715,-2.0516045
frog,-0.04969024,0.5634599,0.9133644
airplane,0.2653099,-0.5631883,-1.3991684
deer,-0.027842144,0.3446804,-0.024475431
truck,0.23625576,-0.9972656,-0.049111065
frog,-0.17359604,0.6214369,0.683588
frog,-0.47073647,1.0790061,1.0452155
frog,-0.16216852,0.74632823,1.3773886
bird,-0.28027034,1.0313976,1.4472263
ship,-0.21775573,0.6850115,1.3007648
automobile,-0.4129406,1.2831253,1.9757677
airplane,-0.43489948,1.2757338,0.50044924
deer,0.031548418,0.16188064,-0.5666706
cat,0.20400041,-0.443237,-1.1704389
truck,0.32743526,-1.1764909,-1.2892632
horse,-0.2939792,-0.14107831,-0.35284662
airplane,0.17792764,-0.6182895,-0.6185152
automobile,0.19911008,-0.13067806,0.4928297
airplane,0.42471805,-0.6617303,-0.22276461
frog,0.14559576,-0.3020125,0.565593
dog,0.4627373,-0.35300887,0.0039710784
dog,0.13826554,0.16239779,-0.17961326
automobile,0.15470211,-0.45843783,0.92365
cat,-0.3790404,1.0785865,1.4400587
horse,0.14345746,-1.0065175,-0.10841079
ship,0.29047978,-1.0838304,-0.338445
truck,-0.47218275,0.5823291,0.46550417
bird,-0.274741,1.0171794,0.034895282
frog,-0.10384102,0.6080318,0.79476804
cat,-0.3454331,1.1550822,1.615553
automobile,0.17343429,-0.6301743,0.28473955
truck,-0.1397211,-0.56326246,-0.01593208
horse,-0.46725243,0.7194462,0.6283302
horse,0.09159607,0.20497425,-0.12565489
horse,-0.349374,1.2087026,1.8820783
frog,-0.271987,0.06576971,0.18393095
cat,-0.08034283,-0.06193245,-0.51573735
horse,0.24187219,-0.63974565,-0.44293144
frog,-0.51516765,1.3953948,0.6006024
ship,0.38628364,-0.80350953,0.014340978
deer,-0.07477971,0.63551843,0.59152323
cat,-0.22050795,0.89332175,0.5046163
frog,0.19610173,-0.23140311,-1.174972
horse,0.34141934,-1.3633254,-0.2972565
frog,-0.048228815,-0.16119686,0.7333913
horse,-0.45480868,1.1948342,1.1334261
cat,0.27371874,-0.7053524,-1.2867742
airplane,-0.13535489,0.10890471,-0.37858358
bird,0.26844698,-0.55318916,-0.98443526
deer,0.1620196,-1.040379,-0.100697495
ship,0.414029,-1.5220009,-0.30241147
frog,-0.19081767,0.38329905,1.3383838
dog,-0.16269417,0.66572446,0.9049327
deer,0.49644443,-1.2310258,-1.0046059
cat,0.29381493,-0.8812087,-1.4127531
airplane,0.22517593,-0.9615698,-0.47334975
airplane,0.1601622,-0.6587763,-1.9073471
deer,-0.4323594,0.94135547,0.69464433
