,x,y,z
rt,1.4852569,4.3143444,-6.7388506
i,-15.364357,-7.6418643,7.7665277
a,-13.884493,0.78168994,10.934364
the,-9.913917,-9.802859,16.553312
you,-13.774141,-11.079863,6.8906183
to,-4.8599653,-9.391452,11.460517
me,-13.308181,3.0425122,9.990455
de,-9.974962,21.82341,-1.1396468
que,-0.39883032,18.49667,1.7129102
and,-11.272227,-8.770168,15.119197
my,-13.114822,-10.777991,16.266886
no,-13.303343,3.0656183,9.982953
is,-13.246497,-10.50075,12.638293
it,-12.289201,-11.046254,11.264983
in,-10.15046,-8.584279,17.548073
n,-10.036902,8.54605,-6.1018744
for,-11.309441,-8.812214,14.039405
of,-10.060027,-9.688766,16.731596
la,-15.112293,17.71813,4.274241
do,-11.28615,20.691679,-16.43673
n't,-13.696391,-8.9310465,8.437949
that,-12.517547,-10.507239,11.396663
on,-8.4883,-9.9930105,16.007727
y,-8.991394,18.17084,8.547445
e,-9.420594,11.282179,-9.153167
o,-9.511578,11.3814745,-9.220187
u,-8.911535,8.139294,-8.264629
en,-9.994125,21.818134,-1.121812
this,-11.818125,-10.026977,12.274437
el,-10.9313755,16.861706,9.700166
so,-18.344675,-13.596035,10.309609
be,-15.980998,-9.261363,12.16563
with,-11.387102,-8.738502,15.238446
just,-14.804531,-8.262288,7.944379
your,-13.132784,-10.928407,16.30525
like,-15.368849,-8.973296,6.4393396
have,-14.649871,-7.619397,9.8339815
te,-2.171027,20.54476,4.645423
at,-8.363341,-8.324016,14.205279
love,-14.069115,-11.679011,6.5349874
se,-0.8080442,18.095268,2.4679978
are,-10.753628,-14.740225,12.9855175
m,-8.07796,9.241621,-7.2183957
r,-8.65796,8.568843,-7.475384
if,-12.339434,-7.241308,9.707805
all,-9.77839,-11.458048,14.165227
b,-8.418175,8.511843,-7.8251333
not,-15.465879,-9.406083,11.709133
but,-11.952993,-11.116373,10.038695
we,-9.048205,-7.26038,8.842571
es,-5.1839304,15.685364,11.481469
ya,6.222814,-7.4694333,-15.605286
follow,11.245821,-3.991551,-4.6992803
up,-6.728651,-8.648366,14.967043
what,-12.072841,-9.360556,7.411608
get,-5.820498,-11.569524,13.351455
lol,-10.8188505,-7.7737145,-8.805225
un,-14.19917,15.992952,4.1135345
lo,-9.736426,17.934858,6.297715
when,-13.594172,-10.251251,10.064215
was,-1.08278,-21.409515,11.036352
one,-13.905906,0.33327633,11.048722
por,1.223581,18.484549,1.2056799
si,-10.363857,18.40109,5.600236
out,-7.147341,-8.908701,14.770501
mi,-15.082416,17.162224,9.636178
can,-15.087719,-6.337668,12.293514
he,-18.042015,-13.941623,16.192293
con,-11.909574,15.175555,7.1540194
they,-12.199918,-15.289301,13.436067
now,-8.831098,-10.181309,11.199119
go,-3.4916954,-9.152858,10.239129
para,4.6979876,25.778372,-1.9123505
los,5.439626,29.598629,12.401373
know,-12.758519,-8.863637,7.7240276
haha,-3.6575227,-0.42818424,-11.793629
good,1.8466989,-21.824163,-5.5905557
tu,-15.163103,18.340374,4.4465804
back,-2.1593432,-10.96929,11.545622
about,-13.896696,-6.848971,4.6827793
new,8.390692,2.5793648,10.430857
as,-18.365723,-12.698771,10.9052105
day,6.704311,-18.077604,12.836754
how,-12.287135,-9.055513,6.4301558
who,-11.871523,-7.2412353,9.113196
will,-17.433311,-4.9154406,10.419163
want,-11.641823,-5.064088,9.580765
people,-11.353484,-17.969177,12.6746
yo,-7.1912055,1.1078323,-5.7328887
eu,-6.3031955,21.967112,-17.009686
from,-10.284899,-8.150992,16.21412
di,4.0274806,1.2046976,-19.711252
time,1.1984782,-12.55936,14.323406
s,-6.9171844,9.487581,-7.913775
aku,0.06614747,0.21664125,-21.764072
da,-11.996128,19.56308,-15.670138
una,-11.8915205,14.879179,7.0013423
got,-4.9564285,-12.1312275,13.8006735
las,1.1278535,28.535732,12.697767
more,-16.85024,-19.485975,6.118605
x,-6.109975,8.424195,-10.334985
she,-1.6426249,-22.401815,6.830405
today,6.7707415,-18.15112,12.05122
k,-4.8454146,13.457114,-7.2494254
by,-10.337633,-7.358932,16.045576
or,-12.217269,-7.2461605,10.724173
too,-18.003088,-14.424678,9.78758
le,-15.000531,16.177982,3.7068024
see,-9.543205,-8.896011,7.749069
why,-11.761321,-9.203126,6.697303
yg,4.861868,-0.19623774,-24.30133
ca,-19.411747,-10.542181,-1.1462097
como,-0.035194814,18.598253,0.18699042
her,-2.2702382,-22.903425,7.1503673
q,-4.528132,14.246726,-6.3545623
need,-10.946973,-4.1025877,10.40039
an,-16.779476,-9.14609,12.869631
na,14.265275,15.04188,-13.1659775
there,-10.297581,-9.893039,9.269648
happy,12.401491,-16.070156,4.6269536
im,-23.777565,-8.348738,0.7113567
mas,-3.8531399,15.403576,-4.612597
je,-19.023819,7.835761,-2.527173
life,5.26234,-17.11181,-2.6502857
really,-13.590144,-8.475105,6.6391816
make,-6.034462,-9.6699295,8.775797
yang,5.264427,0.40804887,-25.074888
shit,-13.601353,-12.12767,-10.101935
think,-13.242631,-8.346014,7.4893875
t,-7.7892213,9.329452,-6.3509526
