,x,y,z
Digit 2,-0.8051269,0.19453627,-1.0700353
Digit 7,0.7892301,1.2878679,0.05965589
Digit 1,-0.13780119,1.1963407,-1.0469987
Digit 3,-0.9719557,-0.62608546,0.16977753
Digit 5,-0.55641484,-0.601985,0.3689605
Digit 3,-0.75177675,-0.6238044,0.2499022
Digit 8,-0.66096705,-0.008187333,0.2509556
Digit 6,0.048707366,-1.5186449,0.7866188
Digit 7,1.2582977,0.9395809,0.10160912
Digit 0,0.16226241,-1.8501654,-0.32263646
Digit 3,-0.3977391,-0.120353125,-0.0025154771
Digit 3,-0.96066165,-0.4747193,0.18144839
Digit 1,-0.71454614,1.5256968,-0.4504835
Digit 2,-0.67833936,0.119627126,-0.95278466
Digit 1,-0.7238445,1.4358453,-0.27698627
Digit 0,0.107166365,-1.8542242,-0.5386955
Digit 0,0.16401348,-1.7348756,-0.49350217
Digit 3,-0.9752675,-0.4545296,0.17809357
Digit 9,0.9877207,0.0999329,0.5662285
Digit 0,0.17107026,-1.8464721,-0.5169005
Digit 0,0.15120673,-1.6313503,-0.5180385
Digit 7,0.6341985,1.4656003,0.18115155
Digit 6,0.18742208,-1.7921101,0.80569476
Digit 7,1.0066242,1.2882547,0.1435473
Digit 7,0.9212001,1.4292108,0.104120076
Digit 7,0.86766434,1.3034233,0.045817357
Digit 0,0.08613723,-1.8175812,-0.67311794
Digit 8,-0.7427163,-0.5877016,0.22535232
Digit 2,0.27045405,0.1308878,-0.06782603
Digit 0,0.07363791,-1.7984164,-0.6789543
Digit 1,0.1894393,0.86308616,-1.1754037
Digit 3,-0.70098114,-0.58068395,0.24824722
Digit 7,0.71837085,1.4510622,0.18631986
Digit 1,0.10868882,0.95326793,-1.2100194
Digit 3,-0.93088025,-0.7123667,0.21064955
Digit 2,-0.7475688,0.28828523,-0.5771838
Digit 3,-0.9077154,-0.5840601,0.24083725
Digit 0,0.08141442,-1.8115368,-0.65974057
Digit 0,-0.053258464,-1.5760175,-0.4631321
Digit 7,1.1858525,0.8261052,0.08156699
Digit 5,-0.5121127,-0.8086022,0.30813843
Digit 3,-0.7226211,-0.48102254,0.2541239
Digit 8,-0.6542396,-0.6883666,0.22197214
Digit 9,0.81483424,0.38814378,0.4654196
Digit 6,-0.059749257,-1.2449889,0.6725807
Digit 3,-0.73575294,-0.6925759,0.23954755
Digit 7,-0.36446342,1.367491,-0.6224505
Digit 4,0.9943582,-0.05884181,0.57560825
Digit 4,0.6011949,0.9642492,0.57698864
Digit 8,-0.7109388,0.33296764,0.2510871
Digit 6,0.097198136,-1.6216935,0.81227374
Digit 4,0.757448,0.43020967,0.3660495
Digit 3,-0.8357897,-0.6418151,0.23505452
Digit 5,-0.47609028,-0.6997591,0.41304237
Digit 7,1.1162568,1.3259859,0.081770234
Digit 8,-0.6727849,0.06155469,0.20555055
Digit 4,0.5484466,1.0640854,0.6400475
Digit 9,0.8918691,0.33113185,0.4280744
