,x,y,z
the,4.1065106,-5.197074,-0.3438032
and,1.505181,-2.3692777,0.022247214
to,-6.6239247,-1.5552022,1.0464662
of,4.11272,-5.1784196,-0.34089732
a,-1.9197514,-1.1251887,3.7072268
in,4.12843,-5.1560626,-0.3247397
is,-2.453325,-2.919199,2.5602093
for,1.6221081,-2.34247,0.23827672
i,-5.312188,-7.1722236,0.84696645
that,-2.6961362,-2.908408,2.4481716
you,-6.4845715,-2.7317178,1.172542
it,-1.5248123,-2.7819483,1.9417772
on,4.4563594,-1.4719005,3.243544
with,1.5341951,-2.357245,0.0645683
this,-1.4289804,-2.2632732,2.492476
by,5.458494,-2.8063931,2.3066425
are,-0.5820307,-0.023021888,-0.02468069
at,4.3467135,-1.3944991,3.1403968
as,-3.1862066,-3.202924,2.9326825
be,-5.1118207,-1.5554533,1.5824963
from,5.485474,-2.5991223,2.6659043
have,-2.9779115,-6.0459743,3.3311377
was,-3.4983199,-6.5467772,4.4254985
or,-4.434808,-0.54001075,0.56042945
your,-6.6142445,-2.9525502,1.3528874
not,-4.9508586,-1.3242534,1.276647
we,-2.8604128,-5.9917235,3.170626
but,-2.035389,-2.5556855,1.282574
all,-0.6293357,0.15231958,-0.12120828
will,-6.445915,-1.5473516,0.9390702
an,-1.8914707,-1.1644801,3.720999
my,-5.390657,-7.2535386,0.90902853
can,-6.4896045,-2.611425,1.1262181
they,-2.9239645,-6.02794,3.2605922
n't,-4.9294643,-5.8259406,-1.6601061
do,-4.8813105,-5.662435,-1.5631077
he,-2.7259681,-13.09485,2.7623787
more,-1.5915459,1.8042015,3.3212528
if,-4.783551,-1.2441934,0.9970431
one,-2.3768616,-0.5806923,3.5654583
has,-4.159186,-4.3250484,3.5964558
so,-1.6927706,-3.306766,1.1416906
about,-6.6208906,-5.29484,0.4138171
new,7.692471,-3.8126447,-6.642726
what,-6.526897,-5.419064,0.20757398
his,-2.7127733,-13.091392,2.774917
there,-1.9156761,-2.1457932,1.2102487
up,5.489776,-1.7187365,3.9906664
out,5.4167867,-1.9063852,4.011977
their,-7.1470275,-3.9302673,2.671161
our,-7.0663357,-3.9036727,2.8736656
like,-2.724111,-2.1820087,1.1187899
when,0.59532195,-4.9084935,6.918382
just,-0.9452902,-3.3309963,1.7162392
time,0.4052667,-4.9690576,7.315684
me,-5.474145,-7.1904454,0.82755774
which,-2.985301,-3.1231923,2.7689624
who,0.6468121,-3.3096876,-5.166774
no,-3.7665796,0.0012000827,0.39720514
would,-1.7084259,-0.13525565,-4.4453483
some,-1.2402508,0.23763788,1.5906707
get,0.89533085,-4.422002,2.9827342
also,-3.1291811,-3.2085857,2.8929594
other,-0.96072876,1.1967367,-0.022202667
how,-6.5463953,-5.3563056,0.27535987
may,-5.1077576,-1.3075948,1.4613919
had,-3.458862,-6.553336,4.374633
am,8.72378,-7.488593,6.7990603
been,-4.3031263,-4.400535,3.9767203
her,-2.7642133,-13.12113,2.736968
were,-3.4284363,-6.505844,4.2650185
them,4.233658,-3.2027273,4.4923263
people,-0.72477347,-0.68033874,-0.26261902
she,-2.7617722,-13.118533,2.7370253
any,-4.5312004,-0.7437612,0.70268893
now,-3.5399091,-3.8663793,5.0057664
only,-2.3888679,-1.4589595,2.1397
pm,8.738824,-7.4712343,6.805906
first,0.41055718,-2.2645793,9.588921
than,-1.6250464,1.8728578,3.3720856
good,0.04142462,-4.860813,-0.40950346
into,6.372079,-2.2984767,3.6394641
its,4.086361,-5.244108,-0.35764647
these,-0.5099543,-0.021543607,-0.09768922
us,-6.9829826,-3.8858132,3.118002
see,-5.815712,-3.5042846,7.4316936
here,-5.8215456,-3.5233288,7.3981986
make,0.7931438,-2.3770297,1.6646581
home,6.801645,8.841453,-2.6928697
