5,0.28,0.2,2.8555403,3.2166889
10,0.12,0.44,3.2173035,2.655121
15,0.42,0.36,2.0334082,2.012779
20,0.34,0.52,2.3699713,1.4855058
25,0.46,0.5,1.3459003,1.4031785
30,0.66,0.68,1.1537642,1.0015297
35,0.6,0.72,1.2608002,0.9483211
40,0.76,0.68,0.67363954,1.0922097
45,0.64,0.62,1.0298954,1.1044043
50,0.56,0.7,1.1308956,0.7981936
55,0.78,0.78,0.9315254,0.8757862
60,0.8,0.82,0.57542264,0.7858696
65,0.7,0.86,0.9094432,0.7062993
70,0.76,0.66,0.746975,0.9003308
75,0.8,0.78,0.66433686,0.61385435
80,0.78,0.8,0.62998354,0.63837606
85,0.9,0.82,0.44811395,0.5427326
90,0.82,0.86,0.4909094,0.4909551
95,0.92,0.9,0.38760957,0.4690809
100,0.86,0.8,0.408591,0.50156826
105,0.84,0.84,0.63322043,0.3984636
110,0.82,0.78,0.5913813,0.42678043
115,0.9,0.8,0.4350241,0.51996404
120,0.76,0.86,0.5950047,0.43737948
125,0.86,0.82,0.47211808,0.5885922
130,0.92,0.94,0.27293986,0.32791442
135,0.84,0.9,0.36741668,0.29197276
140,0.8,0.9,0.5167196,0.39926362
145,0.88,0.86,0.33931062,0.5107261
150,0.94,0.86,0.3290084,0.3684751
155,0.94,0.92,0.39335153,0.31746006
160,0.92,0.86,0.3252776,0.49507928
165,0.76,0.86,0.60822016,0.40155372
170,0.88,0.9,0.3468934,0.37586018
175,0.88,0.88,0.3387145,0.37605363
180,0.92,0.94,0.25246203,0.20401718
185,0.92,0.96,0.27095547,0.20727336
190,0.9,0.9,0.24450493,0.3147323
195,0.88,0.92,0.34959838,0.28436834
200,0.82,0.94,0.51893544,0.25988448
205,0.9,0.96,0.29949203,0.17466463
210,0.88,0.94,0.42974108,0.23046097
215,0.86,0.96,0.40918878,0.36773324
220,0.92,0.96,0.359149,0.13074231
225,0.88,0.92,0.3654856,0.4280909
230,0.88,0.92,0.23550867,0.2630488
235,0.94,0.9,0.27488637,0.29999784
240,0.96,0.94,0.17473413,0.23913963
245,0.9,0.94,0.27386668,0.29257417
250,0.94,0.92,0.26653334,0.29812944
255,0.86,0.92,0.36737663,0.21227372
260,0.94,0.92,0.14459807,0.25723276
265,0.96,0.88,0.21045281,0.32775316
270,0.88,0.94,0.29228535,0.16518177
275,0.94,0.84,0.25749192,0.3982714
280,0.9,0.9,0.35041127,0.3189564
285,0.94,0.86,0.26953506,0.33378965
290,0.94,0.98,0.2240992,0.1547613
295,0.94,0.92,0.15809448,0.26519573
300,0.9,0.96,0.33902872,0.14716457
305,0.92,0.9,0.29434386,0.2510966
310,0.94,0.94,0.128483,0.30299133
315,0.96,0.92,0.21290419,0.35045722
320,0.94,0.96,0.21774274,0.22439072
325,0.92,0.94,0.20152679,0.15175827
330,0.98,0.92,0.15920359,0.2901684
335,0.92,0.9,0.23380527,0.56531537
340,0.92,0.88,0.252679,0.331847
345,0.92,0.94,0.36606404,0.24877556
350,0.94,0.96,0.2622824,0.14507622
355,0.98,0.94,0.15398607,0.21292889
360,0.94,0.82,0.16683945,0.43362
365,0.86,0.9,0.46954978,0.24255182
370,0.98,0.94,0.19944172,0.15724364
375,0.96,0.9,0.15009911,0.25375512
380,0.96,0.98,0.11917095,0.13247107
385,0.94,0.88,0.17017281,0.38614544
390,0.96,0.9,0.14450264,0.22690822
395,0.94,0.88,0.1965424,0.24323301
400,0.94,0.98,0.24169658,0.11076321
405,0.96,0.92,0.11942324,0.30537727
410,0.92,1.0,0.23770773,0.07875748
415,0.9,0.92,0.30705777,0.18544362
420,0.92,1.0,0.22657849,0.03180604
425,0.94,0.92,0.3023938,0.18353716
430,0.92,0.94,0.26299533,0.15065505
435,0.94,0.9,0.22131032,0.2833639
440,0.9,0.94,0.19979915,0.18625388
445,1.0,0.94,0.048664264,0.14117786
450,0.94,0.92,0.18388985,0.24171036
455,0.92,0.96,0.2626172,0.14967644
460,0.8,0.94,0.64341944,0.19525298
465,0.94,0.94,0.19588281,0.22674744
470,0.88,0.96,0.27830085,0.16627003
475,1.0,0.96,0.09887729,0.20258208
480,0.94,0.98,0.15392084,0.13664626
485,0.94,0.92,0.2195928,0.34717137
490,0.98,0.94,0.1049356,0.2193
495,1.0,0.92,0.05484298,0.26890847
500,0.9,0.98,0.26566717,0.059258394
505,0.9,0.96,0.28197706,0.15374702
510,0.96,0.92,0.1927598,0.18480702
515,0.94,0.96,0.19651623,0.10678084
520,0.94,0.96,0.18310161,0.14487234
525,0.92,0.96,0.3186252,0.13507241
530,0.96,0.88,0.14220612,0.3022378
535,0.9,0.94,0.26980713,0.19419914
540,0.98,0.92,0.08859768,0.25759497
545,0.96,0.94,0.10304973,0.24631596
550,0.94,0.98,0.23319158,0.11382092
555,0.88,0.96,0.23784126,0.20737678
560,0.92,0.94,0.1754525,0.28776184
565,0.92,0.96,0.34482634,0.12964843
570,0.94,0.96,0.18714905,0.16575754
575,1.0,0.98,0.07871881,0.10061821
580,0.9,0.94,0.35250595,0.14020331
585,0.92,0.96,0.35962144,0.28692323
590,0.98,0.94,0.12943992,0.15130292
