5,0.12,0.12,142.60066,145.19334
10,0.1,0.13,179.69844,160.91623
15,0.14,0.13,142.22476,137.39175
20,0.18,0.19,100.23089,103.39555
25,0.08,0.1,102.20504,101.25424
30,0.09,0.11,119.046936,114.86383
35,0.1,0.07,91.07337,84.59653
40,0.16,0.19,54.665558,68.102875
45,0.17,0.1,99.01236,102.740036
50,0.17,0.16,94.1626,77.43273
55,0.14,0.15,94.98207,90.84972
60,0.11,0.09,65.884926,75.28879
65,0.19,0.17,63.191086,68.21584
70,0.27,0.2,45.62729,53.07329
75,0.19,0.17,83.468636,103.39016
80,0.12,0.09,83.44138,86.63856
85,0.16,0.16,85.741425,94.37915
90,0.17,0.13,70.55228,84.05601
95,0.22,0.2,48.35889,58.70142
100,0.19,0.24,78.637596,59.45906
105,0.17,0.11,52.82,63.353268
110,0.18,0.22,60.27384,63.766754
115,0.18,0.25,65.59876,67.69198
120,0.22,0.19,95.18255,106.23088
125,0.15,0.14,60.05664,76.36793
130,0.15,0.17,79.59282,72.00022
135,0.13,0.16,88.201385,78.395294
140,0.15,0.18,90.68035,83.73615
145,0.13,0.13,102.845535,99.018936
150,0.21,0.26,73.062355,65.37237
155,0.21,0.17,29.054651,32.78258
160,0.22,0.11,57.45243,70.11924
165,0.11,0.14,90.81414,99.60525
170,0.16,0.16,85.21966,71.8491
175,0.22,0.18,45.327793,50.48596
180,0.26,0.12,57.125523,65.23394
185,0.25,0.21,37.133762,49.85347
190,0.25,0.22,50.63926,51.63173
195,0.26,0.24,39.1522,46.193974
200,0.26,0.16,55.636074,71.1045
205,0.27,0.21,61.424732,61.930946
210,0.22,0.22,84.1379,86.30417
215,0.15,0.21,75.14675,65.58627
220,0.22,0.21,37.49357,34.237473
225,0.22,0.16,46.065693,57.52306
230,0.24,0.19,42.275745,44.50772
235,0.19,0.15,51.77454,55.464966
240,0.17,0.2,63.908092,57.392174
245,0.25,0.2,55.007412,60.227417
250,0.26,0.22,51.010677,48.39056
255,0.29,0.25,72.43465,65.786316
260,0.25,0.12,46.410423,61.580276
265,0.22,0.24,45.497177,46.06327
270,0.12,0.16,74.27013,72.30459
275,0.19,0.15,68.65181,77.996315
280,0.15,0.11,56.627087,59.51665
285,0.16,0.18,45.196114,41.259613
290,0.27,0.29,47.391834,41.70085
295,0.24,0.27,33.534225,35.267567
300,0.21,0.18,61.501747,59.7657
305,0.33,0.18,55.557426,68.12658
310,0.15,0.17,64.00943,72.32283
315,0.23,0.17,86.157585,94.31476
320,0.19,0.2,66.12742,59.046017
325,0.29,0.21,74.45718,84.46209
330,0.25,0.24,39.356934,40.62094
335,0.26,0.28,44.771465,55.34548
340,0.3,0.31,55.06697,51.002686
345,0.24,0.22,56.95755,54.36083
350,0.24,0.2,48.981537,51.81068
355,0.18,0.16,52.47921,59.228657
360,0.24,0.22,52.04675,49.257256
365,0.19,0.28,51.159214,47.17294
370,0.12,0.16,70.521,76.12564
375,0.19,0.26,60.605568,57.019875
380,0.23,0.22,52.778233,51.797054
385,0.15,0.22,57.1153,50.091385
390,0.19,0.32,43.901035,38.587337
395,0.23,0.19,53.737373,66.15929
400,0.23,0.3,59.503242,48.949642
405,0.23,0.15,51.496536,60.382328
410,0.17,0.19,61.246708,49.604023
415,0.27,0.28,43.943653,54.112938
420,0.13,0.18,54.83916,48.73788
425,0.09,0.14,91.046104,94.93254
430,0.21,0.25,61.5091,56.64771
435,0.2,0.23,54.466217,48.96716
440,0.28,0.24,50.343975,42.821987
445,0.27,0.27,48.524902,54.93993
450,0.18,0.21,41.576366,39.769543
455,0.18,0.16,80.25966,84.44576
460,0.15,0.13,55.46168,60.1004
465,0.15,0.15,83.233574,82.3416
470,0.23,0.13,58.13189,69.37924
475,0.14,0.23,82.18663,75.290665
480,0.25,0.26,71.8631,64.49893
485,0.32,0.21,60.753155,64.150505
490,0.33,0.32,59.580082,65.49641
495,0.19,0.2,58.689938,63.82402
500,0.22,0.2,38.534313,38.13607
505,0.14,0.22,54.547462,50.602047
510,0.35,0.29,47.951782,51.012154
515,0.15,0.22,59.471558,72.46181
520,0.47,0.35,33.084843,41.09579
525,0.17,0.18,59.950615,64.4103
530,0.09,0.07,92.17784,96.19971
535,0.33,0.21,54.62521,62.960037
540,0.18,0.21,102.57837,104.20578
545,0.34,0.2,48.6815,43.40343
550,0.25,0.27,45.00966,51.42479
555,0.18,0.25,50.48718,57.05034
560,0.22,0.15,40.46146,47.81607
565,0.17,0.21,61.593452,68.832405
570,0.27,0.21,43.328503,47.928185
575,0.22,0.22,53.701378,60.180943
580,0.13,0.15,61.748062,62.645668
585,0.24,0.23,63.468292,54.56785
590,0.2,0.19,48.887543,50.248184
