,x,y,z
the,0.089336835,0.06768794,0.14036888
of,0.07317825,0.03714848,0.12351111
to,0.09963936,-0.9301424,0.2084633
and,-0.1033073,0.029484987,0.24010971
in,0.07194184,0.09195677,0.31673554
a,0.0936348,-0.0814042,0.35904127
for,-0.039825063,-0.22422136,0.046091095
that,0.021695366,-0.6384187,0.22746421
on,0.09845699,0.094757006,0.2558363
is,-0.17325443,-0.31554288,0.4341222
was,0.1734609,-0.28629735,0.5685448
said,0.6084072,-0.25274163,-1.208765
with,-0.013414885,-0.0070841713,0.32570437
he,0.14001423,-0.30102482,0.74137866
as,0.02279929,-0.065490596,0.1764443
it,-0.056398746,-0.44859618,0.33234113
by,0.045582388,-0.053396758,0.17948289
at,0.06134959,0.18628035,0.3217579
from,0.04711653,0.024771502,0.31968328
his,0.16768195,-0.26028383,1.0471193
an,0.093129784,-0.078080654,0.34736657
be,0.069344476,-0.8213047,0.224844
has,0.09232526,-0.24811366,0.33757687
are,-0.29770914,-0.08650613,0.3690595
have,-0.17615476,-0.20919484,0.5203217
but,-0.018700134,-0.5267456,0.2564247
were,-0.06416808,-0.21991456,0.5328438
not,0.08550126,-0.8422324,0.20205253
this,-0.0662158,-0.38294557,0.33201215
who,-0.1498434,0.2759896,0.8780168
they,-0.1929576,-0.24258658,0.5231159
had,0.12056987,-0.28222632,0.57013893
i,0.10475644,-1.4848146,0.39574963
which,0.028259614,-0.024996297,-0.0065243253
will,0.10648868,-0.98263246,0.2174235
their,-0.22366889,-0.36569822,0.25883496
or,-0.103634804,-0.44860852,0.035671744
its,0.04902323,0.02962311,0.051122688
one,0.029380973,-0.22678901,0.32524824
after,0.28146803,-0.42981726,0.6941463
new,0.074212626,0.08633818,0.11744918
been,0.060070034,-0.26308984,0.46683657
also,0.009550662,-0.0899254,0.17695045
we,0.05170479,-1.0860139,0.3904436
would,0.13358106,-0.9802899,0.10896361
two,-0.16592804,0.5089995,1.2332429
more,-0.54659283,-0.31417516,0.5652181
first,0.46859118,-0.12252542,1.2345982
about,-0.4867753,-0.4023531,0.57080275
up,-0.107324935,-0.03256442,0.5274308
when,0.14882931,-0.33829612,0.584715
year,0.52043056,-0.3808963,0.7467048
there,-0.06866212,-0.52593845,0.31226856
all,-0.2487426,-0.15089723,0.38278294
out,-0.036491673,-0.2130097,0.5357896
she,0.16611174,-0.26309288,1.0249064
other,-0.26494375,-0.018420871,0.26862526
people,-0.4970837,-0.19560088,0.5701147
