,x,y,z
the,0.36381224,3.0134175,-1.0268141
of,0.51725435,3.2372558,-0.9588401
to,8.033781,-11.874092,3.0721977
and,-0.8924431,2.6317708,5.22111
in,0.49074668,6.4347405,4.6009355
a,-0.50841844,1.4774656,12.471002
for,-1.5104234,-2.6446123,3.3219063
that,-1.1482992,-10.139809,4.843596
on,0.16924289,2.5726724,-0.6812202
is,-2.996154,0.44640344,8.520908
was,5.337658,-3.6595864,4.4280944
said,17.727774,-3.9487631,1.3975935
with,-0.47130063,2.3828814,5.316238
he,2.3526669,2.356705,14.464823
as,0.6082889,1.0937023,2.7709484
it,-2.5314474,-0.14575177,8.800943
by,1.469262,1.4175893,3.4372993
at,0.6676683,6.11991,4.34991
from,-0.97636753,3.062438,4.895833
his,1.686598,2.7627888,16.369482
an,-0.5154746,1.5552354,12.54018
be,-0.16329606,-11.764442,5.724713
has,2.0430143,-0.046781596,3.6168213
are,-8.550963,2.9061978,9.40098
have,-8.197904,-0.02488706,11.591104
but,-1.474397,-9.867813,5.2058277
were,-7.6936746,-0.22363402,11.601907
not,-0.124577604,-11.832927,5.6760383
this,-2.5697553,-0.030130384,8.773741
who,2.4725554,9.518201,11.831549
they,-8.692307,0.11333316,11.637954
had,4.23839,-2.5500324,4.205395
i,2.6822112,-19.224127,6.0495305
which,-0.1506073,2.919072,-2.9350817
will,8.368951,-12.305907,2.7012744
their,-5.038375,-1.7080379,1.7324414
or,-4.2989893,-3.636579,-0.21957172
its,0.35698122,3.0475,-2.2104948
one,-0.43863642,0.2197835,11.315493
after,7.7264004,-4.7419457,5.4055343
new,0.4071705,1.3741859,2.241376
been,3.6972883,-2.6279044,3.9487667
also,0.95128155,0.9072967,3.3568647
we,4.243651,-14.75718,5.5231504
would,6.9039354,-13.661618,-1.1251299
two,-5.4055862,1.9705522,20.670551
more,-7.5432267,-7.91139,7.9391546
first,4.5675993,-3.3531318,16.523327
about,-6.0266747,-9.129344,7.415135
up,-1.4877727,-1.9148242,16.851954
when,6.8397703,-4.574212,3.980603
year,10.558448,-3.9915898,9.46881
there,-1.2875131,-9.638216,5.6332097
all,-9.223882,2.5606928,9.984164
out,-1.1511017,-2.1237986,15.677736
she,2.2585363,2.977955,14.723046
other,-8.35064,2.9118483,7.627177
people,-6.7289076,-6.973721,7.505532
n't,4.4108925,-16.96688,4.6900616
her,2.205659,3.1386204,14.873944
percent,-9.40263,-8.856923,9.750035
than,-7.537659,-7.875352,7.919665
over,1.6703635,2.3577678,7.9384623
into,-2.4109962,0.690598,15.892489
last,11.141336,-3.7301264,8.719054
some,-6.961112,0.38280028,8.349275
government,10.149584,0.35726568,-14.495342
time,1.3825928,-0.88933647,10.029253
you,3.4047418,-19.001282,6.0345016
years,10.249006,-1.7941641,8.952287
if,5.5165415,-13.317921,1.3684578
no,1.382207,-10.664313,7.0706253
world,6.137279,5.6281953,-5.2803173
can,6.1900363,-12.733309,2.6141565
three,-5.525289,1.9125044,20.546122
do,4.4506516,-16.949615,4.684107
president,14.881547,3.1320786,-6.8566365
only,-0.54097956,0.058483638,10.832445
state,9.133225,0.1001298,-13.94818
million,-20.771116,-0.06874113,8.2667055
could,6.874488,-13.966392,-1.3773719
us,6.0764866,9.808854,-4.3446918
most,-2.9072495,0.26282734,3.7650921
against,4.51462,2.8225255,2.3786151
u.s.,6.1093407,9.796782,-4.3486996
so,-3.5827813,-10.828205,6.3409038
them,-9.024147,0.24333836,11.642789
what,3.6230676,-17.966623,0.109146945
him,1.640626,2.810897,16.33392
united,7.6547647,8.357017,-3.50523
during,11.95997,-4.947132,11.94895
before,7.742722,-4.836403,5.1524115
may,-5.5736938,-18.064964,-1.5306545
since,10.186728,-1.7522968,9.146444
many,-6.9460135,0.40560994,8.289682
while,-0.96928036,2.4603858,5.959617
where,-0.17758311,6.801315,4.7730937
states,7.6334543,8.361207,-3.513966
because,-1.8958741,-10.417231,5.6508813
now,2.2726593,-10.025623,3.7011526
city,-6.500902,12.778906,2.8562162
made,-0.35624456,-2.5329096,3.8144448
like,-4.3005495,-10.57467,5.282556
between,-0.04698246,1.4215385,5.1763964
did,0.2063947,-12.987066,5.057642
just,3.345411,-14.337793,6.4214
national,8.377283,2.0334098,-12.2185135
day,12.716168,-5.0611796,11.339691
country,5.5412984,6.8881702,-4.669309
under,1.6411885,1.76716,3.5029616
such,-8.431914,3.0659537,7.9488835
second,4.6781178,-2.943504,16.733484
then,6.827619,-4.559414,3.9138877
company,-18.41213,6.8842316,8.081071
group,0.8938447,3.3963299,-4.8764977
any,1.3527611,-10.735713,7.0400643
through,-2.425479,0.70971096,15.88961
china,13.315402,16.070082,0.16163845
four,-5.5718575,1.8900551,20.49845
being,3.6570432,-3.0336244,3.8375437
down,-1.4982903,-1.8898895,17.000153
war,5.153547,3.694406,-14.907367
back,-0.4573091,-1.8455653,15.79464
off,-0.00062414433,-1.7941763,16.055702
south,-15.77546,11.233511,-0.5738056
american,7.3206825,10.200094,-6.264214
minister,13.286174,2.2007158,-11.531367
police,3.6346886,0.91233116,-18.576635
well,-1.9187376,1.1092794,3.1067657
including,-9.600759,1.6125848,1.2431617
team,19.011496,4.7080073,10.391366
international,-1.724885,-2.4169283,3.0126975
week,12.134422,-3.8958502,8.834811
officials,3.7824142,-0.53661704,-17.330444
still,2.2183888,-10.054918,3.5438404
both,0.12737522,0.88015807,4.567571
even,-3.514194,-10.593718,6.508774
high,-10.705089,-6.380411,4.2380104
part,-0.13946253,2.8547223,-2.9354875
told,17.61798,-3.2135785,1.8132124
those,-8.702008,2.6466334,9.786973
end,9.524697,-10.245735,12.179943
former,13.888986,2.5043545,4.0276093
these,-8.460487,3.1052015,9.308407
make,6.912662,-12.384799,3.4786468
billion,-20.799555,-0.09933798,8.313699
work,1.4121131,10.876069,1.4319082
our,-7.474043,-13.472075,3.9429283
home,-0.24393362,7.047378,5.0922837
school,-3.9745796,10.021982,-13.972039
party,14.830008,-0.79453844,-7.0732083
house,-1.7888751,12.469837,4.669927
old,-0.7767807,4.9882045,15.29052
later,6.0659575,-3.9658647,4.686805
get,5.493676,-14.177855,5.562764
another,-0.48194414,1.136487,12.163121
tuesday,18.663736,-5.2312126,10.248041
news,17.579708,0.5120308,1.2967762
long,-4.0109453,-2.8224514,6.2803698
five,-6.631648,1.3765482,19.454512
called,3.0415509,2.595186,-2.894939
wednesday,18.677423,-5.217559,10.24436
military,-0.14011495,4.2410145,-18.45086
way,-3.6023371,-11.1392765,6.110909
used,-10.353183,4.0135612,-5.33316
much,-4.848296,-9.886819,7.019516
next,7.175344,-10.898292,7.7422647
monday,18.673883,-5.2058063,10.240212
thursday,18.577812,-5.3256173,10.277004
friday,18.338453,-5.584192,10.356915
game,16.361832,3.7069855,7.4394155
here,7.716361,-8.7462015,5.0436788
should,5.0281096,-11.8685875,-2.338799
take,8.026099,-12.002851,3.1580968
very,-6.0717683,-5.903302,4.314535
my,3.335744,-19.564653,6.4194565
north,-15.792866,11.210767,-0.5045782
security,8.420025,-0.478052,-15.918962
season,16.411888,5.400437,6.0150065
york,-5.102558,18.193691,5.0632515
how,3.7303977,-18.031202,0.19655721
public,-14.007329,0.9543658,0.89790386
early,9.004364,-4.4475346,7.0430856
according,7.6034465,-1.8805007,-9.639199
several,-9.084457,2.0462017,4.302993
court,9.274117,-11.296006,-14.904826
say,3.6346536,-18.950922,-1.8668264
around,-0.8671839,6.236824,5.045685
foreign,10.76853,0.43896148,-14.357688
until,8.049921,-5.148034,4.769968
set,4.4967155,4.933206,7.2730985
political,19.306688,-2.3662565,-6.93607
says,3.6481643,-19.044607,-3.7684565
market,-15.592064,-2.886285,8.943578
however,-1.5618869,-7.3572636,4.347589
family,-7.129283,8.814193,14.981013
life,-8.497887,7.931166,14.435259
same,-0.33244252,-0.35898587,9.97241
general,16.230179,3.8836126,-7.7648396
left,2.199804,-6.794644,5.306083
good,-6.462485,-15.5754595,5.704686
top,4.3581915,4.0419116,3.2741919
university,-4.6732802,10.469084,-14.145095
going,4.592038,-14.4298315,5.7601466
number,-4.2814894,-0.09168027,12.374794
major,3.662308,3.8491411,2.893145
known,8.171198,3.6226192,-1.9540591
points,8.621314,-2.0291717,18.68001
won,11.287317,1.0965056,13.278632
six,-6.6194434,1.3860736,19.470547
month,11.6741295,-3.8855333,8.862425
dollars,-20.872952,-0.2096749,7.9196215
bank,-19.356167,0.4549212,0.970897
iraq,3.2358263,12.252374,-16.74723
use,-10.40356,3.9824402,-5.3508544
members,10.052359,4.021713,-8.655827
each,-0.89930683,0.23384228,10.792816
area,-9.072875,11.077038,-0.10645039
found,-3.0054405,-3.5396504,-12.289601
official,6.845071,-1.0362487,-11.110359
sunday,16.295088,-4.8914256,10.472428
place,2.1138074,5.8194165,7.4894843
go,5.4377446,-14.226996,5.7048965
based,0.4601725,3.2441235,-4.088342
among,-8.167255,2.7507417,7.2103653
third,4.7682934,-2.63644,16.810387
times,1.5505962,-0.92775315,10.059465
took,2.4763818,-4.8993144,9.447802
right,-1.806912,-2.22199,14.855316
days,12.195733,-4.9682965,11.317862
local,-13.845646,1.3433651,1.3809224
economic,-12.034069,-14.012863,-2.5989044
countries,9.547291,2.6130757,-16.119648
see,5.933813,-12.691152,5.9742756
best,9.321838,2.5098763,7.848514
report,8.070325,-2.4278457,-9.00247
killed,-6.803691,-1.6760498,-15.524191
held,1.1214563,6.3831277,4.702109
business,-16.251665,2.8130255,0.37750497
west,-15.941984,10.982723,0.24254714
does,5.4817834,-13.340324,1.3374761
own,-5.0194173,-1.9495238,1.9008607
came,2.2897735,-4.714002,9.375569
law,2.8209095,-7.637113,-12.304277
months,11.814163,-4.7651825,10.676103
women,-0.115877986,3.06455,20.525639
power,-2.24284,7.114015,-2.5049093
think,-0.4726282,-19.188343,6.4869776
service,-10.599014,8.631779,-6.6055655
children,-4.439921,5.624445,15.821827
bush,22.52434,-2.6190343,-0.61850214
show,5.425448,1.194153,11.65367
help,10.213793,-15.084932,1.2302555
chief,16.155827,4.308456,-7.539144
saturday,16.30575,-4.89069,10.473877
system,-8.793213,10.713447,-7.872424
john,5.087978,17.381529,1.7585816
support,17.653273,-3.3787942,-3.5623126
series,7.993875,7.4067645,6.7170763
play,16.767162,2.4736133,8.807508
office,-1.6325423,12.0206175,4.618383
following,6.2257104,-4.4000583,11.951028
me,2.8997056,-19.234657,6.096365
meeting,18.622477,-8.437966,-4.348237
expected,-3.0129397,-19.497164,-0.7824373
late,9.073569,-4.441048,7.058798
washington,-5.212184,18.301847,5.40946
games,16.344645,3.7598097,7.383843
european,11.935626,7.868569,-5.635118
league,16.631279,8.586317,9.84196
reported,7.7574573,-1.985814,-9.301361
final,7.916845,-3.7722902,17.23764
added,4.4064646,-1.2614071,-6.109176
without,1.5038112,-10.457015,7.1870794
british,8.020955,10.526417,-6.725153
white,-1.0051268,13.827803,8.22555
history,3.2176955,7.413464,-8.584061
man,-0.7920352,5.2974553,15.706774
men,-0.1481671,3.0755963,20.514336
became,3.1204727,6.9976077,1.4931885
want,5.797863,-15.730645,4.671337
march,-0.26659942,-14.704323,12.714378
case,5.249183,-12.058722,-14.9313
few,-6.9706264,0.390701,8.361169
run,1.2263504,-9.794233,15.121721
money,-20.143475,-4.482262,-0.4355241
began,8.444718,-7.4890575,8.408624
open,2.1051278,5.7902164,7.59687
name,8.162166,2.8051424,-1.7696742
trade,-20.541994,-1.0814301,-6.495551
center,-10.565225,1.7624255,-8.478105
israel,6.686132,14.586786,-11.715385
oil,-18.72501,5.2660394,-5.3630276
too,-3.2778099,-10.997976,7.3027143
al,-0.0655338,17.710247,-10.057851
film,8.315564,13.966584,12.006384
win,11.543888,0.28055695,13.410754
led,4.203514,3.2894545,2.7206872
east,-15.966945,10.9465,0.34261826
central,-12.028035,10.927901,-3.6328177
air,-13.692403,5.4193707,-15.58606
come,6.0024357,-12.78694,5.792946
chinese,15.111343,15.005519,-7.1267304
town,-7.1413445,13.037983,2.3838613
leader,15.178388,-0.089324094,-6.476855
army,-0.12350463,4.181551,-18.011616
line,-5.9445567,-3.4731863,13.4685135
never,0.06726421,-13.057769,4.955825
little,-4.8626547,-9.910502,7.066341
played,16.706295,2.1510527,8.949395
prime,13.264927,2.1627414,-11.650496
death,-2.0826762,6.737387,13.408705
companies,-17.989706,3.1359446,4.1452928
least,-7.047386,-7.254057,7.689296
put,-1.4753467,-2.386194,15.319493
forces,0.22297907,4.267315,-17.7622
past,1.6743447,2.3540294,7.946266
de,0.34266895,19.017317,-4.636826
half,-7.6271048,-5.0508566,8.874556
june,-0.31256855,-15.053465,12.60714
saying,12.586336,-5.4552946,-2.0545654
know,4.4033337,-18.854813,0.56298935
federal,5.6824417,-0.92797464,-13.601392
french,9.286135,8.776944,-10.0221
peace,7.025385,-8.298075,-9.876444
earlier,10.480527,-4.437402,7.616453
capital,-12.096471,10.939613,-3.7441254
force,-0.47442505,4.40657,-19.42011
great,-1.8471043,1.2553724,3.2006142
union,7.843367,2.9062703,-11.276272
near,-7.33867,11.317985,-0.06474767
released,6.0078382,2.9680564,15.393383
small,-6.959263,6.1136155,-0.6487072
department,6.974368,-1.7786164,-11.722935
every,3.0713449,-14.340148,6.5617
health,-10.934156,1.0381542,-13.043516
japan,12.781411,16.804781,-0.66549665
head,-3.482284,3.2159832,11.664397
ago,10.835319,-2.9955146,8.612146
night,14.612222,-7.89793,11.032077
big,-5.157299,-10.2469015,3.9776113
cup,14.014029,3.6165764,15.760261
election,17.62366,-1.0771309,-10.381672
region,-11.345098,11.78633,-1.3240422
director,16.477867,5.6386323,-5.7075024
talks,10.302572,-10.8269205,-9.3021755
program,-15.058364,0.84365976,-3.9539373
far,-1.9786247,-8.419207,4.3845696
today,7.716476,-8.74213,5.04136
statement,12.828056,-5.448606,-2.0209284
july,-0.30752504,-15.007938,12.619498
although,-1.6676674,-7.275394,4.3733373
district,-9.750746,13.902345,3.034715
again,7.218586,-5.0611553,3.2035377
born,-6.081685,9.894075,17.206377
development,-15.345853,0.097622916,-7.596607
leaders,15.638063,-6.7855663,-7.850833
council,6.731206,-5.0369973,-14.876578
close,-1.1300062,2.3767323,6.466886
record,6.2787147,-3.478971,13.381399
along,-1.9218303,4.56748,5.4889994
county,-9.424001,14.17525,2.820748
france,13.335081,9.695002,-4.8589725
went,2.8497005,-5.374455,9.657013
point,-0.1259745,-0.2039,9.353405
must,5.002329,-11.829954,-2.3971384
spokesman,17.909552,-4.7986207,0.9947677
your,3.7410746,-19.50575,6.46212
member,10.052451,4.0665812,-8.649358
plan,1.9911625,-2.773234,-12.40088
financial,-16.889004,-0.915255,1.3843864
april,-0.30563805,-14.998463,12.622638
recent,-1.8632302,-15.191971,-7.0219893
campaign,5.915099,-8.024685,2.3530881
become,3.1143045,6.9859633,1.5207317
troops,0.07081651,3.814131,-17.16232
whether,6.224619,-14.476601,-1.6691408
lost,-8.1443615,-13.728798,12.432748
music,5.241551,10.23879,17.36162
got,-0.42666793,-9.638943,10.769907
israeli,5.695117,16.94133,-13.249064
need,-7.3966603,-13.29078,3.5257585
lead,10.756621,-6.124106,16.509245
already,3.173824,-1.8264482,3.9116576
russia,15.432848,10.120084,-8.4915285
though,-1.7832975,-8.068577,4.4542766
might,6.582821,-14.200972,-1.4815875
free,-2.0317085,-3.031465,3.5940843
hit,-4.7343993,-8.023195,18.66469
rights,4.7783194,-6.222055,-9.912944
information,-3.5253403,-10.089764,-7.4406023
away,-0.0969738,-1.7025839,15.7876
others,-8.394117,2.425068,10.6913595
control,-2.1389842,7.081399,-2.6850677
within,-1.4122015,3.3804088,-2.7939537
large,-7.0543947,6.3795304,-0.74505585
economy,-12.047302,-13.990654,-2.546259
press,17.660358,0.0026177429,1.3695042
agency,6.8667293,-1.4454981,-11.571887
water,-8.092501,7.434265,5.9898143
died,-6.5826864,-2.5842848,-11.947728
career,9.4127,1.8190112,10.404342
making,-0.45504078,-2.6595988,3.6619296
deal,7.213782,-10.95454,-9.867163
attack,-5.505586,0.6396401,-16.8332
side,-5.8701715,-3.24492,13.254497
seven,-7.0771737,1.127423,18.979921
better,-6.4798965,-15.535152,5.721377
less,-8.238174,-8.270121,8.036166
september,-0.53169334,-17.225737,11.507624
once,-4.2391315,-3.0975752,7.4679165
clinton,22.51735,-2.5943072,-0.62822825
main,-5.046015,4.067043,-4.1275454
due,-9.106138,-10.946387,-6.790111
committee,6.835082,-5.2706866,-14.813316
building,-8.783704,9.428218,9.3831835
conference,18.816496,-8.458911,-3.982587
club,16.635824,6.652672,11.850138
january,-0.438889,-18.158716,12.426345
decision,9.610101,-5.2990575,1.4701848
stock,-16.37473,-6.6364965,8.62676
america,6.0332904,6.48232,-5.273939
given,1.0113324,-3.4282818,1.2380242
give,6.934364,-12.3566885,3.528052
often,-9.4175625,-3.8667276,1.4525839
announced,11.132234,-5.620776,6.684002
television,-6.1414266,13.755924,-4.1761804
industry,-16.65404,3.5611491,0.09552745
order,6.2012353,-6.908915,-1.8648131
young,1.6787066,9.395533,12.370422
palestinian,5.6842456,16.938747,-13.187435
age,-0.034425605,9.301107,13.190195
start,7.8629246,-10.496581,8.657548
administration,9.4282055,0.056243863,-14.370602
russian,7.8523474,8.064497,-11.430926
prices,-14.093187,-4.0059037,7.9382887
round,7.9472904,-3.7340176,17.26256
december,-0.56380445,-17.698652,11.906407
nations,9.555771,2.7093906,-16.129236
human,-7.842586,6.556314,3.519178
india,10.895494,17.987375,-5.6729994
defense,6.203126,-2.4154828,-20.317085
asked,11.304977,-6.5472975,-1.0657489
total,-9.362483,-6.914978,11.014516
october,-0.61575395,-17.643953,11.787212
players,18.079828,3.4808977,9.799738
bill,-16.215761,-11.584444,-7.02743
important,-2.966967,-0.13641627,-5.636171
southern,-12.318372,13.506053,-2.2990544
move,7.411249,-9.865911,-0.18959183
fire,-5.6545205,3.0250568,-15.308353
population,-14.585743,1.2002014,15.294361
rose,-15.504259,-9.557223,8.403747
november,-0.42286754,-18.545301,11.637173
include,-9.75728,1.4378012,0.5636872
further,-1.1215377,-17.879107,-6.320612
nuclear,-8.378645,4.682796,-13.38296
street,-6.767717,16.633604,11.287718
taken,0.9273258,-3.2121763,1.2500304
media,17.30477,1.1406299,1.0639575
different,-8.181111,3.6110501,9.303346
issue,4.393492,-15.470502,-8.26738
received,5.0284386,5.1425233,11.759066
secretary,13.688182,4.468525,-8.534629
return,7.9512525,-15.422174,11.072156
college,-4.2646394,10.229619,-14.05106
working,1.5410051,10.992676,1.8342451
community,-10.101769,9.416984,1.0773762
eight,-6.842573,1.2617164,19.233706
groups,1.4430842,3.564607,-5.787619
despite,-1.8220611,-15.329025,-6.990381
level,-12.126608,-5.094692,4.2554326
largest,-3.4356763,6.6039987,2.4325676
whose,0.42389318,3.3481886,2.3925405
attacks,-5.4553595,0.48353118,-16.910372
germany,13.262803,9.581339,-4.9076357
august,-1.2468405,-17.684914,11.766523
change,-7.500553,-8.987015,-4.720437
church,2.754411,14.026064,-3.2099657
nation,5.638008,6.8076143,-4.792439
german,8.90109,8.680208,-10.186629
station,-4.886615,8.562928,-5.837875
london,7.0829525,16.243494,-3.5391662
weeks,11.950415,-4.8422427,10.8905
having,3.5782547,-3.248481,3.7755902
research,-8.264918,12.475182,-13.768777
black,-1.0621061,13.868987,8.168662
services,-10.607402,8.623412,-6.604359
story,12.281587,6.5075397,3.2799497
europe,12.014257,7.988813,-5.573358
sales,-15.591578,0.77678543,6.248462
policy,8.822638,-0.36415058,-16.206242
visit,15.160556,-5.737701,6.5662847
northern,-12.440731,13.51617,-2.347729
lot,-2.509347,-19.35846,6.430418
across,-1.6737988,5.146294,5.376101
per,-9.383336,-7.3694835,10.880465
current,-0.5627842,-0.05895969,-0.46777403
board,7.4341464,-5.4684687,-14.616007
football,16.059757,8.780161,9.536663
ministry,6.7993164,-0.94968617,-11.183153
workers,-15.285168,5.0747285,4.7600756
vote,17.74784,0.90447867,-12.059623
book,13.864051,6.5284986,2.4508855
fell,-15.24977,-9.859395,8.388416
seen,-3.1344337,-8.626243,6.455814
role,1.9807638,0.95324326,1.1821004
students,-3.1259968,8.748712,-12.020778
shares,-16.113659,-6.806908,8.850503
iran,7.051398,13.071385,-11.417993
process,4.0782433,-8.457232,0.70625764
agreement,7.748132,-10.076896,-9.80521
quarter,-12.066494,-11.119823,6.725336
full,1.3306022,-6.515594,1.0699604
match,16.119024,2.49263,14.466109
started,8.44654,-7.4058228,8.370142
growth,-12.287276,-10.537022,2.7514033
yet,-1.5154916,-9.740484,2.9272487
moved,-1.7026556,-6.9254165,10.553682
possible,-4.4302864,-17.96061,-4.3040123
western,-12.694781,12.919651,-2.4991734
special,-10.098164,0.3276309,-2.0076241
plans,1.6277934,-2.5253875,-12.326916
interest,-12.020777,-13.370353,4.2794805
behind,8.386692,-0.8139877,16.426579
strong,-11.240272,-16.601974,1.2270017
england,8.486224,14.456652,-3.2496815
named,8.118963,2.899538,-1.7773887
food,-19.186176,9.639053,-7.7361693
period,7.6688156,-8.983996,10.327082
real,-2.5620465,-12.871714,-0.90723336
authorities,3.7752304,-0.50612414,-17.363602
car,-17.439701,5.67168,-11.312996
term,-10.872908,-4.3114424,-5.912848
rate,-14.305302,-9.014698,4.4879465
race,13.133403,1.57236,10.460055
nearly,-7.775593,-5.092105,8.796877
korea,12.840253,16.726606,-0.5801006
enough,-6.861646,-12.4425955,2.3276384
site,-3.0554802,13.563614,0.84985346
opposition,14.638885,-0.71003026,-6.952432
keep,-2.2154279,-5.572718,7.986407
call,4.439598,1.9712158,-2.6420553
