,x,y,z
Digit 2,-15.271827,1.6768452,-4.3885818
Digit 7,3.0547922,11.998824,2.096
Digit 1,-1.2772664,4.6959734,-6.3804646
Digit 3,-5.2987266,-6.637205,-6.162739
Digit 5,3.3487732,-4.976101,-2.551465
Digit 3,1.0557176,-4.178794,-9.624167
Digit 8,-1.3838928,-0.65421504,0.21855012
Digit 6,2.1127455,-11.704473,5.6749187
Digit 7,7.9228044,10.380375,4.091721
Digit 0,0.13937101,-19.493193,-4.5688276
Digit 3,3.3261971,-0.60963076,-6.2802315
Digit 3,-5.6069994,-6.2387743,-3.1137955
Digit 1,-5.5837946,8.784832,-5.7734675
Digit 2,-10.586073,1.9036739,-0.83765775
Digit 1,-6.4276347,11.561334,-4.837651
Digit 0,-2.619551,-15.109198,-5.794128
Digit 0,-4.5794005,-18.998074,-0.65350497
Digit 3,-4.7547903,-3.9355648,-4.748749
Digit 9,11.298571,5.907971,5.0846257
Digit 0,-3.268165,-18.724754,-3.1404943
Digit 0,-4.967364,-16.661896,2.9559522
Digit 7,0.35047007,15.673467,3.1264005
Digit 6,3.1305037,-14.9632435,3.830012
Digit 7,4.190835,12.391986,4.3257236
Digit 7,2.8293514,15.053026,4.391381
Digit 7,4.060078,12.665817,1.9906458
Digit 0,-6.086944,-16.615555,-1.249258
Digit 8,4.1970167,-8.057163,-7.0931706
Digit 2,9.307126,-0.3169668,1.9324627
Digit 0,-5.216277,-16.099451,-1.0541966
Digit 1,2.1604314,2.7031224,-8.077996
Digit 3,3.378974,-4.311312,-10.211421
Digit 7,0.5267035,15.8801985,5.5961094
Digit 1,1.792972,4.7876935,-8.021942
Digit 3,-3.160412,-8.444369,-6.951878
Digit 2,-8.322096,2.3930492,-6.586931
Digit 3,-0.569233,-7.932326,-5.708773
Digit 0,-3.980138,-16.437721,-1.8473169
Digit 0,-3.1409729,-11.246001,1.6082071
Digit 7,9.23286,9.750854,1.6398735
Digit 5,-0.82190746,-8.829269,-1.0465766
Digit 3,3.1485653,-3.429937,-5.7854595
Digit 8,2.1606092,-7.3681626,-5.67127
Digit 9,6.3965006,4.3589296,3.4790964
Digit 6,-1.1258838,-8.098215,5.611086
Digit 3,1.5971972,-6.633768,-9.772813
Digit 7,-4.335563,6.1748333,-3.7167685
Digit 4,9.373945,1.4039592,9.256205
Digit 4,1.317007,5.5169992,10.137573
Digit 8,-6.246784,-0.41685778,0.58880633
Digit 6,1.3443146,-12.082268,3.2205474
Digit 4,5.220984,3.0434306,1.8542985
Digit 3,0.48730704,-5.4830675,-8.504945
Digit 5,0.6705771,-7.065665,-0.33522356
Digit 7,5.2214327,14.008281,4.110119
Digit 8,-2.2454295,-0.23064484,0.52596277
Digit 4,-1.4183812,15.63591,-1.1541376
Digit 9,8.883176,7.067212,2.2794247
Digit 7,-0.40693295,5.166015,-1.1640445
Digit 9,1.3747638,6.409848,4.093653
Digit 8,-4.6293874,4.7983174,1.2967063
Digit 0,-1.4976579,-12.980074,-3.6438663
Digit 2,-10.977046,4.384717,-3.1577525
Digit 9,-5.7005463,9.14517,0.34509975
Digit 5,2.6587188,-8.196079,-2.0428417
Digit 6,-2.4415016,-12.216427,5.0039806
Digit 7,1.0796791,16.293568,5.0090184
Digit 4,-1.869312,14.172128,0.24077
Digit 2,-12.969473,1.2513977,-3.3095932
Digit 9,-0.90746474,-21.187586,-2.1363053
Digit 7,7.3017716,13.229677,2.5673318
Digit 9,0.6028996,10.249735,2.932481
Digit 6,6.5744066,-18.499348,2.766752
Digit 3,-2.8734741,-3.7081666,-7.11345
Digit 9,-3.8675454,8.103941,1.2624074
Digit 3,-4.3581553,-3.8553817,-8.839753
Digit 5,2.938137,1.1274221,4.1644506
Digit 9,5.0097103,7.1321144,6.7248793
Digit 7,2.5625877,16.211645,1.94685
Digit 2,-11.64034,0.119117826,-0.87215775
Digit 2,-10.914476,-4.679175,1.0497292
