"x","y"
"1001.6604190704647","3.315325597680392"
"1001.6604190704647","2.9861142443667603"
"1037.295250614693","3.726801948937002"
"1072.9300821589204","4.083409741307996"
"1072.9300821589204","4.412621094621635"
"1179.8345767916044","4.769153206221752"
"1251.10423988006","5.235460275978525"
"1286.7390714242874","5.509765230021117"
"1429.2783976011997","5.857114741421533"
"1643.0873868665667","6.021493375765722"
"1856.8963761319337","6.2041615297384425"
"2070.7053653973007","6.3136716051970225"
"2284.5143546626678","6.45976071991268"
"2498.3233439280357","6.56927079537126"
"2712.132333193402","6.71535991008691"
"2925.9413224587697","6.824869985545497"
"3139.7503117241376","6.9709591002611475"
"3353.5593009895038","7.080469175719728"
"3567.3682902548717","7.226558290435385"
"3781.1772795202396","7.2629102873798175"
"3994.9862687856057","7.3358413235813344"
"4208.795258050974","7.372193320525767"
"4422.60424731634","7.445124356727284"
"4565.143573493251","7.810763387756232"
"4565.143573493251","7.536420593328202"
"4565.143573493251","8.139974741069864"
"4636.413236581708","8.615426570640906"
"4850.222225847076","8.724936646099486"
"5064.031215112442","8.797867682300996"
"5277.84020437781","8.852509198873975"
"5491.649193643176","9.016887833218156"
"5705.458182908544","9.144687428305275"
"5919.267172173912","9.345645101906534"
"6133.076161439278","9.345418059593904"
"6346.885150704646","9.34519101728128"
"6560.694139970014","9.34496397496865"
"6774.50312923538","9.34473693265602"
"6988.312118500748","9.344509890343389"
"7202.121107766114","9.344282848030758"
"7415.930097031482","9.344055805718128"
"7629.73908629685","9.343828763405497"
"7843.548075562216","9.343601721092867"
"8057.357064827584","9.343374678780236"
"8271.166054092952","9.343147636467606"
"8484.975043358318","9.342920594154975"
"8698.784032623686","9.342693551842345"
"8912.593021889052","9.342466509529714"
"9126.40201115442","9.342239467217084"
"9340.211000419788","9.342012424904453"
"9554.019989685154","9.341785382591823"
"9767.828978950522","9.3415583402792"
"9981.637968215888","9.341331297966569"
"10195.446957481256","9.341104255653939"
"10409.255946746624","9.450614331112519"
"10623.06493601199","9.66986152434231"
"10801.23909373313","9.697106601857918"
"10979.413251454269","10.090142071944236"
"11193.222240719635","10.108204549260144"
"11407.031229985005","10.144556546204576"
"11620.84021925037","10.436961817948514"
"11763.37954542728","10.7660218097204"
"11834.649208515737","11.241473639291435"
"11977.18853469265","11.314480356263822"
"12262.267187046473","11.423914750951525"
"12476.076176311839","11.423687708638894"
"12689.885165577205","11.423460666326264"
"12903.694154842575","11.478102182899242"
"13117.50314410794","11.825376013528789"
"13331.312133373307","11.861728010473229"
"13545.121122638677","11.861500968160598"
"13758.930111904043","11.861273925847968"
"13972.739101169409","11.861046883535337"
"14186.548090434779","11.897398880479777"
"14400.357079700145","11.970329916681287"
"14578.531237421284","12.025009273639704"
"14756.705395142424","12.335741905397605"
"14970.51438440779","12.445251980856185"
"15148.68854212893","12.682826534099952"
"15291.227868305843","12.98445224642903"
"15469.402026026979","13.286040118372675"
"15683.211015292349","13.395550193831255"
"15897.020004557715","13.450191710404226"
"16110.828993823081","13.504833226977205"
"16324.63798308845","13.577764263178715"
"16538.446972353817","13.614116260123154"
"16752.255961619183","13.687047296324671"
"16966.064950884553","13.723399293269111"
"17536.390138264196","13.755404608324902"
"18019.828974401684","13.797426825119004"
"18406.58004331167","13.775748348182987"
"18738.080959520237","13.775396329612988"
"18917.643955799875","13.775205652887571"
"19032.885180449768","14.086994943484385"
"19246.694169715134","14.159925979685902"
