,x,y,z
the,-1.3038789,0.077678815,-0.45425245
and,-1.167012,-0.12409557,-0.1648288
to,0.18630488,1.0111028,-0.28813583
of,-1.4880965,0.010028265,-0.34497166
a,-0.9686407,0.75262076,-0.81339914
in,-1.4361899,-0.09856222,-0.46158245
is,-0.6495779,0.75065583,-0.3522162
for,-1.3009274,0.29345787,-0.2138321
i,0.83453965,0.23913233,-0.88057667
that,-0.3825816,0.42637697,-0.14142261
you,0.5552371,0.92196906,-0.3173914
it,0.009600109,0.27425292,-0.2015711
on,-1.2824202,-0.4508129,-0.8362362
with,-1.2207222,-0.039618433,-0.21799947
this,-0.5274065,0.81506264,-0.7132378
by,-1.6235312,-0.09952974,-0.68116426
are,-1.002389,0.1633845,0.36679086
at,-1.3433902,-0.52926916,-1.1067985
as,-0.8973942,0.34263197,-0.09450749
be,-0.36392748,0.7642237,-0.052896697
from,-1.4300689,-0.33521888,-0.5897285
have,-0.28116816,0.32030013,-0.2696521
was,-0.5748733,-0.16115294,-1.2611815
or,-0.30614322,1.3851472,0.3755241
your,0.4155972,1.3554398,-0.4195602
not,-0.09741781,0.7144941,0.14247097
we,0.0882602,0.3175857,-0.4109398
but,0.15576316,0.13706549,0.16464332
all,-1.074856,-0.036537863,0.25741166
will,-0.0030263448,1.0310221,-0.21787465
an,-0.991402,0.8203388,-0.7623883
my,0.70906,0.2993251,-1.4098072
can,0.31228718,1.0472851,-0.08767115
they,-0.022565031,0.24892902,-0.07592063
n't,0.795307,0.33389488,-0.19200306
do,0.8941122,0.7328571,-0.29813913
he,1.504631,-2.7262235,-0.019029278
more,-0.5745785,0.08867575,0.37570715
if,0.21469902,0.71085054,0.040106993
one,-0.8742695,0.46509737,-0.5419535
has,-0.8931339,0.520152,-0.6776152
so,0.30017075,0.085348554,0.002280078
about,0.87361753,1.010074,-0.81793356
new,-1.7787726,0.7913597,-1.4073533
what,0.9095397,0.6353072,-0.3446414
his,1.5027568,-2.840248,0.012101895
there,-0.19624077,0.18608488,-0.022237834
