,x,y,z
the,2.906433,6.561981,-9.893436
and,1.3072355,5.292562,-9.426091
to,1.4493176,2.8926644,-13.107577
of,2.8029308,5.367467,-9.639236
a,4.577142,7.9846463,-8.546422
in,2.8845422,5.1085405,-9.717278
is,3.994076,7.5473366,-9.154106
for,1.5577278,4.5482993,-8.69272
i,-1.0209961,13.741785,-11.805239
that,2.846634,7.617241,-10.2930975
you,2.283014,1.8592964,-12.212195
it,-0.059132222,8.300112,-10.664458
on,0.8258271,4.5827603,-7.3369803
with,1.2870394,5.2141824,-9.351879
this,4.1108108,8.465797,-9.70545
by,0.9909244,4.1066337,-6.9897223
are,3.6229134,7.1801147,-15.663423
at,0.38496965,5.178804,-7.232156
as,2.595322,6.9545064,-10.008188
be,4.195696,9.236454,-11.723765
from,0.7105367,4.3832397,-7.58961
have,2.0074854,9.734058,-13.651584
was,2.8126602,12.998105,-9.625952
or,6.2268467,10.039489,-12.755814
your,2.790661,1.8485,-12.124711
not,4.4093347,9.615995,-11.993631
we,-1.3116583,2.1883454,-12.022722
but,0.048420683,8.788403,-11.209579
all,4.020644,7.368546,-15.703797
will,1.4640949,3.0279984,-13.241796
an,4.5583463,7.963599,-8.442796
my,-1.2353482,14.202013,-11.929672
can,2.1902122,1.863932,-12.375865
they,2.0252628,9.885226,-13.851558
n't,0.9311699,12.024408,-12.293582
do,1.0370067,12.230143,-12.487769
he,-4.1288147,14.415873,-14.198999
more,5.884979,5.988774,-12.2622
if,4.2250624,10.479573,-12.293691
one,5.216285,8.083253,-9.332773
has,3.0911534,11.818244,-9.365113
so,-0.61706346,8.268715,-11.034387
about,0.9248046,16.569948,-6.0342216
new,2.0163803,4.037296,-8.729183
what,0.4214699,16.143517,-5.53116
his,-4.228742,14.419382,-14.202844
there,1.1288544,8.124985,-11.909647
up,-2.4969397,3.4565408,-8.166508
out,-2.4867954,3.3699071,-8.359305
their,6.905319,7.675495,-15.708432
our,6.666119,7.6016655,-15.684052
like,-1.5151856,8.311424,-10.709984
when,-2.075811,5.6396427,-7.5881925
just,-1.1010228,8.053598,-10.394204
time,-2.0608263,5.948036,-6.8653903
me,-1.1375872,14.033015,-11.858325
which,2.8974023,7.0332346,-10.402013
who,2.1202574,8.107614,-8.84257
no,5.37008,9.470399,-12.189177
would,1.8157675,10.621909,-12.2963505
some,1.5983512,7.041464,-14.88292
get,0.9519862,2.2172272,-11.322388
also,2.1858509,6.965637,-10.36747
other,3.1277955,7.5255127,-16.277996
how,0.42721137,16.21195,-5.5651827
may,1.3770152,5.13955,-6.724309
had,2.8147943,13.28949,-9.837365
am,3.142952,17.161575,4.9072943
been,2.7112339,12.226102,-9.271539
her,-3.3817828,14.480602,-14.330091
were,2.8759387,13.647479,-10.114093
them,2.137225,9.957004,-14.344142
people,3.4208412,5.6067924,-15.713248
she,-3.4661784,14.467224,-14.308764
any,5.981982,9.893729,-12.601841
now,0.49785796,10.353358,-9.787085
only,5.9290085,7.656337,-10.351041
pm,3.0203965,17.541674,4.8409634
first,-2.288088,3.0700855,4.789622
than,6.3085485,5.9246006,-11.856351
good,-1.4143455,6.1145844,-12.503434
into,-1.2829595,3.2241228,-7.225643
its,3.5151846,6.7469115,-10.509348
these,3.3468106,6.778697,-15.440944
us,-1.237384,2.6378436,-12.5769415
see,2.985533,16.189104,-7.1048274
here,2.9939258,16.193697,-7.1013722
make,0.8518375,1.3090464,-12.187405
home,2.4086409,3.6835458,-8.847634
very,-1.9669138,6.090978,-12.896787
over,-1.9460775,3.8413231,-7.948482
most,3.1133823,6.563903,-14.098681
then,-1.8505316,5.729245,-7.8203845
know,-0.18391366,15.542897,-4.755694
said,-3.0191917,5.777222,13.343316
after,-3.1420398,11.225107,1.4854687
well,-0.39505076,6.950185,-11.628362
use,10.623608,4.847413,-14.09096
two,9.220618,13.633586,-10.097601
did,-0.33126378,12.59677,-11.566477
could,1.8103898,10.538378,-12.139942
day,-5.527011,13.736953,5.2431993
great,-1.3364624,5.998423,-12.4593315
free,10.167478,9.5705185,13.734139
many,3.1151948,6.6266904,-14.772061
back,-3.843619,1.622274,-8.0810175
way,-1.2343646,7.468538,-9.723279
work,0.5071069,2.9350874,1.7658309
because,0.6973008,9.555024,-11.282327
best,1.5189406,-4.471443,-7.383884
should,3.9865441,10.177913,-12.14805
even,0.5224378,9.4758005,-11.406107
year,-2.796592,13.389419,4.521472
think,-0.4113002,15.151965,-4.9033933
years,-2.6340258,13.486921,4.4469233
much,-0.66864455,9.037642,-12.435909
does,4.17401,10.949742,-12.417488
where,1.353899,7.9117374,-11.895148
go,0.59122336,2.3231628,-11.288713
love,-11.863124,9.26855,-3.1334765
need,1.2754931,0.044004954,-11.774743
last,-4.088148,12.414301,4.600892
find,6.785463,15.147958,-5.065067
world,0.6988058,-6.8535333,10.461527
really,-2.9055843,8.857063,-11.893051
information,10.668162,8.8861265,5.161874
through,-1.1213344,3.2070212,-7.14722
want,0.934488,0.61746246,-11.595512
him,-4.485371,14.410686,-14.162227
right,-1.448676,6.890236,-9.38604
take,0.7124297,2.2737973,-11.582887
views,7.111104,10.106638,5.7200117
such,2.9685414,7.693132,-16.550669
made,-1.4762226,3.7440383,-9.890564
those,3.4250298,6.5215955,-15.411318
business,10.91278,-6.91466,4.87795
life,-11.430506,6.0880885,-0.09023352
before,-3.5061238,11.196314,1.240129
being,2.8462803,9.787971,-9.284536
off,-3.1886861,2.8949175,-7.9505653
used,10.629378,4.8494573,-14.094039
help,1.8201329,-0.4063054,-10.898495
while,-2.473476,5.1029153,-7.9109597
posted,4.3978195,14.947179,5.9687066
too,-2.6010547,9.043593,-12.193249
still,0.28369367,9.892374,-10.014835
down,-3.1760352,3.0745234,-7.93107
going,-4.8134527,6.8156123,-8.175076
video,-8.192684,3.1673415,6.188647
part,-2.823703,2.293068,3.186313
online,10.24319,9.617915,13.630977
each,6.813978,8.376163,-9.730696
little,-2.9595747,9.825124,-12.860388
high,14.327444,-4.7678475,-12.699827
look,-5.1211047,8.779269,-11.534421
around,-4.1314774,3.2552788,-9.57272
same,5.9342227,7.4605346,-10.390738
game,-16.495785,2.099638,7.010668
read,-2.1965454,11.229589,9.322915
service,12.238704,-11.309729,7.3946476
long,-6.8991303,3.3886535,-10.759352
why,-0.24368586,15.338183,-4.803724
school,10.846231,-4.278005,12.534152
state,-0.2991685,-8.593635,13.930824
post,5.8720894,14.688268,6.1492963
city,-4.313745,-13.587502,7.28581
own,7.212703,7.742847,-15.733687
every,6.4818044,8.101362,-10.035831
system,9.841603,-10.295756,0.21562967
next,-5.617596,9.114133,1.896992
news,2.7567239,8.153902,10.127317
site,11.184052,10.777682,10.891467
say,-0.42982107,15.122883,-4.504335
got,-1.1660557,12.579506,-11.724118
both,1.1546359,6.226868,-10.768931
under,1.0937564,3.7555523,-6.7112503
top,0.678484,-4.6410527,-7.1518717
set,-1.8878365,-7.0981345,-1.8905848
another,5.1157103,8.192592,-9.125716
since,1.9529176,11.852281,-8.934844
things,-3.5691328,11.768099,-8.573346
available,16.061209,-7.285186,-4.8318806
show,-8.675207,3.8042555,2.4652689
place,-8.870762,1.922255,-4.4388504
using,10.629707,4.841865,-14.088773
better,-0.67228144,8.90366,-12.579517
page,9.358156,10.204703,8.8517475
never,-1.0471215,11.859352,-9.669022
please,10.793959,8.880203,6.6092415
come,-1.0550708,1.9878325,-12.084588
big,-14.225641,-0.053804934,-11.882216
today,-5.688164,9.839302,2.2516825
s,-11.793407,-7.530408,12.814553
family,-12.6761465,5.782477,-1.4778844
music,-9.677571,-1.7889469,6.6836314
services,12.20114,-11.242196,7.356379
full,2.5464432,-7.5611234,-4.37829
something,-2.689565,11.936316,-7.2657723
number,2.9914095,1.4408364,-5.6664233
company,10.843016,-6.8611364,7.1648765
few,1.4550343,7.041884,-14.847918
price,5.368529,-15.152466,-6.915558
ca,-9.523712,14.318718,-6.228407
between,3.2759085,4.7482615,-10.495918
days,-5.2581925,13.64044,4.657951
book,-2.6423976,9.822201,9.229248
name,7.535163,4.152666,9.176281
view,7.7663565,9.091813,5.8644395
found,4.6864314,12.748547,-8.147495
ago,-4.2261057,13.666802,3.4728465
real,7.441127,14.3380785,-5.101913
without,6.115611,9.198516,-12.196164
old,-3.1020966,10.250276,-13.14078
search,9.682276,8.232487,9.589258
always,-3.0125535,10.200251,-10.246391
black,-13.8164,-9.099584,-7.0797586
house,-5.002193,-14.068725,5.6887136
three,9.561132,13.59234,-10.16427
man,-14.831498,7.4588614,-6.529934
must,10.801851,7.0504246,-6.707902
during,-2.7293665,11.267406,1.7489971
again,-4.9928794,9.818467,-0.01062807
end,-4.3546667,2.5818965,2.1008804
different,6.928492,-2.1251552,-4.551282
lot,-0.9345624,9.439507,-14.860252
