,x,y,z
the,4.131836,5.4813538,2.9722993
of,3.9154606,6.3318005,2.4101868
to,7.6654506,-7.241115,0.6517322
and,7.1570234,2.6627338,-0.41432387
in,4.6504903,6.4795723,5.134104
a,5.9627037,4.4358416,3.2089767
for,6.0574775,-0.7026227,1.8053329
that,10.069644,-5.1352572,-6.173617
on,6.5475874,1.4960859,4.0840025
is,9.929326,-12.100879,3.3004045
was,7.414813,4.3538556,5.6665893
said,-14.44654,-7.4305487,14.315891
with,7.11728,1.6144533,0.38137507
he,13.443042,-1.834623,7.7043715
as,5.748198,2.9740212,-0.77040946
it,9.786211,-3.4810882,-4.127026
by,4.059095,2.6383288,0.9713804
at,9.157626,11.566906,9.675388
from,8.176515,3.1796393,1.1680336
his,15.508492,-2.2510767,7.8117495
an,5.329426,3.7088654,3.230157
be,9.330211,-5.552395,-4.432599
has,4.3937936,4.124553,-0.38198122
are,9.892952,4.075382,-11.333446
have,11.116573,5.428066,-8.102808
but,11.437368,-4.8956647,-5.0286145
were,10.305343,7.3966513,-9.292319
not,9.11047,-6.8338184,-4.656903
this,9.413912,-2.6499362,-3.0895998
who,18.695625,-12.269578,16.630482
they,12.633203,5.5278654,-8.254667
had,9.858179,6.0227666,-4.718401
i,21.35856,-14.989811,-2.9028544
which,2.752234,6.327904,1.0821021
will,7.9772043,-6.630791,-0.9116009
their,12.869577,3.2927697,-8.437191
or,9.173916,-0.9756878,-6.0148206
its,1.6606537,5.3938975,1.0316565
one,9.848826,0.80286133,-3.462044
after,8.900567,4.609775,8.520629
new,2.8696651,3.4450822,3.3123906
been,8.856654,4.9843597,-4.8599696
also,4.167083,2.2206333,-0.86203194
we,20.683397,-12.580333,-5.805191
would,8.917427,-7.0204425,-2.4161274
two,22.49662,-5.7814813,7.4054084
more,11.939123,1.0430112,-8.66464
first,9.1319685,2.7337422,5.4141126
about,13.623161,-3.010763,-8.084896
up,13.27668,1.698914,1.5193509
when,11.768127,2.3087578,6.0502257
year,6.527056,7.676598,8.836718
there,12.036216,-3.936205,-7.0231705
all,10.664862,1.8707588,-6.5784683
out,13.865885,0.019309483,1.838822
she,13.479022,-4.0081687,8.910984
other,9.080816,5.6708875,-11.101937
people,15.2007475,-1.0473816,-10.693896
n't,20.103392,-13.93121,-4.3230543
her,14.184645,-4.7394433,8.938112
percent,2.3270888,-6.5937333,-30.301306
than,12.681091,0.032354698,-8.314805
over,8.773364,1.5218792,2.1005049
into,14.000953,2.795784,-0.9334709
last,8.265904,6.452868,8.839186
some,10.240599,3.8393002,-9.641469
government,-14.399339,-6.4329233,-3.853284
time,9.844911,-1.2599504,-1.775049
you,20.479034,-17.33144,-3.7861714
years,6.232412,7.6125154,6.6922035
if,9.724496,-9.25248,-3.1319268
no,8.522515,-5.7585807,-6.057753
world,-9.300781,13.700236,-0.27148232
can,11.226722,-8.937361,-1.3072492
three,21.477911,-4.8113265,7.65398
do,19.504534,-13.978952,-5.6248064
president,-16.066498,0.6769834,14.476349
only,10.125332,0.8589193,-5.1736593
state,-11.04758,0.57170796,9.162679
million,-0.05272417,-2.5272293,-32.983006
could,10.537552,-7.541369,-3.5958512
us,-13.14252,14.084892,-1.9421469
most,8.54534,3.9579806,-7.904536
against,-7.300243,-1.9778163,-1.1297306
u.s.,-13.353395,13.597595,-1.766964
so,13.001458,-6.328864,-3.5990167
them,13.765264,5.166948,-9.416209
what,15.343615,-13.165668,-5.2842507
him,15.38819,-3.7557652,6.277077
united,-10.3545265,19.85082,0.9308808
during,5.41023,5.5681763,8.144111
before,10.5695915,3.6372027,8.316545
may,6.139987,-1.4517162,-5.6716857
since,5.036979,6.5840173,6.781528
many,9.208866,5.021826,-9.489994
while,9.488625,3.7298033,0.928779
where,5.7174635,17.764208,-3.256023
states,-9.936857,19.64083,0.9166774
because,11.336536,-6.5611296,-4.580646
now,12.705071,-2.5245445,-3.2645843
city,3.7059295,19.478739,-1.5439804
made,5.412086,1.2660533,0.56688064
like,17.926092,-7.400767,-2.3125856
between,4.07469,9.0267105,0.8077872
did,12.16525,-6.6665297,-7.9370885
just,14.967987,-2.824778,1.0313671
national,-10.48484,1.8478808,8.536397
day,11.305107,4.5281954,11.04191
