timestamp,load_MW,temperature,weekday,season
2018-01-01 00:00:00-06:00,98288,-4.48,Monday,Winter
2018-01-02 00:00:00-06:00,104287,14.65,Tuesday,Winter
2018-01-03 00:00:00-06:00,100370,7.65,Wednesday,Winter
2018-01-04 00:00:00-06:00,101212,3.92,Thursday,Winter
2018-01-05 00:00:00-06:00,99302,3.01,Friday,Winter
2018-01-06 00:00:00-06:00,92327,13.79,Saturday,Winter
2018-01-07 00:00:00-06:00,84765,31.89,Sunday,Winter
2018-01-08 00:00:00-06:00,85301,37.49,Monday,Winter
2018-01-09 00:00:00-06:00,84498,43.27,Tuesday,Winter
2018-01-10 00:00:00-06:00,80436,37.96,Wednesday,Winter
2018-01-11 00:00:00-06:00,82707,33.75,Thursday,Winter
2018-01-12 00:00:00-06:00,94859,4.12,Friday,Winter
2018-01-13 00:00:00-06:00,90244,4.79,Saturday,Winter
2018-01-14 00:00:00-06:00,90202,16.58,Sunday,Winter
2018-01-15 00:00:00-06:00,94299,11.06,Monday,Winter
2018-01-16 00:00:00-06:00,103130,7.94,Tuesday,Winter
2018-01-17 00:00:00-06:00,103983,27.63,Wednesday,Winter
2018-01-18 00:00:00-06:00,98957,42.17,Thursday,Winter
2018-01-19 00:00:00-06:00,91012,43.51,Friday,Winter
2018-01-20 00:00:00-06:00,74626,42.52,Saturday,Winter
2018-01-21 00:00:00-06:00,72505,38.87,Sunday,Winter
2018-01-22 00:00:00-06:00,79490,33.1,Monday,Winter
2018-01-23 00:00:00-06:00,84086,27.63,Tuesday,Winter
2018-01-24 00:00:00-06:00,87095,26.84,Wednesday,Winter
2018-01-25 00:00:00-06:00,88561,28.92,Thursday,Winter
2018-01-26 00:00:00-06:00,82508,46.61,Friday,Winter
2018-01-27 00:00:00-06:00,72614,33.21,Saturday,Winter
2018-01-28 00:00:00-06:00,75470,20.43,Sunday,Winter
2018-01-29 00:00:00-06:00,87138,16.27,Monday,Winter
2018-01-30 00:00:00-06:00,91572,30.66,Tuesday,Winter
2018-01-31 00:00:00-06:00,87468,31.43,Wednesday,Winter
2018-02-01 00:00:00-06:00,86739,7.56,Thursday,Winter
2018-02-02 00:00:00-06:00,90755,13.35,Friday,Winter
2018-02-03 00:00:00-06:00,82270,18.16,Saturday,Winter
2018-02-04 00:00:00-06:00,80770,4.55,Sunday,Winter
2018-02-05 00:00:00-06:00,90893,14.61,Monday,Winter
2018-02-06 00:00:00-06:00,87668,10.6,Tuesday,Winter
2018-02-07 00:00:00-06:00,89956,15.88,Wednesday,Winter
2018-02-08 00:00:00-06:00,92156,16.13,Thursday,Winter
2018-02-09 00:00:00-06:00,84461,11.31,Friday,Winter
2018-02-10 00:00:00-06:00,79531,14.78,Saturday,Winter
2018-02-11 00:00:00-06:00,83313,21.61,Sunday,Winter
2018-02-12 00:00:00-06:00,89653,12.48,Monday,Winter
2018-02-13 00:00:00-06:00,87514,30.82,Tuesday,Winter
2018-02-14 00:00:00-06:00,78798,42.41,Wednesday,Winter
2018-02-15 00:00:00-06:00,77927,37.91,Thursday,Winter
2018-02-16 00:00:00-06:00,79957,20.08,Friday,Winter
2018-02-17 00:00:00-06:00,75532,37.01,Saturday,Winter
2018-02-18 00:00:00-06:00,74426,44.2,Sunday,Winter
2018-02-19 00:00:00-06:00,79577,26.49,Monday,Winter
2018-02-20 00:00:00-06:00,79917,20.89,Tuesday,Winter
2018-02-21 00:00:00-06:00,83872,20.8,Wednesday,Winter
2018-02-22 00:00:00-06:00,81661,30.5,Thursday,Winter
2018-02-23 00:00:00-06:00,76657,33.19,Friday,Winter
2018-02-24 00:00:00-06:00,73794,28.92,Saturday,Winter
2018-02-25 00:00:00-06:00,73543,30.58,Sunday,Winter
2018-02-26 00:00:00-06:00,77849,44.19,Monday,Winter
2018-02-27 00:00:00-06:00,76311,45.54,Tuesday,Winter
2018-02-28 00:00:00-06:00,76438,46.0,Wednesday,Winter
2018-03-01 00:00:00-06:00,77145,42.14,Thursday,Spring
2018-03-02 00:00:00-06:00,76710,41.01,Friday,Spring
2018-03-03 00:00:00-06:00,69227,45.87,Saturday,Spring
2018-03-04 00:00:00-06:00,71707,42.1,Sunday,Spring
2018-03-05 00:00:00-06:00,79691,36.36,Monday,Spring
2018-03-06 00:00:00-06:00,78947,33.1,Tuesday,Spring
2018-03-07 00:00:00-06:00,80673,28.71,Wednesday,Spring
2018-03-08 00:00:00-06:00,82533,30.55,Thursday,Spring
2018-03-09 00:00:00-06:00,81423,35.89,Friday,Spring
2018-03-10 00:00:00-06:00,70490,35.4,Saturday,Spring
2018-03-11 00:00:00-06:00,72289,36.82,Sunday,Spring
2018-03-12 00:00:00-05:00,79567,41.13,Monday,Spring
2018-03-13 00:00:00-05:00,82320,37.1,Tuesday,Spring
2018-03-14 00:00:00-05:00,82955,45.93,Wednesday,Spring
2018-03-15 00:00:00-05:00,79513,38.25,Thursday,Spring
2018-03-16 00:00:00-05:00,76935,40.51,Friday,Spring
2018-03-17 00:00:00-05:00,69497,50.17,Saturday,Spring
2018-03-18 00:00:00-05:00,70199,42.73,Sunday,Spring
2018-03-19 00:00:00-05:00,76719,43.89,Monday,Spring
2018-03-20 00:00:00-05:00,77227,31.72,Tuesday,Spring
2018-03-21 00:00:00-05:00,79156,38.0,Wednesday,Spring
2018-03-22 00:00:00-05:00,79694,42.38,Thursday,Spring
2018-03-23 00:00:00-05:00,76408,41.31,Friday,Spring
2018-03-24 00:00:00-05:00,71823,40.51,Saturday,Spring
2018-03-25 00:00:00-05:00,72405,42.91,Sunday,Spring
2018-03-26 00:00:00-05:00,76732,38.78,Monday,Spring
2018-03-27 00:00:00-05:00,75218,48.42,Tuesday,Spring
2018-03-28 00:00:00-05:00,73928,49.66,Wednesday,Spring
2018-03-29 00:00:00-05:00,73352,40.03,Thursday,Spring
2018-03-30 00:00:00-05:00,70596,39.07,Friday,Spring
2018-03-31 00:00:00-05:00,68496,33.36,Saturday,Spring
2018-04-01 00:00:00-05:00,70222,30.12,Sunday,Spring
2018-04-02 00:00:00-05:00,77675,34.22,Monday,Spring
2018-04-03 00:00:00-05:00,77428,31.02,Tuesday,Spring
2018-04-04 00:00:00-05:00,78174,30.42,Wednesday,Spring
2018-04-05 00:00:00-05:00,79080,40.75,Thursday,Spring
2018-04-06 00:00:00-05:00,76219,24.81,Friday,Spring
2018-04-07 00:00:00-05:00,72952,31.8,Saturday,Spring
2018-04-08 00:00:00-05:00,72232,32.38,Sunday,Spring
2018-04-09 00:00:00-05:00,77491,37.71,Monday,Spring
2018-04-10 00:00:00-05:00,76567,40.96,Tuesday,Spring
2018-04-11 00:00:00-05:00,75220,48.42,Wednesday,Spring
2018-04-12 00:00:00-05:00,73390,49.65,Thursday,Spring
2018-04-13 00:00:00-05:00,73916,40.46,Friday,Spring
2018-04-14 00:00:00-05:00,69007,30.33,Saturday,Spring
2018-04-15 00:00:00-05:00,71814,28.7,Sunday,Spring
2018-04-16 00:00:00-05:00,78978,36.83,Monday,Spring
2018-04-17 00:00:00-05:00,76984,43.63,Tuesday,Spring
2018-04-18 00:00:00-05:00,75559,41.28,Wednesday,Spring
2018-04-19 00:00:00-05:00,74416,52.22,Thursday,Spring
2018-04-20 00:00:00-05:00,74641,53.52,Friday,Spring
2018-04-21 00:00:00-05:00,65622,59.52,Saturday,Spring
2018-04-22 00:00:00-05:00,67027,64.44,Sunday,Spring
2018-04-23 00:00:00-05:00,71467,69.75,Monday,Spring
2018-04-24 00:00:00-05:00,72237,62.18,Tuesday,Spring
2018-04-25 00:00:00-05:00,72775,59.51,Wednesday,Spring
2018-04-26 00:00:00-05:00,70797,64.34,Thursday,Spring
2018-04-27 00:00:00-05:00,69800,62.39,Friday,Spring
2018-04-28 00:00:00-05:00,65828,57.78,Saturday,Spring
2018-04-29 00:00:00-05:00,67131,68.86,Sunday,Spring
2018-04-30 00:00:00-05:00,73658,83.55,Monday,Spring
2018-05-01 00:00:00-05:00,77376,70.26,Tuesday,Spring
2018-05-02 00:00:00-05:00,82738,67.06,Wednesday,Spring
2018-05-03 00:00:00-05:00,79115,74.22,Thursday,Spring
2018-05-04 00:00:00-05:00,77117,76.87,Friday,Spring
2018-05-05 00:00:00-05:00,70307,81.66,Saturday,Spring
2018-05-06 00:00:00-05:00,72361,75.63,Sunday,Spring
2018-05-07 00:00:00-05:00,81813,85.09,Monday,Spring
2018-05-08 00:00:00-05:00,84188,70.18,Tuesday,Spring
2018-05-09 00:00:00-05:00,83858,64.0,Wednesday,Spring
2018-05-10 00:00:00-05:00,84148,59.59,Thursday,Spring
2018-05-11 00:00:00-05:00,82670,51.89,Friday,Spring
2018-05-12 00:00:00-05:00,76100,60.92,Saturday,Spring
2018-05-13 00:00:00-05:00,78212,72.13,Sunday,Spring
2018-05-14 00:00:00-05:00,92565,74.58,Monday,Spring
2018-05-15 00:00:00-05:00,88609,76.62,Tuesday,Spring
2018-05-16 00:00:00-05:00,91482,86.44,Wednesday,Spring
2018-05-17 00:00:00-05:00,90136,84.6,Thursday,Spring
2018-05-18 00:00:00-05:00,84375,83.46,Friday,Spring
2018-05-19 00:00:00-05:00,79895,67.74,Saturday,Spring
2018-05-20 00:00:00-05:00,78086,71.65,Sunday,Spring
2018-05-21 00:00:00-05:00,83980,68.45,Monday,Spring
2018-05-22 00:00:00-05:00,88773,74.36,Tuesday,Spring
2018-05-23 00:00:00-05:00,92753,81.99,Wednesday,Spring
2018-05-24 00:00:00-05:00,97521,89.73,Thursday,Spring
2018-05-25 00:00:00-05:00,96920,87.44,Friday,Spring
2018-05-26 00:00:00-05:00,93516,92.84,Saturday,Spring
2018-05-27 00:00:00-05:00,97726,89.59,Sunday,Spring
2018-05-28 00:00:00-05:00,103818,98.94,Monday,Spring
2018-05-29 00:00:00-05:00,108908,91.47,Tuesday,Spring
2018-05-30 00:00:00-05:00,103552,72.92,Wednesday,Spring
2018-05-31 00:00:00-05:00,106621,83.86,Thursday,Spring
2018-06-01 00:00:00-05:00,104138,78.73,Friday,Summer
2018-06-02 00:00:00-05:00,87625,68.62,Saturday,Summer
2018-06-03 00:00:00-05:00,82189,69.09,Sunday,Summer
2018-06-04 00:00:00-05:00,90514,85.35,Monday,Summer
2018-06-05 00:00:00-05:00,90688,78.55,Tuesday,Summer
2018-06-06 00:00:00-05:00,94755,77.27,Wednesday,Summer
2018-06-07 00:00:00-05:00,102863,76.81,Thursday,Summer
2018-06-08 00:00:00-05:00,99117,72.44,Friday,Summer
2018-06-09 00:00:00-05:00,86848,70.84,Saturday,Summer
2018-06-10 00:00:00-05:00,83695,74.93,Sunday,Summer
2018-06-11 00:00:00-05:00,93852,71.52,Monday,Summer
2018-06-12 00:00:00-05:00,98232,78.01,Tuesday,Summer
2018-06-13 00:00:00-05:00,100251,78.78,Wednesday,Summer
2018-06-14 00:00:00-05:00,99842,80.1,Thursday,Summer
2018-06-15 00:00:00-05:00,105030,92.25,Friday,Summer
2018-06-16 00:00:00-05:00,103216,86.15,Saturday,Summer
2018-06-17 00:00:00-05:00,107874,88.68,Sunday,Summer
2018-06-18 00:00:00-05:00,110731,75.83,Monday,Summer
2018-06-19 00:00:00-05:00,99869,68.23,Tuesday,Summer
2018-06-20 00:00:00-05:00,98120,77.97,Wednesday,Summer
2018-06-21 00:00:00-05:00,93261,76.1,Thursday,Summer
2018-06-22 00:00:00-05:00,90462,80.33,Friday,Summer
2018-06-23 00:00:00-05:00,88750,80.65,Saturday,Summer
2018-06-24 00:00:00-05:00,91609,78.72,Sunday,Summer
2018-06-25 00:00:00-05:00,98333,80.49,Monday,Summer
2018-06-26 00:00:00-05:00,96471,70.23,Tuesday,Summer
2018-06-27 00:00:00-05:00,104386,79.25,Wednesday,Summer
2018-06-28 00:00:00-05:00,113744,85.2,Thursday,Summer
2018-06-29 00:00:00-05:00,119733,97.48,Friday,Summer
2018-06-30 00:00:00-05:00,112401,86.06,Saturday,Summer
2018-07-01 00:00:00-05:00,103226,74.16,Sunday,Summer
2018-07-02 00:00:00-05:00,109771,86.06,Monday,Summer
2018-07-03 00:00:00-05:00,107808,84.8,Tuesday,Summer
2018-07-04 00:00:00-05:00,104526,80.28,Wednesday,Summer
2018-07-05 00:00:00-05:00,110636,80.54,Thursday,Summer
2018-07-06 00:00:00-05:00,98361,80.26,Friday,Summer
2018-07-07 00:00:00-05:00,89754,83.46,Saturday,Summer
2018-07-08 00:00:00-05:00,96780,88.92,Sunday,Summer
2018-07-09 00:00:00-05:00,111063,87.79,Monday,Summer
2018-07-10 00:00:00-05:00,112105,84.06,Tuesday,Summer
2018-07-11 00:00:00-05:00,109764,89.13,Wednesday,Summer
2018-07-12 00:00:00-05:00,111497,91.43,Thursday,Summer
2018-07-13 00:00:00-05:00,112407,80.95,Friday,Summer
2018-07-14 00:00:00-05:00,103748,86.41,Saturday,Summer
2018-07-15 00:00:00-05:00,106510,86.92,Sunday,Summer
2018-07-16 00:00:00-05:00,111893,83.52,Monday,Summer
2018-07-17 00:00:00-05:00,104242,79.01,Tuesday,Summer
2018-07-18 00:00:00-05:00,100939,80.63,Wednesday,Summer
2018-07-19 00:00:00-05:00,103162,71.85,Thursday,Summer
2018-07-20 00:00:00-05:00,102178,78.87,Friday,Summer
2018-07-21 00:00:00-05:00,91259,80.72,Saturday,Summer
2018-07-22 00:00:00-05:00,90168,79.95,Sunday,Summer
2018-07-23 00:00:00-05:00,101739,82.29,Monday,Summer
2018-07-24 00:00:00-05:00,106053,83.13,Tuesday,Summer
2018-07-25 00:00:00-05:00,107326,79.87,Wednesday,Summer
2018-07-26 00:00:00-05:00,99613,68.48,Thursday,Summer
2018-07-27 00:00:00-05:00,94548,76.54,Friday,Summer
2018-07-28 00:00:00-05:00,86474,79.94,Saturday,Summer
2018-07-29 00:00:00-05:00,85437,80.43,Sunday,Summer
2018-07-30 00:00:00-05:00,93557,82.95,Monday,Summer
2018-07-31 00:00:00-05:00,91980,84.49,Tuesday,Summer
2018-08-01 00:00:00-05:00,97360,77.7,Wednesday,Summer
2018-08-02 00:00:00-05:00,100019,70.47,Thursday,Summer
2018-08-03 00:00:00-05:00,103923,81.88,Friday,Summer
2018-08-04 00:00:00-05:00,99764,76.31,Saturday,Summer
2018-08-05 00:00:00-05:00,104271,83.34,Sunday,Summer
2018-08-06 00:00:00-05:00,107444,81.39,Monday,Summer
2018-08-07 00:00:00-05:00,102423,78.72,Tuesday,Summer
2018-08-08 00:00:00-05:00,106536,88.22,Wednesday,Summer
2018-08-09 00:00:00-05:00,106925,86.78,Thursday,Summer
2018-08-10 00:00:00-05:00,104931,86.73,Friday,Summer
2018-08-11 00:00:00-05:00,99057,86.79,Saturday,Summer
2018-08-12 00:00:00-05:00,100658,87.33,Sunday,Summer
2018-08-13 00:00:00-05:00,110423,89.92,Monday,Summer
2018-08-14 00:00:00-05:00,108937,88.15,Tuesday,Summer
2018-08-15 00:00:00-05:00,105494,83.95,Wednesday,Summer
2018-08-16 00:00:00-05:00,106203,83.55,Thursday,Summer
2018-08-17 00:00:00-05:00,99889,83.19,Friday,Summer
2018-08-18 00:00:00-05:00,96197,83.84,Saturday,Summer
2018-08-19 00:00:00-05:00,94881,83.69,Sunday,Summer
2018-08-20 00:00:00-05:00,97693,76.68,Monday,Summer
2018-08-21 00:00:00-05:00,94837,71.52,Tuesday,Summer
2018-08-22 00:00:00-05:00,92795,80.9,Wednesday,Summer
2018-08-23 00:00:00-05:00,93238,78.62,Thursday,Summer
2018-08-24 00:00:00-05:00,88063,69.46,Friday,Summer
