timestamp,load_MW,temperature,weekday,season
2018-01-01 00:00:00-05:00,128457.0,15.74,Monday,Winter
2018-01-02 00:00:00-05:00,134130.0,24.55,Tuesday,Winter
2018-01-03 00:00:00-05:00,136125.0,30.49,Wednesday,Winter
2018-01-04 00:00:00-05:00,135335.0,26.05,Thursday,Winter
2018-01-05 00:00:00-05:00,138465.0,17.49,Friday,Winter
2018-01-06 00:00:00-05:00,133963.0,16.43,Saturday,Winter
2018-01-07 00:00:00-05:00,128398.0,19.11,Sunday,Winter
2018-01-08 00:00:00-05:00,122233.0,32.05,Monday,Winter
2018-01-09 00:00:00-05:00,111894.0,44.63,Tuesday,Winter
2018-01-10 00:00:00-05:00,111505.0,43.1,Wednesday,Winter
2018-01-11 00:00:00-05:00,99467.0,57.25,Thursday,Winter
2018-01-12 00:00:00-05:00,100237.0,64.11,Friday,Winter
2018-01-13 00:00:00-05:00,113349.0,59.58,Saturday,Winter
2018-01-14 00:00:00-05:00,118952.0,25.94,Sunday,Winter
2018-01-15 00:00:00-05:00,124088.0,32.12,Monday,Winter
2018-01-16 00:00:00-05:00,120174.0,43.71,Tuesday,Winter
2018-01-17 00:00:00-05:00,128560.0,35.4,Wednesday,Winter
2018-01-18 00:00:00-05:00,130432.0,34.81,Thursday,Winter
2018-01-19 00:00:00-05:00,120117.0,44.49,Friday,Winter
2018-01-20 00:00:00-05:00,97114.0,55.81,Saturday,Winter
2018-01-21 00:00:00-05:00,92553.0,52.05,Sunday,Winter
2018-01-22 00:00:00-05:00,96561.0,59.25,Monday,Winter
2018-01-23 00:00:00-05:00,100709.0,61.81,Tuesday,Winter
2018-01-24 00:00:00-05:00,109700.0,44.37,Wednesday,Winter
2018-01-25 00:00:00-05:00,111574.0,36.22,Thursday,Winter
2018-01-26 00:00:00-05:00,114318.0,42.69,Friday,Winter
2018-01-27 00:00:00-05:00,92466.0,58.27,Saturday,Winter
2018-01-28 00:00:00-05:00,91865.0,53.27,Sunday,Winter
2018-01-29 00:00:00-05:00,107865.0,44.56,Monday,Winter
2018-01-30 00:00:00-05:00,118916.0,34.85,Tuesday,Winter
2018-01-31 00:00:00-05:00,121003.0,31.52,Wednesday,Winter
2018-02-01 00:00:00-05:00,106157.0,44.59,Thursday,Winter
2018-02-02 00:00:00-05:00,119958.0,37.14,Friday,Winter
2018-02-03 00:00:00-05:00,113355.0,30.97,Saturday,Winter
2018-02-04 00:00:00-05:00,104542.0,37.76,Sunday,Winter
2018-02-05 00:00:00-05:00,116050.0,36.23,Monday,Winter
2018-02-06 00:00:00-05:00,114839.0,37.07,Tuesday,Winter
2018-02-07 00:00:00-05:00,112393.0,47.25,Wednesday,Winter
2018-02-08 00:00:00-05:00,115445.0,32.94,Thursday,Winter
2018-02-09 00:00:00-05:00,116206.0,38.6,Friday,Winter
2018-02-10 00:00:00-05:00,95847.0,50.08,Saturday,Winter
2018-02-11 00:00:00-05:00,93641.0,63.05,Sunday,Winter
2018-02-12 00:00:00-05:00,105893.0,57.83,Monday,Winter
2018-02-13 00:00:00-05:00,110246.0,41.35,Tuesday,Winter
2018-02-14 00:00:00-05:00,102842.0,52.59,Wednesday,Winter
2018-02-15 00:00:00-05:00,92470.0,61.7,Thursday,Winter
2018-02-16 00:00:00-05:00,95297.0,59.67,Friday,Winter
2018-02-17 00:00:00-05:00,100059.0,41.85,Saturday,Winter
2018-02-18 00:00:00-05:00,92870.0,46.26,Sunday,Winter
2018-02-19 00:00:00-05:00,96816.0,49.64,Monday,Winter
2018-02-20 00:00:00-05:00,90947.0,72.58,Tuesday,Winter
2018-02-21 00:00:00-05:00,94343.0,76.97,Wednesday,Winter
2018-02-22 00:00:00-05:00,96969.0,55.14,Thursday,Winter
2018-02-23 00:00:00-05:00,94763.0,44.69,Friday,Winter
2018-02-24 00:00:00-05:00,86707.0,49.28,Saturday,Winter
2018-02-25 00:00:00-05:00,88191.0,46.76,Sunday,Winter
2018-02-26 00:00:00-05:00,95685.0,51.47,Monday,Winter
2018-02-27 00:00:00-05:00,100412.0,56.99,Tuesday,Winter
2018-02-28 00:00:00-05:00,93544.0,61.0,Wednesday,Winter
2018-03-01 00:00:00-05:00,95582.0,58.06,Thursday,Spring
2018-03-02 00:00:00-05:00,98088.0,44.37,Friday,Spring
2018-03-03 00:00:00-05:00,90904.0,45.35,Saturday,Spring
2018-03-04 00:00:00-05:00,93028.0,46.03,Sunday,Spring
2018-03-05 00:00:00-05:00,103374.0,45.06,Monday,Spring
2018-03-06 00:00:00-05:00,102260.0,48.71,Tuesday,Spring
2018-03-07 00:00:00-05:00,103085.0,35.51,Wednesday,Spring
2018-03-08 00:00:00-05:00,107271.0,40.74,Thursday,Spring
2018-03-09 00:00:00-05:00,106505.0,42.26,Friday,Spring
2018-03-10 00:00:00-05:00,93893.0,43.48,Saturday,Spring
2018-03-11 00:00:00-05:00,93401.0,45.17,Sunday,Spring
2018-03-12 00:00:00-04:00,105161.0,42.45,Monday,Spring
2018-03-13 00:00:00-04:00,108035.0,40.87,Tuesday,Spring
2018-03-14 00:00:00-04:00,110124.0,39.52,Wednesday,Spring
2018-03-15 00:00:00-04:00,108053.0,45.6,Thursday,Spring
2018-03-16 00:00:00-04:00,105747.0,41.13,Friday,Spring
2018-03-17 00:00:00-04:00,95550.0,48.03,Saturday,Spring
2018-03-18 00:00:00-04:00,86908.0,50.1,Sunday,Spring
2018-03-19 00:00:00-04:00,100533.0,50.39,Monday,Spring
2018-03-20 00:00:00-04:00,105490.0,35.95,Tuesday,Spring
2018-03-21 00:00:00-04:00,107284.0,35.87,Wednesday,Spring
2018-03-22 00:00:00-04:00,106348.0,48.34,Thursday,Spring
2018-03-23 00:00:00-04:00,105332.0,46.84,Friday,Spring
2018-03-24 00:00:00-04:00,93754.0,48.68,Saturday,Spring
2018-03-25 00:00:00-04:00,91771.0,44.81,Sunday,Spring
2018-03-26 00:00:00-04:00,103995.0,47.94,Monday,Spring
2018-03-27 00:00:00-04:00,100063.0,46.99,Tuesday,Spring
2018-03-28 00:00:00-04:00,93948.0,50.75,Wednesday,Spring
2018-03-29 00:00:00-04:00,88163.0,71.36,Thursday,Spring
2018-03-30 00:00:00-04:00,85177.0,67.72,Friday,Spring
2018-03-31 00:00:00-04:00,82869.0,58.01,Saturday,Spring
2018-04-01 00:00:00-04:00,79133.0,62.51,Sunday,Spring
2018-04-02 00:00:00-04:00,93802.0,46.29,Monday,Spring
2018-04-03 00:00:00-04:00,94749.0,45.23,Tuesday,Spring
2018-04-04 00:00:00-04:00,96162.0,65.68,Wednesday,Spring
2018-04-05 00:00:00-04:00,100673.0,45.9,Thursday,Spring
2018-04-06 00:00:00-04:00,95908.0,63.87,Friday,Spring
2018-04-07 00:00:00-04:00,90275.0,52.3,Saturday,Spring
2018-04-08 00:00:00-04:00,90521.0,46.58,Sunday,Spring
2018-04-09 00:00:00-04:00,101041.0,46.43,Monday,Spring
2018-04-10 00:00:00-04:00,99795.0,49.66,Tuesday,Spring
2018-04-11 00:00:00-04:00,97587.0,53.26,Wednesday,Spring
2018-04-12 00:00:00-04:00,90167.0,70.81,Thursday,Spring
2018-04-13 00:00:00-04:00,85999.0,83.74,Friday,Spring
2018-04-14 00:00:00-04:00,84009.0,82.63,Saturday,Spring
2018-04-15 00:00:00-04:00,86094.0,45.52,Sunday,Spring
2018-04-16 00:00:00-04:00,96520.0,63.26,Monday,Spring
2018-04-17 00:00:00-04:00,97656.0,46.02,Tuesday,Spring
2018-04-18 00:00:00-04:00,97002.0,55.9,Wednesday,Spring
2018-04-19 00:00:00-04:00,92689.0,49.84,Thursday,Spring
2018-04-20 00:00:00-04:00,96265.0,54.47,Friday,Spring
2018-04-21 00:00:00-04:00,82339.0,60.71,Saturday,Spring
2018-04-22 00:00:00-04:00,78509.0,65.8,Sunday,Spring
2018-04-23 00:00:00-04:00,85583.0,69.93,Monday,Spring
2018-04-24 00:00:00-04:00,86422.0,63.9,Tuesday,Spring
2018-04-25 00:00:00-04:00,86167.0,66.54,Wednesday,Spring
2018-04-26 00:00:00-04:00,83696.0,67.98,Thursday,Spring
2018-04-27 00:00:00-04:00,84379.0,58.61,Friday,Spring
2018-04-28 00:00:00-04:00,77978.0,74.98,Saturday,Spring
2018-04-29 00:00:00-04:00,79982.0,55.59,Sunday,Spring
2018-04-30 00:00:00-04:00,88722.0,67.7,Monday,Spring
2018-05-01 00:00:00-04:00,88671.0,80.81,Tuesday,Spring
2018-05-02 00:00:00-04:00,99460.0,89.22,Wednesday,Spring
2018-05-03 00:00:00-04:00,107240.0,90.8,Thursday,Spring
2018-05-04 00:00:00-04:00,104435.0,88.08,Friday,Spring
2018-05-05 00:00:00-04:00,82636.0,72.38,Saturday,Spring
2018-05-06 00:00:00-04:00,80121.0,67.79,Sunday,Spring
2018-05-07 00:00:00-04:00,88964.0,74.73,Monday,Spring
2018-05-08 00:00:00-04:00,92833.0,75.9,Tuesday,Spring
2018-05-09 00:00:00-04:00,96511.0,77.84,Wednesday,Spring
2018-05-10 00:00:00-04:00,96115.0,79.39,Thursday,Spring
2018-05-11 00:00:00-04:00,94530.0,77.62,Friday,Spring
2018-05-12 00:00:00-04:00,91175.0,69.43,Saturday,Spring
2018-05-13 00:00:00-04:00,84847.0,55.99,Sunday,Spring
2018-05-14 00:00:00-04:00,102310.0,74.8,Monday,Spring
