Country,Month,Year,Lat,Lon,Value,ISO2,ISO3
Canada,3,2010,56.13,-106.35,2,CA,CAN
China,3,2005,35.86,104.2,1,CN,CHN
China,3,2006,35.86,104.2,1,CN,CHN
China,5,2006,35.86,104.2,1,CN,CHN
China,4,2007,35.86,104.2,1,CN,CHN
China,3,2008,35.86,104.2,1,CN,CHN
China,3,2009,35.86,104.2,1,CN,CHN
China,4,2010,35.86,104.2,1,CN,CHN
China,3,2011,35.86,104.2,1,CN,CHN
China,7,2013,35.86,104.2,1,CN,CHN
France,1,1977,46.23,2.21,1,FR,FRA
France,5,2011,46.23,2.21,1,FR,FRA
France,1,2016,46.23,2.21,1,FR,FRA
Gambia,1,1993,13.44,-15.31,1,GM,GMB
Germany,5,2013,51.17,10.45,1,DE,DEU
Italy,1,2010,41.87,12.57,1,IT,ITA
Italy,3,2010,41.87,12.57,1,IT,ITA
Italy,2,2011,41.87,12.57,1,IT,ITA
Japan,1,1989,36.2,138.25,1,JP,JPN
Japan,1,1999,36.2,138.25,2,JP,JPN
Netherlands,1,1991,52.13,5.29,1,NL,NLD
Netherlands,1,1997,52.13,5.29,1,NL,NLD
Netherlands,1,2011,52.13,5.29,1,NL,NLD
Netherlands,1,2013,52.13,5.29,2,NL,NLD
Sudan,1,1997,52.13,5.29,2,NL,NLD
USA,4,2003,52.13,5.29,1,NL,NLD
USA,2,2004,52.13,5.29,1,NL,NLD
USA,11,2005,52.13,5.29,1,NL,NLD
USA,1,2007,52.13,5.29,1,NL,NLD
USA,1,2008,52.13,5.29,1,NL,NLD
USA,3,2008,52.13,5.29,1,NL,NLD
USA,4,2009,52.13,5.29,1,NL,NLD
USA,5,2009,52.13,5.29,2,NL,NLD
USA,6,2009,52.13,5.29,1,NL,NLD
USA,5,2010,52.13,5.29,1,NL,NLD
USA,12,2010,52.13,5.29,1,NL,NLD
USA,4,2012,52.13,5.29,1,NL,NLD
USA,11,2013,52.13,5.29,1,NL,NLD
USA,1,2014,52.13,5.29,1,NL,NLD
USA,2,2014,52.13,5.29,1,NL,NLD
USA,3,2014,52.13,5.29,1,NL,NLD
United Kingdom,3,2011,55.38,-3.44,1,GB,GBR
United Kingdom,5,2011,55.38,-3.44,2,GB,GBR
United Kingdom,12,2011,55.38,-3.44,1,GB,GBR
United Kingdom,2,2012,55.38,-3.44,2,GB,GBR
United Kingdom,5,2012,55.38,-3.44,2,GB,GBR
United Kingdom,7,2012,55.38,-3.44,1,GB,GBR
United Kingdom,8,2012,55.38,-3.44,2,GB,GBR
United Kingdom,10,2012,55.38,-3.44,2,GB,GBR
United Kingdom,11,2012,55.38,-3.44,5,GB,GBR
United Kingdom,12,2012,55.38,-3.44,1,GB,GBR
United Kingdom,2,2013,55.38,-3.44,4,GB,GBR
United Kingdom,3,2013,55.38,-3.44,2,GB,GBR
United Kingdom,4,2013,55.38,-3.44,9,GB,GBR
United Kingdom,5,2013,55.38,-3.44,3,GB,GBR
United Kingdom,7,2013,55.38,-3.44,2,GB,GBR
United Kingdom,8,2013,55.38,-3.44,1,GB,GBR
United Kingdom,10,2013,55.38,-3.44,1,GB,GBR
United Kingdom,1,2014,55.38,-3.44,6,GB,GBR
United Kingdom,2,2014,55.38,-3.44,1,GB,GBR
Vietnam,6,2014,14.06,108.28,1,VN,VNM
Vietnam,8,2014,14.06,108.28,1,VN,VNM
