,x,y,z
the,-2.7897618,-0.9095133,3.2574947
of,-2.8865693,-0.9914345,3.0992851
to,12.917097,-8.079087,4.630901
and,2.6306453,0.65810937,8.701669
in,11.853802,2.4369643,18.349007
a,-2.2107956,-0.8304673,5.3958426
for,0.8379302,-5.061327,7.0545716
that,7.2443414,-10.315918,5.8814497
on,2.2974992,-0.4679761,17.487396
is,5.2199116,-13.112654,19.062483
was,13.866317,3.4002178,11.159593
said,18.094633,13.368187,-3.5317779
with,2.790314,0.64758134,8.760882
he,15.778572,5.6784487,10.428842
as,2.4822147,0.77687454,6.8868003
it,6.6314273,-7.8343425,6.396609
by,4.859578,1.2979921,6.9186115
at,10.206456,2.9396522,18.752361
from,2.389084,-0.14185874,10.9477
his,17.111086,6.5701694,10.07788
an,-2.069365,-0.7898856,5.083726
be,9.004549,-10.133441,5.724349
has,3.0748591,0.5248577,5.5786185
are,-7.4929953,-12.941835,8.826301
have,-5.443678,-11.425713,10.404029
but,6.784303,-11.230759,7.0902805
were,-7.261145,-10.251446,10.379
not,9.192085,-10.237718,5.7408075
this,6.5649223,-7.816904,6.3526
who,13.326289,19.111687,10.090562
they,-4.8007402,-11.619955,10.496569
had,6.345843,-1.641694,4.7884474
i,19.232119,-20.21125,10.480426
which,-2.6228065,-1.103346,1.8901091
will,11.953161,-8.786799,4.5263014
their,-3.882963,-13.443459,11.884011
or,-3.8430445,-10.841277,14.783295
its,-1.9646487,-0.5852389,1.5267873
one,-3.433257,-13.059638,14.859547
after,14.075301,1.4185972,13.99711
new,-0.6853996,1.1296043,2.4741144
been,6.9101467,-1.4311091,4.9779053
also,3.5698566,1.4642098,6.823544
we,16.954838,-19.427229,7.539406
would,11.005631,-10.541318,4.684521
two,-9.784068,-14.423463,22.407219
more,-6.2890997,-16.047293,13.414148
first,-0.4378533,-2.6902087,29.012865
about,-3.8234887,-17.235834,12.907048
up,6.9613113,-3.5717452,15.468329
when,12.4496355,-0.6288158,11.061227
year,14.177878,0.77234095,19.437819
there,5.548706,-10.445796,7.8113704
all,-3.9247882,-12.813204,13.132698
out,7.405645,-4.8776865,14.9072275
she,15.910649,8.726574,10.865242
other,-8.079552,-12.23455,8.9876795
people,-6.307055,-18.642277,13.737733
n't,17.202412,-19.16961,8.748225
her,16.13068,8.799935,10.672774
percent,-18.279016,-15.785443,2.5687435
than,-6.2444553,-16.21686,14.013216
over,2.649845,0.7577163,12.170279
into,4.3829074,-2.2668355,16.463446
last,15.154487,0.06632335,17.474518
some,-7.184524,-13.057579,10.472572
government,2.163502,-1.5458416,-17.561552
time,-1.6089896,-12.219599,14.381691
you,19.537945,-21.651304,12.444859
years,12.774854,0.97376496,18.529211
if,11.48083,-11.852724,5.668153
no,7.648072,-9.921483,5.00557
world,1.7837093,9.926265,17.5304
can,14.131007,-9.840928,6.47593
three,-9.652699,-14.54209,21.69867
do,16.863287,-19.27163,8.672242
president,19.148573,13.267785,-10.507713
only,-3.680729,-12.596046,14.281253
state,2.9101515,10.47504,-7.7946715
million,-18.618496,-13.058732,-2.5506325
could,10.411855,-12.034302,5.1752543
us,-7.9905972,17.041607,-22.150955
most,-9.142858,-13.452993,12.072904
against,11.258244,-8.624066,-11.822317
u.s.,-7.9798794,17.040503,-22.142336
so,7.4121137,-11.507427,9.26565
them,-4.0369363,-12.305034,10.562121
what,13.667341,-16.896357,9.125833
him,18.294062,7.104996,10.067833
united,-4.685527,17.710875,-19.283983
during,12.950071,2.8029876,16.180756
before,13.6341915,0.3522536,12.55033
may,2.6069078,-9.988701,4.554878
since,12.466392,2.0475767,18.105612
many,-8.196994,-13.078487,10.555959
