,x,y,z
Sandal,-0.27277407,0.5637594,2.7251291
Sneaker,-0.2910568,3.4002423,0.0077599087
Shirt,1.2112195,-3.1366503,-2.2249181
Dress,-2.2321506,0.25613266,0.1816838
Pullover,0.5308452,-2.6280997,1.2605698
Sandal,0.5958389,3.2230842,0.73641735
T-Shirt,0.027852738,0.6546546,-1.1571066
Coat,-0.91887414,-1.8394328,-1.2808031
Dress,-1.1029234,0.53276473,-0.9973834
Sneaker,0.5765303,3.3065445,0.31151968
Shirt,-0.122684315,-0.486741,-1.1280524
Shirt,-2.2823415,-0.8300414,-0.2039775
Trouser,-0.08852258,0.12844406,0.5317894
Sandal,-1.4628464,2.6087961,1.4660814
T-Shirt,-1.9525754,-0.57514524,-0.056250595
Coat,1.3284758,-2.3981855,0.43046445
Bag,-2.0613632,-1.1618899,-2.9493992
Bag,-3.5830052,-2.1397202,-0.5799129
Coat,-0.72665375,-1.0950257,-0.09855244
Coat,0.1395872,-2.2482893,-2.5811284
Pullover,0.73118126,-1.396641,-2.1995537
Sneaker,-0.542575,3.4637976,0.25165966
Dress,-1.7881436,-0.94004864,1.0026734
Ankle boot,1.8749702,-0.35593805,1.8380945
Bag,-3.5658088,-2.104666,-0.68242085
Ankle boot,1.1331913,1.0402044,2.7596724
Dress,-2.8921726,0.285324,0.36279643
Pullover,2.5176613,-2.0751257,-1.843388
Ankle boot,1.1083702,1.1430795,2.8127391
Pullover,1.450495,-2.3682313,0.23405673
Ankle boot,0.64836186,2.9558196,1.7331054
Coat,1.6010067,-2.3748715,-1.0051254
Dress,-1.0012726,-1.444722,-1.2378436
T-Shirt,0.17111094,-0.821371,1.3225824
Pullover,0.22944517,-2.6403725,1.5702494
Shirt,0.6027889,-2.3271303,-0.68507844
Coat,0.8507443,-2.3268304,-2.948665
Trouser,-0.09492873,0.12416747,0.5292627
Pullover,-1.8291345,-1.0374199,1.9601954
T-Shirt,-0.10405444,0.95868015,-1.9707094
Dress,-2.6744497,0.23920768,0.38428807
Shirt,-0.11255171,-2.1812117,1.9285259
Bag,-2.445228,-1.4311672,-2.648999
Trouser,2.4373553,0.9183196,0.5934923
Shirt,0.90764076,-2.4802291,-0.7842379
Shirt,-1.8233627,-1.2284409,-2.7946582
Shirt,-0.3191449,-0.8020643,-2.8626592
Sandal,-1.0697439,3.21852,1.0623997
Dress,0.23486358,-1.8510202,-0.78081185
Dress,-1.3508166,-1.4669573,-0.9278557
Shirt,-0.080054834,0.46725705,-1.9366984
Sneaker,-0.35301283,3.5926826,-0.94926625
Pullover,0.18167424,-2.6089478,1.5885166
Coat,1.9940087,-2.7133305,-2.1109135
Sneaker,0.2908366,3.5770454,-0.9461929
Ankle boot,1.1455642,1.1516554,2.8173873
Sandal,-1.8845531,3.0847638,0.9787238
Dress,-3.267211,0.5977203,1.1648856
Coat,-1.0225607,-1.5869765,-1.231317
Dress,-2.7094128,-0.2993351,1.7441943
Sneaker,0.55329394,3.0387943,1.675043
Ankle boot,0.4991754,0.60796565,2.5513084
Dress,-0.14764883,-2.2169685,1.937844
Bag,-3.6270862,-2.1218162,-0.72249675
Dress,-1.20718,-1.4430703,-0.97188824
T-Shirt,-0.6420549,0.9340732,-2.085374
T-Shirt,-2.13182,-0.8614938,-0.30692646
Coat,-0.8848728,-1.7623048,-1.0975229
Pullover,0.75568116,-2.6060352,1.0078546
Pullover,0.8942783,-2.5746183,0.91980785
Dress,-1.7666125,0.3214833,0.24700634
Trouser,3.1336277,1.7056073,1.3693085
Ankle boot,-0.23044929,1.7727014,2.2592666
T-Shirt,-0.11332595,0.89313304,-1.9525161
Sneaker,0.030698758,3.661326,-1.2883683
Sandal,-0.81415546,0.9030039,2.8083322
Shirt,0.44206735,-1.9207716,-1.4512471
Pullover,1.8071861,-2.7158272,-1.2070718
Ankle boot,1.3668875,0.5771456,2.686214
Dress,-1.6650922,-0.06954656,-0.35965645
Shirt,-0.036903623,0.7232084,-1.5427276
Trouser,3.0806503,1.5510588,1.4887714
T-Shirt,-0.46953338,0.98380315,-2.2074025
Sneaker,-0.6908415,3.5308425,-0.73118997
Trouser,3.378386,1.427604,-0.29326084
Sneaker,0.53052664,3.345049,-0.008042581
Pullover,1.2294527,-1.2213876,-2.1395302
Sneaker,-0.3979154,3.4934988,-0.5755793
Pullover,1.1685437,-1.3240888,-2.1356325
Trouser,3.0988224,1.6245208,1.3322062
Sneaker,0.72497416,3.3658257,-0.1166784
Pullover,1.6226518,-1.161656,-2.544099
Pullover,1.6644132,-1.7413334,-1.3921065
Pullover,1.0979255,-0.93572503,-2.5131142
Dress,-0.82756597,-0.2525266,0.16424717
Ankle boot,1.0910956,2.450728,2.5262554
Coat,0.8168086,-3.1036391,-1.8932568
Dress,0.7354025,-2.0719259,-0.25013164
Coat,-0.87024975,-1.8737506,-1.2424866
Trouser,3.4091961,2.2144923,0.7190267
Coat,0.18945839,-1.8942007,-0.6497795
Shirt,0.2666948,-1.6928643,-2.3047862
Shirt,0.4344377,-2.4747431,0.5907311
T-Shirt,-1.5139797,-0.20114683,-0.38726187
Trouser,2.739929,0.56019944,3.7403467
Shirt,0.8664423,-3.1190581,-1.9938136
Coat,0.19524816,-2.5535681,1.5434022
Ankle boot,1.6710144,0.061801918,2.4995797
Shirt,0.008918421,-2.4690132,-1.5381101
Sneaker,-1.5324458,3.124324,0.35004228
Trouser,3.1385279,1.6471467,0.17579103
Trouser,2.9173357,0.8646704,2.2141476
Sandal,-1.032509,2.365338,1.7683799
Pullover,1.2085557,-1.3244867,-1.8459339
Trouser,3.3250093,1.5065502,-0.11217022
Dress,-1.5693797,-0.1373415,-0.34572276
Sandal,-1.255253,2.3788567,1.5773965
Shirt,-0.114106506,-2.0824502,1.9111814
Sneaker,-0.59075147,2.9634504,1.4479363
Ankle boot,1.3093891,-0.2815736,1.8373613
Pullover,-0.24546573,-1.4852971,-2.8778272
Coat,0.84274834,-1.9298236,-3.0292952
Pullover,0.68852675,-2.3439653,-0.5812622
Sneaker,0.5994513,3.410503,-0.24967438
Pullover,1.1447076,-1.6215191,-2.720163
Pullover,0.58496064,-2.1615288,-0.13547133
Trouser,3.314838,2.2298691,1.6348404
Sneaker,-0.21457556,3.634426,-1.1296593
Bag,-2.4111934,-1.1761014,-2.712377
Sandal,-1.8017684,3.1326845,1.0875021
Sandal,-0.9702715,2.9925933,1.425024
Dress,-1.5558847,-0.1490401,-0.33826357
Shirt,0.3600934,-1.7852669,-1.6228257
Sandal,-0.6827411,3.4062629,0.5708353
Coat,0.7984427,-3.117943,-1.9027689
Pullover,0.48769882,-2.0290468,-0.5854226
Pullover,0.81387085,-2.5781457,0.92518586
Shirt,0.20326331,-2.5263777,1.5105417
T-Shirt,-0.69341666,-0.97874117,0.1371193
Bag,-2.791429,-0.53715724,-2.416827
Pullover,2.6706862,-1.9308368,-1.605535
Shirt,0.6102517,-2.7542198,-1.6636003
Dress,-2.341589,-0.17682691,0.025854098
T-Shirt,-0.5370197,0.9993354,-2.1585498
Shirt,0.6390926,-2.4211526,-0.88812864
Ankle boot,1.6665334,0.021605171,2.4742432
Dress,-2.427668,-0.4905852,1.5811983
Trouser,-3.2657351,0.3938737,1.4789003
Trouser,3.3954446,2.4455562,0.98543847
Ankle boot,2.001984,-0.27828178,1.6318578
Shirt,0.45472446,-2.4981444,0.24090779
Bag,-2.7506623,-0.78695047,-2.4021244
Ankle boot,1.109893,2.5044794,2.5103285
Shirt,-2.4406774,-0.16915318,-2.7219954
T-Shirt,-0.5037515,1.0169492,-2.1611907
T-Shirt,-0.5705074,0.98031175,-2.1455286
Sandal,-0.81699437,0.75457203,2.9236197
Dress,-2.7249653,0.3696917,0.64208126
Dress,-1.0848476,0.5495488,-1.0102451
Pullover,-0.81019723,0.7000035,-1.3242207
Coat,0.35658643,-2.1107485,0.28050342
Sneaker,-0.84990615,3.1690536,0.9789578
Shirt,0.41013664,-2.4898973,0.70860434
Dress,-1.8980032,0.20089959,0.08425621
Pullover,2.6116765,-1.8712423,-1.538778
Coat,0.45831993,-2.4052782,1.1509154
Ankle boot,1.0959078,2.4009511,2.559226
Ankle boot,1.1382117,1.2609495,2.8391876
Sneaker,-0.053830065,3.6275985,-1.1168952
T-Shirt,0.090140454,-0.82658994,1.2853897
Dress,-2.828499,0.3526726,0.3578864
Sneaker,0.6550772,3.1590264,0.7538119
T-Shirt,0.0803757,0.45974758,-0.85884416
Trouser,-2.2488372,-0.8912541,-0.27225015
Coat,1.2027788,-1.5286912,-2.8223758
Sneaker,0.53636706,3.3956907,-0.17435136
Pullover,1.1605818,-1.553623,-1.851963
Sneaker,0.063439585,3.5682962,-0.86169183
Coat,0.8596729,-1.9010552,-3.0447242
Shirt,-1.8534702,-1.8288728,-0.21204065
Pullover,1.0521702,-2.6866248,-0.9732528
Bag,-3.603,-2.1073942,-0.778334
Coat,-1.083519,-1.4256098,-1.1750082
Sneaker,0.4164837,3.0890346,1.5827761
Ankle boot,-0.094397515,1.863157,2.1792238
Bag,-3.396603,-2.191297,0.007022432
Shirt,-0.239345,0.69504136,-2.2463717
Dress,-1.7569205,-0.22268887,0.9062254
Sneaker,0.59537977,3.36514,-0.046566896
Ankle boot,0.85869604,2.433933,2.38346
Coat,-1.7468073,0.3144582,0.25539756
Trouser,3.3938267,2.3925536,0.8308067
T-Shirt,-0.0919587,0.997052,-2.0505981
Bag,-3.2270737,-2.0103233,-0.042964537
Coat,0.24756497,-1.8505883,-1.3079294
Pullover,1.1270297,-2.4437215,0.66392875
T-Shirt,-0.24462126,0.9651988,-1.6415429
Ankle boot,1.6403103,-0.5534424,1.4981829
Bag,-3.6156785,-2.1334035,-0.6981763
Shirt,0.602498,-2.2771049,-0.5119995
Dress,-2.1837664,-0.65309227,-0.16064438
Bag,-2.5188022,-0.13801031,-2.6897469
Sandal,-0.3406532,0.7614915,2.672296
Sandal,-1.912523,3.0824187,1.0592694
Shirt,1.2323785,-3.1351435,-2.2451746
Sandal,-0.9434604,3.251774,0.93502307
Dress,-2.8414993,0.43709254,0.5823857
Bag,-3.4716995,-2.2088852,-0.28025287
Dress,-2.22484,-0.98922575,0.11115636
T-Shirt,-0.4702389,1.0402997,-1.5317334
Ankle boot,0.6664511,2.5952115,2.2259204
Shirt,0.5006695,-1.9435501,-1.4336251
Ankle boot,1.3051692,1.8829043,2.5252852
Shirt,0.81915146,-2.7719593,-2.308521
Sandal,-0.67694736,3.4449058,0.45825142
Bag,-2.630589,-0.8933918,-2.4154022
Dress,-2.6588588,0.22894971,0.43642488
Ankle boot,1.1379724,0.97971743,2.7640247
Coat,1.0461411,-3.0041258,-1.5973111
Ankle boot,1.1480403,2.6487017,2.4004858
Sneaker,0.5486132,3.3719008,-0.07067129
Ankle boot,0.9102214,2.1931899,2.5052397
T-Shirt,0.653357,-0.3440103,1.1322576
Shirt,-0.36318147,0.8493186,-0.9170298
Sandal,-1.923918,3.1024978,1.0318037
Trouser,-0.6473677,-0.087225795,0.4121449
Bag,-2.3061402,-0.26361832,-2.764897
