,Milk - Excluding Butter,Oilcrops,Eggs,Starchy Roots,Meat,Vegetables,Fruits - Excluding Wine,"Aquatic Products, Other",Treenuts,Spices,Pulses,Alcoholic Beverages,Cereals - Excluding Beer,Animal fats,Vegetable Oils,Offals,Sugar & Sweeteners,"Fish, Seafood",Stimulants,Smoking,Obesity,total_cases_per_million,total_deaths_per_million,Life Expectancy,Human Development Index,Population Density,Median Age,GDP per Capita,Cardiovascular Death Rate,Diabetes Prevalence,Health Expenditure (% of GDP),Stimulants above avg,Fruits - Excluding Wine above avg,Alcoholic Beverages above avg,cluster_food,cluster_health,cluster_total,Country,id
0,0.3444293674394434,0.2763433356594558,0.878048780487805,0.3283417085427136,0.6893180734382451,0.1736771393137659,0.43662290629244,0.0952380952380952,0.3338722716248989,0.0921658986175115,0.0844919786096256,0.6840788238974038,0.4393794495802783,0.6618460229689493,0.4924382146809295,0.2955974842767295,0.1453017570664629,0.1597877358490566,0.2551492223623371,0.4390243902439026,0.0618556701030925,0.3560357768230481,0.4007690253123903,0.7626321974148063,0.7625899280575545,0.0617124718208288,0.6698113207547172,0.354929675572199,0.1745957215587606,0.4672754946727549,0.9073251037400738,1.0,1.0,1.0,4,0,0,Austria,AUT
1,0.3610589831682882,0.0642009769713887,0.7106430155210643,0.6579899497487437,0.1778731521220791,0.3973232740801984,0.4222498868266182,0.0952380952380952,0.1924009700889248,0.0817972350230414,0.2395721925133689,0.5147012824522991,0.6496652853044311,0.723521905572097,0.3578015492438215,0.6855345911949686,0.3406417112299464,0.3351022012578616,0.1437578814627995,0.3821138211382113,0.329896907216495,0.4747300444419105,0.8432559724385206,0.7732079905992943,0.827338129496404,0.2489224535674813,0.4245283018867924,0.3182378371173519,0.085161297943466,0.1537290715372908,0.9094822105522206,0.0,1.0,1.0,4,0,0,Belgium,BEL
2,0.1658630943788434,0.2777390090718772,0.2050997782705099,0.0279396984924623,0.0,0.1481500620090946,0.1207559981892258,0.7142857142857143,0.0711398544866612,1.0,0.2288770053475936,0.4670003127932436,0.5817660184890021,0.137813696299447,0.3153817779417189,0.6871069182389937,0.0365164247517189,0.0214229559748427,0.1059268600252206,0.7398373983739839,0.6288659793814433,0.2486637740916982,0.7350088308792238,0.0,0.0,0.032762704392573,0.6981132075471708,0.0,1.0,0.3850837138508371,0.6379694429441471,0.0,0.0,1.0,0,1,2,Bulgaria,BGR
3,0.3776885988971331,0.4242847173761341,0.1430155210643017,0.1265326633165829,0.4048640915593706,1.0,0.2514712539610684,0.0476190476190476,0.1026677445432498,0.0414746543778801,0.0748663101604278,0.4553487644666875,0.4595685899479333,0.1829008932369204,0.2213205459240133,0.5927672955974843,0.2546218487394958,0.2511792452830188,0.1441782261454392,0.7398373983739839,0.597938144329897,0.4027677862645795,0.5855005773050366,0.4042303172737949,0.2517985611510793,0.0387143681911218,0.6320754716981138,0.054236393698034,0.4952986758330676,0.3515981735159817,0.575903332958632,0.0,0.0,0.0,0,1,2,Croatia,HRV
4,0.0057741721280711,0.3182135380321005,0.1219512195121952,0.0,0.3459704339532663,0.2046300124018188,0.4258714350384789,0.0952380952380952,0.1746160064672595,0.0345622119815668,0.3026737967914438,0.0299499530810133,0.2377005631707576,0.0,0.5381777941718924,0.3286163522012578,0.2153552330022918,0.3730345911949685,0.0710382513661202,0.7154471544715446,0.134020618556701,0.2833680390321425,0.0610633506625839,0.6968272620446534,0.5107913669064752,0.0762733642500423,0.0,0.1829477325249227,0.1627479121631997,0.9071537290715372,0.5722268078795947,0.0,1.0,0.0,0,2,1,Cyprus,CYP
5,0.2298120506972313,0.0425680390788555,0.206208425720621,0.3501507537688443,0.5834525512637101,0.0885179826374534,0.1333182435491172,0.0476190476190476,0.0444624090541632,0.0495391705069124,0.2053475935828877,1.0,0.2612899798108596,0.6452573373032752,0.5669494651420139,0.3537735849056603,0.2796027501909854,0.0658411949685534,0.0315258511979823,0.6300813008130082,0.7422680412371134,1.0,1.0,0.5088131609870743,0.6043165467625906,0.0829026513666332,0.5660377358490569,0.1854673767396532,0.4176411873796615,0.5388127853881279,0.6175629580190852,0.0,0.0,1.0,4,1,2,Czech Republic,CZE
6,0.5650027427317608,0.0865317515701325,1.0,0.3579899497487436,0.2982832618025748,0.2030281107895825,0.1423721140787687,0.0952380952380952,0.1544058205335489,0.1578341013824884,0.0695187165775401,0.3963090397247419,0.5841037084263099,1.0,0.0,1.0,0.1961802902979373,0.3290094339622641,0.2627154266498528,0.0121951219512195,0.0,0.2114521264082788,0.1254185286715738,0.6874265569917757,0.8920863309352525,0.0824457953577579,0.4716981132075473,0.3713839399499103,0.0847744427513377,0.4764079147640792,0.8757870153232288,1.0,0.0,0.0,1,0,0,Denmark,DNK
7,0.7105118803591535,0.0020935101186322,0.6563192904656321,0.4288442211055276,0.1268478779208393,0.2105725506407606,0.2846310547759166,0.0476190476190476,0.1253031527890056,0.1232718894009216,0.3187165775401069,0.6614795120425399,0.6030177451917966,0.3840918757975329,0.1995573589081519,0.460691823899371,0.1507257448433918,0.1721698113207547,0.117696511139134,0.5081300813008132,0.2577319587628865,0.4702261088651624,0.2063605637032917,0.4336075205640419,0.5467625899280586,0.0089818169915613,0.5094339622641515,0.1441985645632844,0.5005758531485879,0.1126331811263317,0.5587605237246032,0.0,0.0,1.0,4,1,2,Estonia,EST
8,1.0,0.0628053035589672,0.2184035476718404,0.3671356783919598,0.4382451120648545,0.1166804464654815,0.2572430964237211,0.0,0.0590137429264349,0.0288018433179723,0.1187165775401069,0.4340006255864872,0.4226968441185847,0.4687367077839217,0.1350055330136481,0.3663522012578616,0.0824293353705118,0.5436320754716981,0.4367381252627155,0.0650406504065039,0.3711340206185567,0.0,0.0,0.8061104582843708,0.8776978417266186,0.0,0.5188679245283021,0.2908606415418266,0.1991772682707868,0.3774733637747337,0.793209278714665,1.0,0.0,0.0,1,0,0,Finland,FIN
9,0.4295406646072119,0.1221214235868807,0.5277161862527717,0.2676381909547739,0.5896518836433,0.1811699049193881,0.5069035762788592,0.0952380952380952,0.2966855295068714,0.0218894009216589,0.1935828877005347,0.2753362527369408,0.6121559876739986,0.6184602296894938,0.5389155293249723,0.880503144654088,0.1502673796791443,0.5583726415094339,0.1656158049600672,0.5650406504065042,0.1958762886597935,0.4086558426104033,0.5635774360198256,0.894242068155112,0.6115107913669071,0.072736212315473,0.4433962264150946,0.2647091663545519,0.0,0.2267884322678843,1.0,0.0,1.0,0.0,1,0,0,France,FRA
10,0.4509339723417155,0.151430565247732,0.4933481152993351,0.4334673366834171,0.7026704816404388,0.1744522529971062,0.2366455409687641,0.0952380952380952,0.2675828617623282,0.0794930875576036,0.0780748663101604,0.6600719424460432,0.4197216023801935,0.5227562739259889,0.4990778310586499,0.2091194968553459,0.1352177234530175,0.1334512578616352,0.210592686002522,0.4796747967479675,0.4536082474226806,0.1540971668673961,0.347904012141818,0.7379553466509989,0.942446043165468,0.1524339073515513,0.8773584905660385,0.35218990225116,0.2069498092301877,0.7656012176560123,0.9937284401463892,1.0,0.0,1.0,4,2,0,Germany,DEU
