,0,1,2,3,4,5,6,7,8,9,10,11,topic_id,topic_txt,topics,title,filename,x,y
0,0.4297370910644531,0.0,0.0,0.0,0.14027845859527588,0.11025042831897736,0.0,0.2673835754394531,0.0,0.0,0.04699868708848953,0.0,0,vaccine; antibody; protein; peptide; human; specific; epitope; development; base; cell,Topic: 0,neutralizing antibodies against porcine epidemic diarrhea virus block virus attachment and internalization,5e0c586f047ff909c8ed3fe171c8975a90608d08.json,-0.8116946,5.001091
1,0.32141444087028503,0.0,0.02685815468430519,0.0,0.0,0.14633986353874207,0.021511899307370186,0.4736509323120117,0.0,0.0,0.0,0.0,7,pedv; pig; strain; porcine; ibv; diarrhea; infection; swine; piglet; tgev,Topic: 7,a recombinant newcastle disease virus (ndv) expressing s protein of infectious bronchitis virus (ibv) protects chickens against ibv and ndv open,1579fbff7af9b156c6f49fee0526e48f852ea460.json,0.05657204,6.6594906
2,0.0759429931640625,0.0,0.1656981259584427,0.13441595435142517,0.6164945363998413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,cell; infection; viral; replication; antiviral; host; expression; ifn; induce; response,Topic: 4,potent inhibition of junín virus infection by interferon in murine cells,38aa050ad79d8a1d7022c33535255ce9d47914e5.json,-16.338213,18.42417
3,0.16910572350025177,0.013884072192013264,0.0,0.09469987452030182,0.3520364463329315,0.25539857149124146,0.0,0.0,0.04147905483841896,0.023519694805145264,0.023304859176278114,0.026145165786147118,4,cell; infection; viral; replication; antiviral; host; expression; ifn; induce; response,Topic: 4,2 convergent research center for emerging virus infection,61722c462b054f36461375e96e502cbf22648c04.json,-20.985825,5.454474
4,0.0,0.0,0.6604180932044983,0.0,0.197745218873024,0.13506923615932465,0.0,0.0,0.0,0.0,0.0,0.0,2,cell; response; mouse; immune; infection; disease; lung; immune_response; model; expression,Topic: 2,microglia play a major role in direct viral-induced demyelination,7107f088cbed45d8a06a026276ccf4d602d50f10.json,-5.8091993,24.885588
5,0.3836074471473694,0.0,0.0,0.0322076790034771,0.0,0.3707430362701416,0.0,0.0,0.17986926436424255,0.0,0.0,0.024171102792024612,0,vaccine; antibody; protein; peptide; human; specific; epitope; development; base; cell,Topic: 0,alternative conformations of a major antigenic site on rsv f,2188208efc7ac8e7721dfc5cbea787d5b62c3537.json,-14.231739,-7.116107
6,0.06769280880689621,0.0,0.0,0.09859831631183624,0.0,0.0,0.5094041228294373,0.0,0.0,0.0,0.10693708062171936,0.20869947969913483,6,sequence; gene; genome; sample; pcr; rna; assay; strain; detection; detect,Topic: 6,information theory-based algorithm for in silico prediction of pcr products with whole genomic sequences as templates,dd74c8f2961dc716ec9d0c412206c88e0cb9b314.json,5.6428723,-10.209368
7,0.5291613936424255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41366446018218994,0.0,0.0,0,vaccine; antibody; protein; peptide; human; specific; epitope; development; base; cell,Topic: 0,a chimeric sudan virus-like particle vaccine candidate produced by a recombinant baculovirus system induces specific immune responses in mice and horses,2530bf775255e8026438e91645aba95d0506928e.json,-7.5216637,-5.114358
8,0.30647051334381104,0.0,0.0,0.0,0.0,0.04817447066307068,0.3849562406539917,0.0,0.041611798107624054,0.16657504439353943,0.04859035834670067,0.0,6,sequence; gene; genome; sample; pcr; rna; assay; strain; detection; detect,Topic: 6,"integrated microfluidic nucleic acid isolation, isothermal amplification, and amplicon quantification",48bd5f768f3464ac253a120d2eddeb89c323f324.json,-2.1068804,-9.119738
9,0.06292285025119781,0.047096531838178635,0.0,0.0,0.5092051029205322,0.0,0.14729659259319305,0.0,0.21617846190929413,0.0,0.0,0.0,4,cell; infection; viral; replication; antiviral; host; expression; ifn; induce; response,Topic: 4,article 9 alangari aa (2020) multiple family members with delayed cord separtion and combined immunodeficiency with novel mutation in ikbkb,2f38704ef0009750d4c48d1cd7ac81e898023527.json,-14.845957,7.719831
