timestamp,load_MW,temperature,predicted_load
2021-02-02 00:00:00-05:00,12826.48225,33.95,12851.822
2021-02-02 01:00:00-05:00,12462.694583333336,35.41,12466.346
2021-02-02 02:00:00-05:00,12563.426583333334,35.63,12561.034
2021-02-02 03:00:00-05:00,12559.258916666666,35.59,12552.706
2021-02-02 04:00:00-05:00,12781.462666666666,34.74,12776.849
2021-02-02 05:00:00-05:00,13038.717416666666,34.61,13424.144
2021-02-02 06:00:00-05:00,13852.1345,33.7,14835.964
2021-02-02 07:00:00-05:00,14786.691083333331,31.95,14816.289
2021-02-02 08:00:00-05:00,15555.015916666664,30.99,15559.812
2021-02-02 09:00:00-05:00,15949.729,31.64,16346.954
2021-02-02 10:00:00-05:00,16188.304166666669,32.37,16208.383
2021-02-02 11:00:00-05:00,16369.143000000002,32.58,16373.164
2021-02-02 12:00:00-05:00,16428.95908333333,32.63,16424.197
2021-02-02 13:00:00-05:00,16280.307416666668,33.5,16256.188
2021-02-02 14:00:00-05:00,16130.8925,33.53,16135.892
2021-02-02 15:00:00-05:00,16328.79866666667,33.27,16318.012
2021-02-02 16:00:00-05:00,16713.782416666665,33.21,16739.256
2021-02-02 17:00:00-05:00,17450.735166666665,32.68,17438.205
2021-02-02 18:00:00-05:00,17277.971999999998,32.62,17274.727
2021-02-02 19:00:00-05:00,16600.154,32.52,16590.354
2021-02-02 20:00:00-05:00,15776.612166666666,32.53,15782.25
2021-02-02 21:00:00-05:00,14803.026999999996,32.48,14793.632
2021-02-02 22:00:00-05:00,13774.09816666667,32.7,14581.098
2021-02-02 23:00:00-05:00,13101.559416666669,32.52,13106.281
2021-02-03 00:00:00-05:00,12510.682083333337,32.3,12988.09
2021-02-03 01:00:00-05:00,12121.378750000002,31.8,12120.192
2021-02-03 02:00:00-05:00,12256.4735,31.27,12251.757
2021-02-03 03:00:00-05:00,12290.46575,30.52,12289.211
2021-02-03 04:00:00-05:00,12230.260500000002,30.45,12233.645
2021-02-03 05:00:00-05:00,12913.838166666666,30.34,12910.044
2021-02-03 06:00:00-05:00,14274.230416666664,31.67,13220.579
2021-02-03 07:00:00-05:00,15315.058916666669,32.59,15318.336
2021-02-03 08:00:00-05:00,15819.932083333331,33.87,15817.772
2021-02-03 09:00:00-05:00,15743.676583333334,34.67,15869.911
2021-02-03 10:00:00-05:00,15579.002333333332,35.06,15587.04
2021-02-03 11:00:00-05:00,15569.842416666668,36.45,15566.405
2021-02-03 12:00:00-05:00,15600.19375,35.75,15617.842
2021-02-03 13:00:00-05:00,15589.311166666666,35.44,15592.157
2021-02-03 14:00:00-05:00,15598.64325,34.8,15593.717
2021-02-03 15:00:00-05:00,15724.303333333335,34.47,15720.924
2021-02-03 16:00:00-05:00,16183.71525,34.28,16159.176
2021-02-03 17:00:00-05:00,17145.93775,33.62,17145.975
2021-02-03 18:00:00-05:00,17088.90125,33.54,16889.635
2021-02-03 19:00:00-05:00,16452.5575,33.46,16451.814
2021-02-03 20:00:00-05:00,15699.207666666663,32.45,15698.632
2021-02-03 21:00:00-05:00,14774.651083333336,31.77,14775.959
2021-02-03 22:00:00-05:00,13718.879181818183,32.35,13620.787
2021-02-03 23:00:00-05:00,12906.406833333333,31.66,12900.378
2021-02-04 00:00:00-05:00,12900.004666666666,31.68,12928.295
2021-02-04 01:00:00-05:00,12709.90733333333,32.37,12707.187
2021-02-04 02:00:00-05:00,12535.558916666669,31.6,12538.413
2021-02-04 03:00:00-05:00,12527.747000000005,31.17,12524.947
2021-02-04 04:00:00-05:00,12796.6155,31.63,12788.283
2021-02-04 05:00:00-05:00,13335.516833333331,32.5,13330.489
2021-02-04 06:00:00-05:00,14243.06983333333,33.67,14244.801
2021-02-04 07:00:00-05:00,15268.548666666664,34.83,15260.781
2021-02-04 08:00:00-05:00,15544.99066666667,36.85,15359.703
2021-02-04 09:00:00-05:00,15257.34625,37.28,15255.237
2021-02-04 10:00:00-05:00,14804.288083333333,38.38,14806.24
2021-02-04 11:00:00-05:00,14581.810083333332,38.12,14592.625
2021-02-04 12:00:00-05:00,14821.15875,37.64,14892.159
2021-02-04 13:00:00-05:00,14960.411166666663,36.94,14955.813
2021-02-04 14:00:00-05:00,14934.898333333333,36.7,14931.017
2021-02-04 15:00:00-05:00,14812.501416666666,36.16,14818.005
2021-02-04 16:00:00-05:00,15439.46125,35.64,15433.2
2021-02-04 17:00:00-05:00,16582.264916666667,34.27,16587.373
2021-02-04 18:00:00-05:00,16759.221333333335,33.8,16761.2
2021-02-04 19:00:00-05:00,16281.014916666669,32.92,16288.89
2021-02-04 20:00:00-05:00,15627.576833333333,32.98,15617.407
2021-02-04 21:00:00-05:00,14788.6825,32.36,14748.311
2021-02-04 22:00:00-05:00,13796.74058333333,30.57,13815.365
2021-02-04 23:00:00-05:00,13159.364333333331,30.17,13165.669
2021-02-05 00:00:00-05:00,12976.167,29.5,12987.871
2021-02-05 01:00:00-05:00,13127.803333333331,29.96,12566.144
2021-02-05 02:00:00-05:00,13016.005749999998,29.94,13014.381
2021-02-05 03:00:00-05:00,13037.2805,28.94,12705.422
2021-02-05 04:00:00-05:00,13358.870083333331,30.46,13357.822
2021-02-05 05:00:00-05:00,13847.339583333334,32.18,13217.535
2021-02-05 06:00:00-05:00,14534.248666666668,34.19,14529.551
2021-02-05 07:00:00-05:00,15471.797666666673,36.77,15468.67
2021-02-05 08:00:00-05:00,16037.49725,38.7,16031.451
2021-02-05 09:00:00-05:00,16299.17908333333,38.79,16301.187
2021-02-05 10:00:00-05:00,16359.486749999998,41.6,16343.867
2021-02-05 11:00:00-05:00,16290.830666666669,43.06,16285.099
2021-02-05 12:00:00-05:00,16042.27025,42.98,15574.226
2021-02-05 13:00:00-05:00,15642.74875,43.03,15639.324
2021-02-05 14:00:00-05:00,15317.840166666669,42.29,15316.801
2021-02-05 15:00:00-05:00,15130.200916666668,41.91,15144.018
2021-02-05 16:00:00-05:00,15403.203666666666,41.02,15409.844
2021-02-05 17:00:00-05:00,16265.90625,40.96,16263.474
2021-02-05 18:00:00-05:00,16307.765999999998,40.19,16311.592
2021-02-05 19:00:00-05:00,15730.064083333333,39.12,15727.415
2021-02-05 20:00:00-05:00,15305.219166666668,37.88,15307.482
2021-02-05 21:00:00-05:00,14819.24925,35.5,14848.731
2021-02-05 22:00:00-05:00,13707.17758333333,35.66,13720.711
2021-02-05 23:00:00-05:00,13263.05175,35.69,13254.742
2021-02-06 00:00:00-05:00,12781.547583333331,35.55,12762.265
2021-02-06 01:00:00-05:00,12675.563916666666,35.28,12252.014
2021-02-06 02:00:00-05:00,12472.292083333336,34.37,12478.121
2021-02-06 03:00:00-05:00,12430.776416666666,33.47,12458.215
2021-02-06 04:00:00-05:00,12575.024000000005,32.48,12575.938
2021-02-06 05:00:00-05:00,12754.474833333332,34.25,12786.8
2021-02-06 06:00:00-05:00,13332.635083333334,35.8,13331.561
2021-02-06 07:00:00-05:00,13541.634583333333,37.51,13545.051
2021-02-06 08:00:00-05:00,13438.324333333332,39.61,13447.451
2021-02-06 09:00:00-05:00,13091.355416666667,41.43,13090.526
2021-02-06 10:00:00-05:00,12685.303833333332,42.2,12681.742
2021-02-06 11:00:00-05:00,12523.835833333336,43.18,12525.437
2021-02-06 12:00:00-05:00,12476.431833333334,41.97,12479.184
2021-02-06 13:00:00-05:00,12574.707833333334,41.56,12570.879
2021-02-06 14:00:00-05:00,12834.364166666668,41.35,12842.293
2021-02-06 15:00:00-05:00,13061.447416666668,40.22,13545.604
2021-02-06 16:00:00-05:00,14069.295916666668,39.98,14059.845
2021-02-06 17:00:00-05:00,15400.101833333334,39.25,14434.401
2021-02-06 18:00:00-05:00,15664.680916666666,37.45,15664.399
2021-02-06 19:00:00-05:00,15209.740333333337,35.66,15212.464
2021-02-06 20:00:00-05:00,14694.763916666669,34.23,14465.721
2021-02-06 21:00:00-05:00,14053.107166666668,33.57,14075.78
2021-02-06 22:00:00-05:00,13502.747833333333,33.42,13473.315
2021-02-06 23:00:00-05:00,12645.898333333333,31.56,12642.861
2021-02-07 00:00:00-05:00,12021.3955,31.27,12058.132
2021-02-07 01:00:00-05:00,11683.15058333333,31.82,11672.588
2021-02-07 02:00:00-05:00,11522.39975,31.18,11518.328
2021-02-07 03:00:00-05:00,11487.874583333332,31.23,11493.05
2021-02-07 04:00:00-05:00,11582.610833333334,31.7,11581.771
2021-02-07 05:00:00-05:00,11896.780583333331,34.53,11897.529
2021-02-07 06:00:00-05:00,12418.058,36.98,12423.072
2021-02-07 07:00:00-05:00,12948.476333333332,38.05,12945.865
2021-02-07 08:00:00-05:00,13683.069166666666,38.66,13680.066
2021-02-07 09:00:00-05:00,14409.723416666668,34.47,14403.967
2021-02-07 10:00:00-05:00,15015.68,32.8,15013.993
2021-02-07 11:00:00-05:00,15600.76275,32.64,15599.86
2021-02-07 12:00:00-05:00,15993.843333333336,31.55,12839.788
2021-02-07 13:00:00-05:00,16093.654,31.68,16069.444
2021-02-07 14:00:00-05:00,16067.075083333331,30.95,16055.934
2021-02-07 15:00:00-05:00,16096.797249999998,29.93,16077.198
2021-02-07 16:00:00-05:00,16390.206166666663,30.35,16363.302
2021-02-07 17:00:00-05:00,17103.049833333334,28.61,17102.018
2021-02-07 18:00:00-05:00,16838.129416666667,28.4,16835.037
2021-02-07 19:00:00-05:00,15843.855166666666,28.39,15855.306
2021-02-07 20:00:00-05:00,15198.317333333332,29.45,16076.213
2021-02-07 21:00:00-05:00,14478.72875,30.28,14513.207
2021-02-07 22:00:00-05:00,13913.402083333329,29.53,13897.193
2021-02-07 23:00:00-05:00,13216.840916666668,25.84,13867.683
2021-02-08 00:00:00-05:00,12785.64175,24.47,13822.375
2021-02-08 01:00:00-05:00,12980.0045,23.33,12986.427
2021-02-08 02:00:00-05:00,13052.540333333336,22.41,13053.723
2021-02-08 03:00:00-05:00,13181.018749999996,21.38,12846.551
2021-02-08 04:00:00-05:00,13130.54525,21.07,13128.404
2021-02-08 05:00:00-05:00,13601.908416666663,22.45,13601.869
2021-02-08 06:00:00-05:00,14815.008583333336,22.95,14806.379
2021-02-08 07:00:00-05:00,15936.206583333334,25.28,15912.709
2021-02-08 08:00:00-05:00,16423.963333333333,24.68,16412.703
2021-02-08 09:00:00-05:00,16473.34175,25.88,16461.812
2021-02-08 10:00:00-05:00,16394.202999999998,26.87,16907.18
2021-02-08 11:00:00-05:00,16231.626416666666,29.53,15756.733
2021-02-08 12:00:00-05:00,15990.425666666664,29.35,16003.707
2021-02-08 13:00:00-05:00,15731.449666666666,28.68,15834.658
2021-02-08 14:00:00-05:00,15516.54475,28.52,15776.639
2021-02-08 15:00:00-05:00,15610.37583333333,28.7,15637.727
2021-02-08 16:00:00-05:00,16220.007166666668,26.63,16258.635
2021-02-08 17:00:00-05:00,17455.422916666666,26.18,17452.793
2021-02-08 18:00:00-05:00,17752.70391666667,25.99,17722.107
2021-02-08 19:00:00-05:00,17311.37525,24.13,17294.336
2021-02-08 20:00:00-05:00,16647.902583333333,24.49,16629.98
2021-02-08 21:00:00-05:00,15725.148833333336,25.15,15108.016
2021-02-08 22:00:00-05:00,14679.32275,24.5,14680.559
2021-02-08 23:00:00-05:00,14019.743833333332,25.33,14462.936
2021-02-09 00:00:00-05:00,13503.095333333333,24.6,13184.47
2021-02-09 01:00:00-05:00,13385.4305,23.98,13382.841
