Country,Month,Year,Lat,Lon,Value,ISO2,ISO3
Guinea,1,2003,9.95,-9.7,1,GN,GIN
Liberia,1,2010,6.43,-9.43,1,LR,LBR
Mali,6,2009,17.57,-4.0,1,ML,MLI
Mali,3,2012,17.57,-4.0,1,ML,MLI
Nigeria,1,1969,9.08,8.68,1,NG,NGA
Nigeria,1,2008,9.08,8.68,11,NG,NGA
Nigeria,1,2009,9.08,8.68,35,NG,NGA
Nigeria,1,2010,9.08,8.68,13,NG,NGA
Nigeria,1,2011,9.08,8.68,22,NG,NGA
Nigeria,1,2012,9.08,8.68,30,NG,NGA
Nigeria,9,2015,9.08,8.68,3,NG,NGA
Nigeria,11,2015,9.08,8.68,4,NG,NGA
Nigeria,12,2015,9.08,8.68,3,NG,NGA
Nigeria,1,2016,9.08,8.68,11,NG,NGA
Nigeria,2,2016,9.08,8.68,13,NG,NGA
Nigeria,3,2016,9.08,8.68,3,NG,NGA
Nigeria,4,2016,9.08,8.68,6,NG,NGA
Nigeria,5,2016,9.08,8.68,2,NG,NGA
Nigeria,6,2016,9.08,8.68,2,NG,NGA
Nigeria,7,2016,9.08,8.68,1,NG,NGA
Nigeria,8,2016,9.08,8.68,1,NG,NGA
Nigeria,9,2016,9.08,8.68,4,NG,NGA
Nigeria,10,2016,9.08,8.68,3,NG,NGA
Nigeria,11,2016,9.08,8.68,4,NG,NGA
Sierra Leone,1,2009,8.46,-11.78,8,SL,SLE
Sierra Leone,1,2010,8.46,-11.78,8,SL,SLE
Sierra Leone,1,2011,8.46,-11.78,20,SL,SLE
Sierra Leone,1,2012,8.46,-11.78,33,SL,SLE
Sierra Leone,1,2013,8.46,-11.78,19,SL,SLE
Togo,2,2016,8.62,0.82,1,TG,TGO
Togo,3,2016,8.62,0.82,1,TG,TGO
