,x,y,z
Digit 2,-6.6288285,-0.70680904,-7.3469353
Digit 7,0.32211885,10.966709,3.7411418
Digit 1,-7.1671195,9.004769,-2.2193909
Digit 3,-7.646516,-8.938443,-2.250678
Digit 5,-0.1806303,-5.390644,5.1158743
Digit 3,-3.3264163,-6.995999,2.7337523
Digit 8,-5.034666,0.45814946,2.2990932
Digit 6,6.3596864,-9.329005,-1.6533369
Digit 7,2.076328,9.362058,9.320156
Digit 0,-5.566263,-17.15251,1.0327466
Digit 3,-5.629475,-2.323022,6.402172
Digit 3,-9.609036,-6.611279,-2.7919915
Digit 1,-2.459622,10.875214,-6.652869
Digit 2,-2.650698,1.2916026,-13.026371
Digit 1,0.84755653,10.781735,-7.7394757
Digit 0,-0.5194866,-17.831032,-0.59887856
Digit 0,-4.9745603,-16.921822,-5.657404
Digit 3,-8.339988,-5.479904,-1.5042727
Digit 9,4.7798934,1.9309099,12.331937
Digit 0,-4.5304246,-17.66567,-3.328663
Digit 0,-5.0568614,-14.032463,-6.7980914
Digit 7,2.58237,14.684238,1.8796282
Digit 6,7.7434173,-12.864471,-0.29260144
Digit 7,2.3406143,11.961958,5.770252
Digit 7,1.39917,14.9242935,4.7572956
Digit 7,-0.21908632,11.905688,4.722775
Digit 0,-1.863072,-16.875463,-6.4797077
Digit 8,-4.9129214,-9.691725,6.551187
Digit 2,7.880692,-3.147107,5.779768
Digit 0,-1.8602012,-16.35262,-5.848832
Digit 1,-11.531716,9.059543,-0.81837356
Digit 3,-2.9334593,-6.240889,5.1780477
Digit 7,2.9336147,16.58372,3.608931
Digit 1,-9.6474285,7.7836347,-1.3220084
Digit 3,-6.8992157,-10.690793,0.0822232
Digit 2,-11.071686,3.1422129,-9.822443
Digit 3,-8.502899,-8.60929,4.9838724
Digit 0,-2.5645974,-16.195036,-4.156999
Digit 0,1.6219108,-10.905228,-5.4736147
Digit 7,-0.3078538,7.599746,9.547613
Digit 5,-0.8382765,-7.7818613,-0.7561328
Digit 3,-6.6261024,-5.905969,6.2271743
Digit 8,-3.5716345,-9.164347,3.7763078
Digit 9,4.755369,4.110933,7.2855844
Digit 6,4.242686,-7.280116,-3.9795966
Digit 3,-3.8173447,-10.337294,4.6319237
Digit 7,-3.1154308,10.078592,-3.370662
Digit 4,9.737783,-1.1201496,9.385214
Digit 4,9.167199,6.748006,0.060242813
Digit 8,-2.0870926,-1.1248366,-3.1298192
Digit 6,8.689845,-10.1131,-2.9340477
Digit 4,4.7789364,1.8380479,4.818429
Digit 3,-4.8386717,-8.369033,2.7053077
Digit 5,0.36299583,-6.4076324,1.353768
Digit 7,1.4275361,13.28721,6.8635383
Digit 8,-5.03156,1.267802,2.2235374
Digit 4,9.483924,8.946233,-0.82888013
Digit 9,2.9503694,3.5525537,9.3257
Digit 7,-3.4887094,9.258967,3.1899905
Digit 9,6.8850336,9.614061,5.7705593
Digit 8,-1.9407933,5.9279594,-3.2473876
Digit 0,-0.8357025,-13.802859,-0.9197973
Digit 2,-6.3643866,3.3456926,-11.781646
Digit 9,-1.4496796,10.389968,-2.9878545
Digit 5,0.35459393,-8.532578,3.2534008
Digit 6,5.0142074,-10.518366,-5.668858
Digit 7,2.5112867,16.15204,3.182924
Digit 4,7.583504,10.687583,-1.4545557
Digit 2,-6.330238,0.13612854,-9.94916
Digit 9,-7.86701,-17.0906,-1.7684512
Digit 7,-0.20441157,11.743259,8.535796
Digit 9,5.501017,8.940308,1.4663166
Digit 6,7.215697,-15.48057,4.2284584
Digit 3,-6.225453,-6.128369,-0.7242775
Digit 9,-0.39643142,8.078617,-2.5629168
Digit 3,-4.3498774,-6.640073,-2.3139012
Digit 5,4.0977373,0.96816826,1.707966
Digit 9,8.184363,6.3744144,8.115722
Digit 7,0.29575872,15.679735,2.7704322
Digit 2,-5.1781416,-0.6815559,-12.660318
Digit 2,-4.13778,-14.772624,-10.029599
Digit 8,-0.56554925,7.142798,-1.5100534
Digit 8,-3.9598885,0.17238638,-1.2008168
Digit 9,6.217858,4.8303103,9.753776
Digit 1,-3.0594065,7.9324985,-7.4264746
Digit 8,-12.957102,3.5482771,2.3447433
Digit 4,8.358164,5.3483963,2.376458
Digit 7,3.511344,16.7258,3.061362
Digit 0,-2.4183307,-13.093927,-6.4936757
Digit 3,-2.924542,-7.2319202,4.236374
Digit 5,5.553314,-1.3946451,-5.801588
Digit 7,1.2182025,12.583894,1.1767691
Digit 5,5.534299,0.8863729,-6.087627
Digit 6,9.976989,-10.141508,-0.22873202
Digit 0,0.7555651,-11.266241,-6.083075
Digit 4,5.5806975,5.3010902,0.29599863
Digit 6,6.624822,-9.283848,-2.9772048
Digit 1,-9.369431,10.569522,-4.5197654
Digit 0,0.7826527,-13.831951,1.4089887
Digit 8,-0.6837959,1.3288115,-3.1218326
Digit 1,-6.578736,6.709187,-2.0915692
Digit 9,3.8475819,5.0749183,7.812907
Digit 3,-5.8386974,-7.7346087,-6.325961
Digit 1,-2.6146498,7.5101886,-6.9120846
Digit 2,-3.740371,3.923022,-11.349181
Digit 8,-4.94979,-0.31504676,-0.35950497
Digit 3,-0.08013045,-3.19694,3.2286444
Digit 1,-2.980824,11.648243,-7.052733
