,x,y,z
rt,-0.12479476,-0.14593925,-0.12561536
i,0.22783466,-0.11912982,1.6206115
a,0.14442335,-0.006956013,0.1316382
the,0.28836453,-0.10659012,1.6062502
you,0.22016545,-0.12919897,1.6275034
to,0.25366753,-0.09339876,1.4349436
me,0.1375099,-0.012120842,0.08632565
de,0.53736454,0.41399416,-1.7383536
que,0.4293558,0.42718947,-1.7491482
and,0.267407,-0.11698343,1.6292092
my,0.25096324,-0.11803171,1.6326084
no,0.15713686,0.00506239,-0.05393702
is,0.2679567,-0.10692,1.6397026
it,0.22645469,-0.11982533,1.6110073
in,0.29350096,-0.10588202,1.6319362
n,0.027500588,0.019034088,-0.12850367
for,0.26821092,-0.10029986,1.4930766
of,0.28927517,-0.10635726,1.6246475
la,0.6164195,0.42758912,-1.7019466
do,0.21154104,-0.044110328,1.0924014
n't,0.21223712,-0.1229022,1.6108624
that,0.21619774,-0.12585591,1.636075
on,0.2970766,-0.069428645,1.4180665
y,0.9679169,0.32567647,-1.6776713
e,-0.16046092,0.13847916,-0.6301587
o,-0.13231012,0.16653094,-0.7182006
u,-0.007479859,-0.005803042,-0.11394151
en,0.6737659,0.40348297,-1.7364348
this,0.25445077,-0.10454503,1.5527917
el,0.98221266,0.34007823,-1.7083142
so,0.19244511,-0.11496848,1.5368403
be,0.23732041,-0.10747012,1.5892124
with,0.2759243,-0.11082556,1.6064352
just,0.2237237,-0.117742285,1.6021645
your,0.24735095,-0.12737963,1.6599721
like,0.20568116,-0.09403761,1.4873588
have,0.24475682,-0.116217814,1.6027503
te,0.45037618,0.4176093,-1.740423
at,0.32098216,-0.080379315,1.4966984
love,0.12146856,-0.11120733,1.1876446
se,0.45548418,0.42421845,-1.7381387
are,0.23148699,-0.12551638,1.6174802
m,-0.0076007824,0.024257105,-0.19524764
r,0.0036808003,0.016930405,-0.17012063
if,0.22942115,-0.12312074,1.6036574
all,0.26787007,-0.09624484,1.5336457
b,-0.005006975,0.012746869,-0.16999415
not,0.21876416,-0.12145647,1.6240351
but,0.2081061,-0.12490054,1.6215843
we,0.24524926,-0.11168658,1.5536172
es,0.9999458,0.34114012,-1.7203541
ya,-0.58775014,-0.53378767,-0.4819421
follow,0.050406627,-0.13495027,0.112143755
up,0.2712937,-0.074116126,1.4324163
what,0.19434233,-0.12152571,1.5857536
get,0.24879804,-0.10134955,1.5227215
lol,-0.33039948,-0.107837744,1.2122017
un,0.6965095,0.4453453,-1.7143046
lo,0.87706023,0.3470853,-1.6694127
when,0.2118527,-0.12323522,1.6136878
was,0.23832627,-0.10798519,1.6309748
one,0.23970929,-0.095372565,1.4450296
por,0.36907417,0.40636197,-1.7494694
si,0.7775584,0.3932002,-1.689791
out,0.27695537,-0.08485991,1.47852
mi,0.9657088,0.33418298,-1.692655
can,0.23456824,-0.11283781,1.6099031
he,0.21725513,-0.114597484,1.5185608
con,0.9734551,0.34252295,-1.7037073
they,0.23310071,-0.12770517,1.6443216
now,0.25195867,-0.097423695,1.5050472
go,0.27478048,-0.066447325,1.3356487
para,0.3667094,0.4017582,-1.7461121
los,1.0992248,0.34426588,-1.7529649
know,0.16204977,-0.12066571,1.5545943
haha,-0.49180698,-0.3237888,-0.18156466
good,0.2070815,-0.10406037,1.4156966
tu,0.5825077,0.4098294,-1.6819656
back,0.20988257,-0.091803975,1.1096926
about,0.19908878,-0.1263318,1.6179941
new,0.36621583,-0.06270202,1.2920728
as,0.23101686,-0.035172366,0.9883983
day,0.4027482,-0.04190402,1.3570061
how,0.20455088,-0.12232282,1.6017365
who,0.23089683,-0.12579426,1.6178827
will,0.26094744,-0.10449243,1.5066781
want,0.23663609,-0.11529353,1.5905292
people,0.19463292,-0.124834634,1.605449
yo,0.08326964,-0.09064512,-0.5122101
eu,-0.9047955,0.66416854,-1.4987838
from,0.3186522,-0.088176526,1.4952754
di,-0.55769485,-0.21597141,-0.81170154
time,0.32383355,-0.04456656,1.3080684
s,-0.013383702,0.023610678,-0.19578336
aku,-1.1527454,-1.0195459,-0.7856716
da,-0.22301732,0.18606003,-0.745641
una,0.973957,0.3383277,-1.6974715
got,0.23640645,-0.10143084,1.5508972
las,1.091441,0.34375906,-1.750383
more,0.25098306,-0.11614224,1.5589302
x,-0.18764885,-0.04683247,-0.3351563
she,0.19874947,-0.11330772,1.5674274
today,0.342544,-0.06436928,1.4105878
k,-0.27001104,0.074122876,-0.6003622
by,0.32904854,-0.07940404,1.453553
or,0.23743947,-0.11005298,1.5395335
too,0.19561423,-0.116315044,1.5195763
le,0.6167398,0.49034593,-1.7116368
see,0.2177079,-0.10447192,1.4612529
why,0.13885789,-0.12137414,1.5576304
yg,-1.2421618,-1.1148397,-0.82569444
ca,0.26400778,-0.048719615,1.2626977
como,0.37390348,0.40208972,-1.7402294
her,0.22562349,-0.08310496,1.5205657
q,0.30796152,0.37428936,-1.6559398
need,0.24019483,-0.099822275,1.4911852
an,0.26186067,-0.07306971,1.4504738
na,-0.5226029,0.01159271,-1.055165
there,0.22897886,-0.11212308,1.5624267
happy,0.03356601,-0.13241813,1.0437913
im,-0.23588438,-0.08186563,1.3402779
mas,0.2909028,0.37614828,-1.6852468
je,-0.5823874,1.354506,-1.3819839
life,0.20690127,-0.10286794,1.428355
really,0.18922628,-0.120089844,1.5726631
make,0.23445666,-0.10515994,1.5126495
yang,-1.2980554,-1.1780953,-0.86844635
shit,-0.3272835,-0.071354,1.3317152
think,0.19477178,-0.11895423,1.5697368
t,-0.01657116,0.02732066,-0.20720468
não,-1.0548788,0.6853196,-1.5022273
never,0.20799676,-0.10743014,1.4860586
some,0.256098,-0.104789674,1.5499965
oh,-0.28364435,-0.22223374,0.38582498
did,0.19682182,-0.11726699,1.5752213
would,0.22466736,-0.12160211,1.6035596
del,0.9795932,0.33951357,-1.7007895
d,-0.067978755,-0.007922709,-0.2558489
please,0.106279105,-0.1100626,0.88920045
via,0.37169224,-0.028252782,0.29991284
much,0.20333655,-0.12057475,1.5595894
fuck,-0.31324136,-0.072130114,1.3117217
al,0.96707964,0.33969244,-1.691703
dia,-0.5562249,-0.13260765,-1.1234
right,0.20495486,-0.09887398,1.4980562
best,0.26011103,-0.08219129,1.3238293
c,-0.036190018,0.030631429,-0.24780703
going,0.26259154,-0.080229715,1.4604194
pero,0.89851874,0.28430647,-1.6581476
only,0.24837999,-0.10949993,1.5208323
has,0.23414014,-0.11064267,1.4780536
twitter,0.12122424,-0.12574942,0.20204076
hahaha,-0.47595757,-0.3092207,-0.21083017
its,0.21916455,-0.1080567,1.5410767
nn,0.075849295,0.022760993,-0.040319532
am,0.2858189,-0.061242085,1.3471987
say,0.14825235,-0.10993429,1.3991734
them,0.24390991,-0.12292661,1.6172557
here,0.27522385,-0.08503397,1.445663
off,0.2935597,-0.062521614,1.3992836
still,0.20075507,-0.10957178,1.5135622
dan,-1.2477261,-1.119731,-0.8495271
night,0.43223238,-0.031850107,1.3555958
w,0.01470639,0.0015629592,-0.075196005
ada,-1.2290555,-1.0996678,-0.81854415
someone,0.17984508,-0.12537847,1.541877
even,0.21732353,-0.085839726,1.5518838
then,0.21252513,-0.10510384,1.4788243
ni,-0.45962155,-0.34045947,-0.55649394
come,0.2630587,-0.048814565,1.3375275
com,-0.9921412,0.6533552,-1.4555408
always,0.18870267,-0.113990046,1.463306
man,0.0630672,-0.053907678,1.2690092
been,0.23843399,-0.10708744,1.574518
his,0.242426,-0.10363783,1.5430907
itu,-1.2596506,-1.1333115,-0.8276321
over,0.2397911,-0.06754438,1.5044804
um,-1.000257,0.6498405,-1.4331163
hate,0.024743317,-0.1141408,1.5204813
girl,0.15016633,-0.05478972,1.1058139
ai,-0.6102002,0.42768323,-0.8813576
had,0.24330568,-0.10189772,1.6131686
pra,-1.0464047,0.67869264,-1.4944652
todo,0.35182086,0.40192714,-1.7410194
mais,-0.84978426,0.7459813,-1.4170359
feel,0.14454062,-0.10175288,1.4836966
let,0.2408573,-0.075443245,1.3888837
ini,-1.2481302,-1.1201723,-0.8300804
because,0.20948319,-0.12056594,1.5791522
thanks,-0.05511233,-0.1559991,0.8471694
ah,-0.42448312,-0.28395078,-0.19694747
way,0.2244661,-0.088655956,1.4226093
ever,0.22366913,-0.09821741,1.4508085
look,0.22170843,-0.05094577,1.2980813
tweet,0.09777075,-0.13145743,0.22367021
followers,0.04661598,-0.14415684,0.17521423
should,0.22829485,-0.11653298,1.5730177
our,0.29924265,-0.09240455,1.472273
xd,-0.4245735,-0.28836843,-0.23870245
aja,-1.1682842,-1.0259109,-0.72828144
esta,0.4688776,0.39388987,-1.7433269
school,0.42485088,-0.026942538,1.3448927
him,0.20478494,-0.120421804,1.5960413
ser,0.33854064,0.40031838,-1.7251031
take,0.23727939,-0.07938915,1.4008284
than,0.25153562,-0.11143975,1.5466064
video,0.48665628,0.08908933,0.50659764
em,-0.9522066,0.6205187,-1.3737427
last,0.38790372,-0.04609564,1.3499331
wanna,-0.11597655,-0.078237295,1.4245018
does,0.21948504,-0.121346325,1.5927227
us,0.28667784,-0.08660432,1.3972745
miss,0.0021753518,-0.13069262,0.9506327
l,0.0037294612,0.017295713,-0.16399041
ga,-1.1502256,-0.88281095,-0.65259093
better,0.19878295,-0.10908364,1.4669857
well,0.12701859,-0.12217751,1.3665314
could,0.2296457,-0.11816596,1.5854139
apa,-1.2018048,-1.0666153,-0.79132164
cuando,1.0461559,0.3349888,-1.7267681
team,0.21355633,0.0371467,0.1420353
ok,-0.25877926,-0.22242774,0.3845116
vida,0.3338303,0.40476996,-1.7408211
quiero,1.082369,0.33481637,-1.7474878
les,-0.34909323,1.3342955,-1.5723063
being,0.22532992,-0.114531726,1.5727552
real,0.32924706,0.023402106,0.9559116
down,0.27927727,-0.048864756,1.3428147
kamu,-1.2674413,-1.1419616,-0.82644284
everyone,0.22801411,-0.11148859,1.4288868
gonna,0.19313079,-0.08333072,1.44875
live,0.4506969,0.08541734,0.70538497
tonight,0.40184763,-0.034593467,1.3579323
yes,-0.04311331,-0.1400581,0.98649365
work,0.3645334,-0.058163386,1.374928
ass,-0.44997782,0.005035395,1.29357
retweet,0.042172227,-0.13771972,0.16200303
nada,0.32044363,0.3916309,-1.7207249
sama,-1.2144476,-1.0807662,-0.79843533
first,0.3733721,-0.04688141,1.3115202
photo,0.38357958,0.008771477,0.8051272
tomorrow,0.44421744,-0.019351479,1.3275808
where,0.23670267,-0.09361848,1.4811819
god,0.20476842,-0.09760329,1.3440337
son,0.95073396,0.36887687,-1.7068852
ke,-1.0082566,-0.84956354,-0.7830116
ta,-0.61026967,0.44484824,-1.0072814
f,0.052482132,0.012324763,-0.09614771
home,0.41393086,0.004895338,1.1846787
lagi,-1.2186857,-1.0890656,-0.8177674
thank,-0.021797996,-0.1476221,0.90850765
birthday,-0.0075330483,-0.13882436,0.9847395
ha,-0.058782775,-0.067563795,-0.2989843
great,0.26126507,-0.09298238,1.4296592
lmao,-0.3946645,-0.08471279,1.3060318
omg,-0.09620809,-0.11936268,0.9750117
morning,0.43490008,-0.030668741,1.332732
más,1.0905037,0.34000942,-1.7469457
mau,-1.1828076,-1.0417515,-0.74454725
baby,0.0819885,-0.069884315,0.9660857
dont,-0.1686756,-0.086600915,1.4419769
their,0.26302245,-0.11158636,1.5581546
p,-0.23125571,0.06985923,-0.5351203
things,0.20225991,-0.11403883,1.492028
game,0.5547709,0.07769119,0.6903924
pas,-0.5443003,1.4144726,-1.4510909
bad,0.04243052,-0.06787382,1.3318912
year,0.40400964,-0.037531752,1.2847834
yeah,-0.10753153,-0.14827937,0.9977996
su,0.97476935,0.33679956,-1.6985775
bitch,-0.4645095,-0.016682064,1.2873747
