,x,y,z
Sandal,-0.2414669,0.0639081,3.1946392
Sneaker,-1.025652,3.5036955,0.70662415
Shirt,1.2692456,-3.5511062,-2.1906629
Dress,-1.934311,0.9793656,-0.7590706
Pullover,0.16994034,-2.3156676,1.1137788
Sandal,0.12306038,3.3597674,1.2250868
T-Shirt,0.9113475,0.8561949,-1.6504235
Coat,-0.55650294,-0.7133707,-1.9776131
Dress,-0.32811123,1.1119103,-1.7681103
Sneaker,-0.025122674,3.5381024,0.83912957
Shirt,0.47517762,-0.027998528,-1.5731267
Shirt,-1.9931632,-0.012048488,-1.2488678
Trouser,0.7761606,0.96362597,0.13926978
Sandal,-1.7161785,2.2686603,2.2887192
T-Shirt,-1.5970907,0.19407357,-1.0465702
Coat,1.1250417,-2.267386,0.31878415
Bag,-2.2223105,-2.7002442,-2.1110075
Bag,-3.5301535,-1.8737148,0.23105127
Coat,-0.34610036,-0.34295782,-0.6805636
Coat,0.06383311,-2.822157,-2.7567823
Pullover,0.45306206,-1.9298598,-2.3458283
Sneaker,-1.1240249,3.505831,1.057369
Dress,-1.572621,-0.24845265,0.16959721
Ankle boot,1.74779,-0.60033154,2.8728504
Bag,-3.5305989,-1.9230638,0.12881172
Ankle boot,1.2585186,0.9343179,3.4926188
Dress,-2.722729,0.86044574,-0.7134451
Pullover,2.5348039,-2.5241728,-1.7666392
Ankle boot,1.2230214,1.0337299,3.5305383
Pullover,1.2717831,-2.2817001,0.12528175
Ankle boot,0.4778182,2.8228216,2.2150548
Coat,1.4905698,-2.575864,-0.99043626
Dress,-0.55972135,-0.4040632,-2.0159583
T-Shirt,0.5783331,-0.2604553,0.7247325
Pullover,-0.16833411,-2.231464,1.3841047
Shirt,0.5965115,-2.2316558,-0.8185765
Coat,0.7580465,-2.7604363,-3.0424123
Trouser,0.7704667,0.96050084,0.13617224
Pullover,-1.7064285,-0.41576818,1.2083838
T-Shirt,0.95819724,1.0775179,-2.5004284
Dress,-2.4775038,0.8447513,-0.6413626
Shirt,-0.3435824,-1.6243376,1.5712548
Bag,-2.6248417,-2.4675188,-1.8881235
Trouser,2.4136195,1.1767755,0.350515
Shirt,0.87201697,-2.4985015,-0.85944676
Shirt,-1.798719,-2.639712,-1.9992924
Shirt,-1.136281,-2.5682569,-2.2448041
Sandal,-1.409316,3.0319097,1.8943545
Dress,0.038042687,-1.9645711,-0.98912853
Dress,-0.9365362,-0.41353345,-1.8087629
Shirt,0.7691621,0.575424,-2.4722872
Sneaker,-1.4578608,3.7401042,-0.15892729
Pullover,-0.22171953,-2.2066543,1.3853829
Coat,2.0404692,-3.158205,-2.0328197
Sneaker,-0.83146214,3.904067,-0.37021425
Ankle boot,1.2552384,1.0531569,3.5364532
Sandal,-2.2730896,2.7961705,1.9456158
Dress,-3.173365,0.93430394,0.2988803
Coat,-0.6250357,-0.51521254,-1.9880177
Dress,-2.5525277,0.22131063,0.9049632
Sneaker,0.3675066,2.8959467,2.1517894
Ankle boot,0.4778262,0.17823292,3.144828
Dress,-0.4018029,-1.6546705,1.582677
Bag,-3.6128643,-1.9475107,0.13909037
Dress,-0.7586734,-0.36534226,-1.8176099
T-Shirt,0.40821728,1.1286066,-2.7725954
T-Shirt,-1.8027416,-0.028929992,-1.363664
Coat,-0.5028168,-0.7050787,-1.8233091
Pullover,0.39500618,-2.3786502,0.8945847
Pullover,0.56553656,-2.3589683,0.815203
Dress,-1.4385562,1.1034518,-0.59967583
Trouser,2.7158926,2.3267078,0.7014465
Ankle boot,-0.27431998,1.4589264,2.877593
T-Shirt,0.9197741,1.005527,-2.4791043
Sneaker,-1.2278187,3.9306934,-0.59128356
Sandal,-0.88329244,0.378433,3.216595
Shirt,0.05547565,-2.4295282,-1.5542784
Pullover,1.8523172,-2.890843,-1.1109631
Ankle boot,1.4778917,0.48919687,3.5456166
Dress,-1.2399546,0.8124364,-1.2281466
Shirt,0.90226924,0.8933155,-2.0387774
Trouser,2.7260292,2.1526306,0.8142875
T-Shirt,0.6077584,1.119331,-2.8451254
Sneaker,-1.6873548,3.6048727,0.11258783
Trouser,3.3994007,1.603023,-0.6634266
Sneaker,-0.20093772,3.6191075,0.5151821
Pullover,1.1643156,-1.7909927,-2.2286615
Sneaker,-1.3504649,3.602604,0.21750295
Pullover,0.95743275,-1.8102767,-2.286873
Trouser,2.6448514,2.2476614,0.6716342
Sneaker,-0.037041288,3.7285511,0.3714214
Pullover,1.5461733,-1.7192736,-2.6465673
Pullover,1.5200936,-2.0848782,-1.4493564
Pullover,1.1251733,-1.559995,-2.564985
Dress,-0.16995057,0.65775543,-0.4304944
Ankle boot,1.1484624,2.3350768,2.9459853
Coat,0.98880965,-3.4525456,-1.9499929
Dress,0.41378552,-2.2608697,-0.47516972
Coat,-0.5060704,-0.7721752,-1.9311284
Trouser,3.370093,2.619008,0.17083696
Coat,0.03057033,-1.9184531,-0.8780956
Shirt,-0.070124276,-2.3000576,-2.4120595
Shirt,0.12501068,-2.2675006,0.4486294
T-Shirt,-1.0935946,0.7224042,-1.2085544
