Country,Month,Year,Lat,Lon,Value,ISO2,ISO3
Australia,1,1993,-25.27,133.78,1,AU,AUS
Australia,1,1997,-25.27,133.78,2,AU,AUS
Australia,1,2002,-25.27,133.78,1,AU,AUS
Australia,1,2003,-25.27,133.78,2,AU,AUS
Australia,1,2004,-25.27,133.78,1,AU,AUS
Australia,1,2006,-25.27,133.78,1,AU,AUS
Australia,1,2008,-25.27,133.78,1,AU,AUS
Australia,1,2010,-25.27,133.78,1,AU,AUS
Australia,1,2015,-25.27,133.78,1,AU,AUS
Bangladesh,7,2006,23.68,90.36,2,BD,BGD
Bangladesh,9,2007,23.68,90.36,1,BD,BGD
Bangladesh,8,2008,23.68,90.36,2,BD,BGD
Bangladesh,9,2008,23.68,90.36,1,BD,BGD
Bangladesh,10,2009,23.68,90.36,3,BD,BGD
Belize,1,2002,17.19,-88.5,1,BZ,BLZ
Brazil,1,1990,-14.24,-51.93,1,BR,BRA
Brazil,1,1994,-14.24,-51.93,2,BR,BRA
Brazil,1,1995,-14.24,-51.93,3,BR,BRA
Brazil,1,1997,-14.24,-51.93,3,BR,BRA
Brazil,1,1998,-14.24,-51.93,3,BR,BRA
Brazil,1,1999,-14.24,-51.93,3,BR,BRA
Brazil,1,2000,-14.24,-51.93,2,BR,BRA
Brazil,1,2001,-14.24,-51.93,2,BR,BRA
Brazil,1,2002,-14.24,-51.93,3,BR,BRA
Brazil,1,2003,-14.24,-51.93,2,BR,BRA
Brazil,1,2004,-14.24,-51.93,2,BR,BRA
Brazil,1,2006,-14.24,-51.93,1,BR,BRA
Brazil,5,2006,-14.24,-51.93,1,BR,BRA
Brazil,1,2008,-14.24,-51.93,3,BR,BRA
Brazil,6,2008,-14.24,-51.93,1,BR,BRA
Brazil,1,2009,-14.24,-51.93,3,BR,BRA
Brazil,1,2010,-14.24,-51.93,3,BR,BRA
Brazil,2,2010,-14.24,-51.93,2,BR,BRA
Brazil,3,2010,-14.24,-51.93,3,BR,BRA
Brazil,4,2010,-14.24,-51.93,2,BR,BRA
Brazil,5,2010,-14.24,-51.93,2,BR,BRA
Brazil,10,2012,-14.24,-51.93,1,BR,BRA
Brazil,11,2012,-14.24,-51.93,1,BR,BRA
Brazil,1,2013,-14.24,-51.93,1,BR,BRA
Brazil,2,2013,-14.24,-51.93,3,BR,BRA
Brazil,4,2014,-14.24,-51.93,1,BR,BRA
Brunei,1,2006,-14.24,-51.93,1,BR,BRA
Burkina Faso,1,1983,12.24,-1.56,2,BF,BFA
Burkina Faso,1,1986,12.24,-1.56,2,BF,BFA
Burkina Faso,1,2016,12.24,-1.56,1,BF,BFA
Burkina Faso,11,2016,12.24,-1.56,2,BF,BFA
Cambodia,1,2002,12.57,104.99,1,KH,KHM
Cambodia,1,2007,12.57,104.99,1,KH,KHM
Cambodia,1,2008,12.57,104.99,3,KH,KHM
Cambodia,1,2009,12.57,104.99,1,KH,KHM
China,1,1985,35.86,104.2,1,CN,CHN
China,1,1987,35.86,104.2,1,CN,CHN
China,1,1989,35.86,104.2,1,CN,CHN
China,1,1993,35.86,104.2,2,CN,CHN
China,1,1998,35.86,104.2,2,CN,CHN
China,1,1999,35.86,104.2,1,CN,CHN
China,1,2000,35.86,104.2,1,CN,CHN
China,1,2001,35.86,104.2,3,CN,CHN
China,1,2003,35.86,104.2,1,CN,CHN
China,1,2005,35.86,104.2,1,CN,CHN
China,1,2007,35.86,104.2,3,CN,CHN
China,8,2007,35.86,104.2,1,CN,CHN
China,1,2008,35.86,104.2,1,CN,CHN
China,10,2009,35.86,104.2,1,CN,CHN
China,1,2010,35.86,104.2,2,CN,CHN
China,9,2010,35.86,104.2,1,CN,CHN
China,1,2012,35.86,104.2,1,CN,CHN
China,9,2012,35.86,104.2,1,CN,CHN
China,1,2013,35.86,104.2,3,CN,CHN
China,9,2013,35.86,104.2,3,CN,CHN
China,11,2013,35.86,104.2,1,CN,CHN
China,1,2014,35.86,104.2,3,CN,CHN
China,9,2014,35.86,104.2,3,CN,CHN
China,10,2014,35.86,104.2,3,CN,CHN
China,1,2015,35.86,104.2,2,CN,CHN
China,8,2015,35.86,104.2,3,CN,CHN
China,9,2015,35.86,104.2,3,CN,CHN
China,11,2015,35.86,104.2,3,CN,CHN
Colombia,1,2005,4.57,-74.3,1,CO,COL
Colombia,1,2013,4.57,-74.3,2,CO,COL
Colombia,1,2014,4.57,-74.3,2,CO,COL
Costa Rica,1,2003,9.75,-83.75,1,CR,CRI
Cuba,1,1981,21.52,-77.78,3,CU,CUB
Cuba,1,1997,21.52,-77.78,1,CU,CUB
Dominican Republic,1,2001,18.74,-70.16,2,DO,DOM
El Salvador,1,2012,13.79,-88.9,1,SV,SLV
Fiji,1,2014,-16.58,179.41,3,FJ,FJI
French Guiana,2,1993,3.93,-53.13,1,GF,GUF
French Guiana,6,1997,3.93,-53.13,1,GF,GUF
French Guiana,2,1998,3.93,-53.13,1,GF,GUF
French Guiana,8,1998,3.93,-53.13,1,GF,GUF
French Guiana,5,1999,3.93,-53.13,1,GF,GUF
French Guiana,12,2001,3.93,-53.13,1,GF,GUF
French Guiana,4,2002,3.93,-53.13,1,GF,GUF
French Guiana,10,2005,3.93,-53.13,1,GF,GUF
French Guiana,3,2006,3.93,-53.13,1,GF,GUF
French Guiana,4,2006,3.93,-53.13,2,GF,GUF
French Polynesia,8,1996,-17.68,-149.41,2,PF,PYF
French Polynesia,10,1996,-17.68,-149.41,1,PF,PYF
French Polynesia,11,1996,-17.68,-149.41,1,PF,PYF
French Polynesia,1,1997,-17.68,-149.41,1,PF,PYF
French Polynesia,3,1997,-17.68,-149.41,1,PF,PYF
French Polynesia,5,1997,-17.68,-149.41,1,PF,PYF
French Polynesia,7,1997,-17.68,-149.41,1,PF,PYF
French Polynesia,4,1998,-17.68,-149.41,1,PF,PYF
French Polynesia,2,2017,-17.68,-149.41,3,PF,PYF
