lat,lon
60.000000,0.000000
59.671314,6.000000
58.688856,12.000000
57.063391,18.000000
54.812727,24.000000
51.961524,30.000000
48.541020,36.000000
44.588690,42.000000
40.147836,48.000000
35.267115,54.000000
30.000000,60.000000
24.404199,66.000000
18.541020,72.000000
12.474701,78.000000
6.271708,84.000000
0.000000,90.000000
-6.271708,96.000000
-12.474701,102.000000
-18.541020,108.000000
-24.404199,114.000000
-30.000000,120.000000
-35.267115,126.000000
-40.147836,132.000000
-44.588690,138.000000
-48.541020,144.000000
-51.961524,150.000000
-54.812727,156.000000
-57.063391,162.000000
-58.688856,168.000000
-59.671314,174.000000
-60.000000,180.000000
-59.671314,186.000000
-58.688856,192.000000
-57.063391,198.000000
-54.812727,204.000000
-51.961524,210.000000
-48.541020,216.000000
-44.588690,222.000000
-40.147836,228.000000
-35.267115,234.000000
-30.000000,240.000000
-24.404199,246.000000
-18.541020,252.000000
-12.474701,258.000000
-6.271708,264.000000
-0.000000,270.000000
6.271708,276.000000
12.474701,282.000000
18.541020,288.000000
24.404199,294.000000
30.000000,300.000000
35.267115,306.000000
40.147836,312.000000
44.588690,318.000000
48.541020,324.000000
51.961524,330.000000
54.812727,336.000000
57.063391,342.000000
58.688856,348.000000
59.671314,354.000000
