lat,lon
60.000000,0.000000
59.999909,0.100000
59.999634,0.200000
59.999178,0.300000
59.998538,0.400000
59.997715,0.500000
59.996710,0.600000
59.995522,0.700000
59.994151,0.800000
59.992598,0.900000
59.990862,1.000000
59.988943,1.100000
59.986841,1.200000
59.984557,1.300000
59.982089,1.400000
59.979439,1.500000
59.976607,1.600000
59.973592,1.700000
59.970394,1.800000
59.967013,1.900000
59.963450,2.000000
59.959704,2.100000
59.955775,2.200000
59.951664,2.300000
59.947370,2.400000
59.942893,2.500000
59.938234,2.600000
59.933392,2.700000
59.928368,2.800000
59.923161,2.900000
59.917772,3.000000
59.912200,3.100000
59.906446,3.200000
59.900509,3.300000
59.894390,3.400000
59.888088,3.500000
59.881604,3.600000
59.874937,3.700000
59.868088,3.800000
59.861057,3.900000
59.853843,4.000000
59.846447,4.100000
59.838869,4.200000
59.831108,4.300000
59.823165,4.400000
59.815040,4.500000
59.806733,4.600000
59.798243,4.700000
59.789572,4.800000
59.780718,4.900000
59.771682,5.000000
59.762464,5.100000
59.753064,5.200000
59.743482,5.300000
59.733718,5.400000
59.723772,5.500000
59.713644,5.600000
59.703334,5.700000
59.692843,5.800000
59.682169,5.900000
59.671314,6.000000
59.660277,6.100000
59.649058,6.200000
59.637657,6.300000
59.626075,6.400000
59.614311,6.500000
59.602366,6.600000
59.590239,6.700000
59.577930,6.800000
59.565441,6.900000
59.552769,7.000000
59.539916,7.100000
59.526882,7.200000
59.513667,7.300000
59.500270,7.400000
59.486692,7.500000
59.472932,7.600000
59.458992,7.700000
59.444870,7.800000
59.430568,7.900000
59.416084,8.000000
59.401419,8.100000
59.386574,8.200000
59.371547,8.300000
59.356340,8.400000
59.340952,8.500000
59.325383,8.600000
59.309633,8.700000
59.293703,8.800000
59.277592,8.900000
59.261300,9.000000
59.244828,9.100000
59.228176,9.200000
59.211343,9.300000
59.194330,9.400000
59.177136,9.500000
59.159762,9.600000
59.142208,9.700000
59.124474,9.800000
59.106560,9.900000
59.088465,10.000000
59.070191,10.100000
59.051736,10.200000
59.033102,10.300000
59.014288,10.400000
58.995294,10.500000
58.976121,10.600000
58.956768,10.700000
58.937235,10.800000
58.917523,10.900000
58.897631,11.000000
58.877560,11.100000
58.857309,11.200000
58.836880,11.300000
58.816270,11.400000
58.795482,11.500000
58.774515,11.600000
58.753369,11.700000
58.732043,11.800000
58.710539,11.900000
58.688856,12.000000
58.666994,12.100000
58.644954,12.200000
58.622734,12.300000
58.600337,12.400000
58.577760,12.500000
58.555006,12.600000
58.532073,12.700000
58.508961,12.800000
58.485672,12.900000
58.462204,13.000000
58.438558,13.100000
58.414734,13.200000
58.390732,13.300000
58.366553,13.400000
58.342195,13.500000
58.317660,13.600000
58.292947,13.700000
58.268057,13.800000
58.242989,13.900000
58.217744,14.000000
58.192321,14.100000
58.166721,14.200000
58.140944,14.300000
58.114990,14.400000
58.088858,14.500000
58.062550,14.600000
58.036065,14.700000
58.009403,14.800000
57.982565,14.900000
57.955550,15.000000
57.928358,15.100000
57.900990,15.200000
57.873445,15.300000
57.845724,15.400000
57.817827,15.500000
57.789754,15.600000
57.761505,15.700000
57.733080,15.800000
57.704479,15.900000
57.675702,16.000000
57.646749,16.100000
57.617621,16.200000
57.588318,16.300000
57.558838,16.400000
57.529184,16.500000
57.499354,16.600000
57.469350,16.700000
57.439170,16.800000
57.408815,16.900000
57.378285,17.000000
57.347581,17.100000
57.316702,17.200000
57.285648,17.300000
57.254420,17.400000
57.223017,17.500000
57.191440,17.600000
57.159689,17.700000
57.127764,17.800000
57.095664,17.900000
57.063391,18.000000
57.030944,18.100000
56.998323,18.200000
56.965529,18.300000
56.932561,18.400000
56.899419,18.500000
56.866105,18.600000
56.832617,18.700000
56.798956,18.800000
56.765122,18.900000
56.731115,19.000000
56.696935,19.100000
56.662582,19.200000
56.628057,19.300000
56.593359,19.400000
56.558489,19.500000
56.523447,19.600000
56.488233,19.700000
56.452846,19.800000
56.417288,19.900000
56.381557,20.000000
56.345655,20.100000
56.309581,20.200000
56.273336,20.300000
56.236919,20.400000
56.200331,20.500000
56.163572,20.600000
56.126642,20.700000
56.089541,20.800000
56.052268,20.900000
56.014826,21.000000
55.977212,21.100000
55.939428,21.200000
55.901474,21.300000
55.863349,21.400000
55.825054,21.500000
55.786589,21.600000
55.747954,21.700000
55.709150,21.800000
55.670175,21.900000
55.631031,22.000000
55.591718,22.100000
55.552235,22.200000
55.512583,22.300000
55.472762,22.400000
55.432772,22.500000
55.392613,22.600000
55.352285,22.700000
55.311789,22.800000
55.271124,22.900000
55.230291,23.000000
55.189290,23.100000
55.148120,23.200000
55.106783,23.300000
55.065278,23.400000
55.023604,23.500000
54.981764,23.600000
54.939756,23.700000
54.897580,23.800000
54.855237,23.900000
54.812727,24.000000
54.770051,24.100000
54.727207,24.200000
54.684197,24.300000
54.641020,24.400000
54.597676,24.500000
54.554167,24.600000
54.510491,24.700000
54.466649,24.800000
54.422641,24.900000
54.378467,25.000000
54.334128,25.100000
54.289623,25.200000
54.244953,25.300000
54.200118,25.400000
54.155117,25.500000
54.109952,25.600000
54.064621,25.700000
54.019126,25.800000
53.973467,25.900000
53.927643,26.000000
53.881655,26.100000
53.835502,26.200000
53.789186,26.300000
53.742706,26.400000
53.696062,26.500000
53.649254,26.600000
53.602283,26.700000
53.555149,26.800000
53.507852,26.900000
53.460391,27.000000
53.412768,27.100000
53.364982,27.200000
53.317034,27.300000
53.268923,27.400000
53.220650,27.500000
53.172215,27.600000
53.123618,27.700000
53.074859,27.800000
53.025938,27.900000
52.976856,28.000000
52.927612,28.100000
52.878207,28.200000
52.828641,28.300000
52.778914,28.400000
52.729027,28.500000
52.678979,28.600000
52.628770,28.700000
52.578401,28.800000
