,x,y,z
the,-5.1819324,1.6603837,8.905351
and,-5.1661077,2.5627496,10.789773
to,-1.7438755,0.21738735,7.076669
of,-4.794874,2.0607195,9.093466
a,-5.3245945,1.2493656,6.51396
in,-4.631862,2.194618,9.121229
is,-5.364857,1.0841798,6.8295093
for,-5.0100713,2.9316714,10.927192
i,-5.3138103,-7.2070074,8.70957
that,-5.817539,0.38952887,7.9950657
you,-1.3722476,-0.57060814,7.314398
it,-5.691906,-0.41169575,7.661789
on,-2.4099734,2.4820294,11.200762
with,-5.136376,2.6480713,10.827501
this,-5.596139,-0.042042125,7.6021624
by,-2.3751287,2.8706279,10.895327
are,-11.301053,-0.4749452,5.0250173
at,-2.5514052,2.3526227,11.350589
as,-5.64653,0.98194057,9.01477
be,-7.890586,1.5978903,4.8347793
from,-2.1069517,2.3214157,11.152714
have,-6.6665936,-1.3035105,12.035341
was,-5.54542,-2.9958413,11.493392
or,-8.843776,2.5057013,5.42641
your,-1.3894001,-0.52061427,7.3969855
not,-8.003624,1.6745636,4.806547
we,1.7900376,-3.6821516,5.1645746
but,-6.47709,-1.0157685,7.553782
all,-11.340561,-0.43469277,5.0816846
will,-1.7989365,0.29661524,7.053197
an,-5.301744,1.2470868,6.5463586
my,-5.3968096,-7.3594475,8.997646
can,-1.4304496,-0.3950189,7.25082
they,-6.6892037,-1.263527,12.054749
n't,-8.538998,-5.950437,1.0388944
do,-8.593102,-5.9783382,1.189639
he,-6.861107,-6.2440863,11.194575
more,-6.803368,6.771267,7.411895
if,-8.688123,1.6562818,4.3385096
one,-5.474686,1.5901538,5.73669
has,-5.6878624,-3.1603,10.332555
so,-5.4223537,-1.4014826,7.625781
about,-10.016137,-5.177099,0.13045157
new,-4.912622,3.025986,10.822824
what,-9.8471365,-5.2613277,0.09842743
his,-6.872684,-6.2460685,11.194014
there,-7.181716,-0.17763186,6.85153
up,-0.63951343,1.1370237,11.40445
out,-0.41942656,1.1429608,11.2161
their,-1.1865817,-1.1949908,2.4836578
our,-1.170725,-1.2298023,2.4480665
like,-5.3583503,-1.6703519,7.3817773
when,1.4122397,-4.597728,8.726609
just,-4.713246,-1.3991412,7.823392
