,x,y,z
the,4.0478363,9.339246,-0.20125215
of,4.3525515,8.09231,0.4027422
to,0.7705124,-9.882472,5.332344
and,2.1278179,5.491681,-0.21149287
in,3.0897186,8.801456,2.2508218
a,7.0106816,6.626901,2.2717183
for,0.20742689,2.2345498,-1.427197
that,5.983342,-3.6876135,-0.10959406
on,0.7805746,7.147437,1.7366605
is,8.025278,-0.8501649,2.625215
was,2.9752455,1.6621807,-1.4800646
said,-17.050009,-5.853062,1.3151543
with,3.6128497,5.049519,-0.32544562
he,11.271698,-3.7853389,15.568121
as,0.19384952,4.104422,-2.6918056
it,7.9942813,-3.1585643,1.9747769
by,0.49248648,6.838944,-1.1364058
at,1.901664,9.546263,4.1295815
from,3.340598,6.4688153,1.7269477
his,11.48647,-2.6485066,17.964062
an,6.7155843,5.895696,1.3857245
be,3.9471703,-5.673288,-0.48959792
has,5.639431,2.7934968,1.0727024
are,8.15705,2.1141388,-5.341716
have,7.9687614,1.8132937,-1.4564955
but,8.08903,-4.083292,-0.43571123
were,6.9830513,3.1510775,-2.7989626
not,4.970555,-7.0431805,-0.33274925
this,6.73647,-2.4033382,1.4100523
who,22.359999,3.0705264,13.834324
they,5.227194,-6.195846,1.9874372
had,3.2533288,0.73016137,0.84264535
i,9.866298,-13.055777,5.2665687
which,5.2421913,8.331367,-2.0352223
will,-0.098568805,-9.188543,1.7389246
their,2.67549,6.025707,-6.2967687
or,5.0349584,-2.1542194,-6.9429407
its,3.0939593,8.884238,-2.0807858
one,7.6441164,5.1188836,4.116154
after,-4.1635733,3.3392694,6.7591124
new,1.1652253,9.90764,-0.08005239
been,5.726933,1.8421034,-1.0146618
also,1.4186516,5.4769506,-2.6381383
we,8.105915,-12.399022,3.6475165
would,1.7129753,-8.693614,0.5819605
two,10.051129,3.7366776,11.418523
more,12.954082,0.14491998,-0.01893531
first,-0.57718736,7.57574,9.792842
about,12.072878,-1.741501,2.196294
up,4.1734977,-1.8409463,4.8769546
when,-1.6113648,1.9707073,7.2411766
year,-6.8805013,1.8496032,12.976436
there,7.307646,-2.4842894,-2.024316
all,8.541603,0.6328019,-3.6753187
out,3.8030174,-2.5959928,6.371515
she,13.556555,-2.8941545,16.230024
other,9.246656,4.219339,-6.1801677
people,11.323612,2.6239119,-0.6304709
n't,6.044642,-12.771189,2.2719293
her,13.359304,-2.39342,17.44506
percent,-26.705248,-1.2213165,-7.725862
than,13.41161,0.3666797,0.89204276
over,3.6561663,5.8934164,4.3754926
into,3.140787,1.5992913,4.84788
last,-7.024853,2.7483366,10.693015
some,11.494993,2.2766564,-3.0091383
government,-20.775394,-5.8033338,-5.1142287
time,-2.2977693,3.548318,8.954712
you,7.9247193,-14.476665,5.156078
years,-4.546619,2.935624,12.656229
if,3.4728718,-11.624962,0.5461995
no,5.7810316,-3.6796584,-2.727987
world,10.243757,12.36183,17.079378
can,1.6849173,-11.232445,1.3866228
three,9.043637,4.790874,10.856671
do,5.9153175,-13.593463,3.2699885
president,-26.788033,5.16464,3.3617477
only,6.169789,-0.7597153,-2.6753504
state,1.6798402,21.05606,5.753941
million,-27.237843,-7.650386,-7.348827
could,2.7666204,-9.1302805,0.06637353
us,15.004516,-10.839042,15.981777
most,13.648612,-0.6372553,-3.643599
against,-8.628966,-8.675484,14.5568905
u.s.,15.321361,-10.847723,16.584745
so,9.016991,-6.0093427,1.3603384
them,4.595415,-5.528136,3.353426
what,7.311184,-15.339564,-1.4185995
him,11.746389,-5.479621,14.6646595
united,9.09542,18.529089,15.495331
during,-5.2813168,5.4786882,8.818497
before,-3.3975039,2.2719777,7.420023
may,2.4343493,-7.300893,-2.2265637
since,-4.7892823,1.1386546,12.177441
many,11.1397915,3.3034008,-4.3975635
while,1.9975169,3.849837,0.83201647
where,9.339833,14.866712,1.9586077
states,9.007123,17.940287,15.613887
because,7.2599645,-5.614921,-0.04328064
now,8.965531,-0.4142582,0.7430439
city,11.571356,19.500063,-1.0242513
made,0.6217839,-0.06531421,-1.6961324
like,17.485683,-7.9868207,-4.39592
between,4.9468074,5.5068555,-1.8432595
did,5.5433564,-8.718221,0.44335258
just,8.762652,-3.7527604,4.0359817
national,-7.252688,10.903692,-4.7766795
day,-8.465118,5.634103,9.995125
country,12.285901,15.249462,15.410288
under,-0.54017174,5.0244184,0.33740288
such,8.691865,3.3304484,-7.766801
second,0.17219724,7.536663,11.326119
then,-0.7609828,0.9041627,6.785885
company,-15.437955,5.1324925,-16.777369
group,-10.338186,10.454545,-12.243273
any,5.209869,-4.605919,-2.640545
through,3.5592163,2.7797604,3.7415116
china,-11.03237,13.49371,21.052383
four,10.463984,5.3975596,10.74974
being,4.745794,1.5852007,-1.5884521
down,4.989226,-0.9267517,5.2907195
war,0.3792565,-4.315416,19.138884
back,4.8355966,-2.7023413,7.70999
off,3.273397,-1.4229996,7.6449246
south,12.172843,19.964376,9.368826
american,7.5383368,14.750936,15.219154
minister,-24.202724,-6.789142,6.8428817
police,-22.383108,7.863453,9.27978
well,94.5589,5.3183913,-8.6751175
including,7.9008527,5.8759108,-8.273033
team,5.7381244,4.594831,26.950697
international,-7.544845,9.884082,-7.7322726
week,-9.067537,3.5040321,10.587052
officials,-21.773672,-4.6089597,1.1284497
still,8.982777,-1.0597184,-0.17496319
both,2.9625952,4.8988647,-2.1604624
even,9.368804,-5.110354,-0.14703439
high,19.36089,9.10259,-7.4197187
part,6.2500553,9.270154,-0.90794396
told,-16.863138,-4.466985,2.3708963
those,9.584003,1.7350311,-4.335194
end,-8.785095,0.10794568,5.733142
former,-23.521626,12.464949,2.8318734
these,9.9282055,2.1176007,-6.280102
make,2.8532622,-8.285806,3.1687706
billion,-26.692535,-7.0548654,-8.656834
work,-5.9011607,5.5375667,-11.729857
our,6.0042887,-20.107677,-7.7016296
home,5.671134,3.3110993,6.6142273
school,14.352483,7.6740937,-24.829685
party,-14.389526,-10.280574,16.346636
house,-15.485202,8.157734,-0.96714926
old,16.119646,-4.0276704,20.978146
later,-3.1148953,2.1581743,4.999005
get,8.466843,-8.252581,4.8467193
another,7.041958,5.5714583,3.2719386
tuesday,-13.52035,4.072464,7.6162066
news,-19.196432,2.3608625,-4.2472258
long,10.293904,5.4959106,0.42822474
five,10.440464,4.3324137,9.46739
called,0.6161721,9.171827,-7.681344
wednesday,-13.959534,3.28971,8.912192
military,0.6895834,-7.2049885,22.761835
way,8.032873,-5.844154,2.7816138
used,6.142693,1.88914,-16.994802
much,10.944785,-3.7876322,0.8044488
next,-8.182101,-0.3236092,10.931158
monday,-13.899469,4.8765955,8.889818
thursday,-12.49103,3.2459302,8.445264
friday,-12.34926,4.688222,8.733623
game,7.606958,1.2391835,22.667023
here,-13.034925,-1.9273181,7.4440303
should,-0.010926551,-10.196158,-0.00529768
take,1.6313419,-9.041845,3.4761434
very,14.8046465,-6.9010897,-1.9936655
my,9.945328,-15.034028,7.45868
north,11.0950775,19.90479,9.227234
security,-26.202303,-6.3205132,-1.3924683
season,10.497283,-1.2052361,22.892462
york,-2.4546669,23.08924,6.926341
how,6.733832,-16.47085,-2.0444813
public,-12.009621,-0.85652834,-13.683858
early,-6.439626,3.1143825,7.5090327
