DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,lat,lon
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,11,224506.36,89577.0,88664.0,45.7,-108.4
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,14,111434.86,31085.36,29880.93,45.7,-108.4
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,11,118418.73,32719.09,31698.45,47.3,-111.2
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,MT - Billings,19,89480.47,27021.53,25967.05,45.7,-108.4
027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,MT - Billings,32,59194.88,14894.63,12509.34,45.7,-108.4
038 - EXTRACRANIAL PROCEDURES W CC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,13,28486.08,10302.62,9450.62,45.7,-108.4
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,34,19695.76,7222.94,6215.18,45.7,-108.4
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,31,31821.84,7189.9,6264.87,47.3,-111.2
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,MT - Billings,29,27877.83,6890.86,5770.66,45.7,-108.4
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,MT - Missoula,11,28370.27,6818.18,5766.0,48.1,-113.8
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,31,22330.1,7291.48,6094.35,45.7,-108.4
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,16,24969.56,7527.25,6474.69,47.3,-111.2
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,50,28821.84,12086.3,10890.94,45.7,-108.4
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,25,28624.2,11772.56,10616.6,47.3,-111.2
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,270017,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,MT - Missoula,16,66546.38,18911.31,16960.94,46.1,-112.4
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,MT - Billings,44,36683.75,11586.61,9846.39,45.7,-108.4
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,MT - Missoula,19,28664.0,10733.89,9579.79,48.1,-113.8
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,270057,BOZEMAN HEALTH DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,59715,MT - Billings,14,21507.0,10102.43,9141.43,45.7,-111.0
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,270003,ST PETER'S HOSPITAL,2475 BROADWAY,HELENA,MT,59601,MT - Billings,31,17576.32,7707.65,5434.55,46.5,-112.1
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,60,22704.3,7364.03,5996.42,45.7,-108.4
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,66,20923.2,7216.33,6120.03,47.3,-111.2
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,MT - Billings,48,21943.27,7208.33,5512.65,45.7,-108.4
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,MT - Missoula,31,19790.45,6386.68,5352.68,48.1,-113.8
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,270057,BOZEMAN HEALTH DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,59715,MT - Billings,22,18078.59,6190.41,5338.68,45.7,-111.0
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,25,13906.84,5346.0,4120.64,45.7,-108.4
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,23,18172.26,5170.87,3906.57,47.3,-111.2
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,MT - Billings,18,15086.28,5199.39,3571.22,45.7,-108.4
069 - TRANSIENT ISCHEMIA,270003,ST PETER'S HOSPITAL,2475 BROADWAY,HELENA,MT,59601,MT - Billings,12,12005.08,4626.08,3667.08,46.5,-112.1
069 - TRANSIENT ISCHEMIA,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,40,12782.38,5133.65,3949.6,45.7,-108.4
069 - TRANSIENT ISCHEMIA,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,18,15668.61,4934.39,3967.5,47.3,-111.2
069 - TRANSIENT ISCHEMIA,270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,MT - Billings,12,15518.33,4863.75,3886.75,45.7,-108.4
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,13,32294.08,12120.31,9456.85,45.7,-108.4
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,11,17528.45,6887.55,5768.18,47.3,-111.2
"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,17,21399.53,7523.0,6335.82,45.7,-108.4
"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,MT - Billings,11,28057.73,6659.55,5693.45,45.7,-108.4
092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,16,18106.56,6299.25,5193.25,45.7,-108.4
100 - SEIZURES W MCC,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,11,33358.0,10909.64,9779.64,47.3,-111.2
101 - SEIZURES W/O MCC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,12,12121.92,5508.67,4388.0,45.7,-108.4
101 - SEIZURES W/O MCC,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,19,13795.79,5430.11,4299.21,47.3,-111.2
101 - SEIZURES W/O MCC,270017,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,MT - Missoula,11,24439.82,5907.64,5090.55,46.1,-112.4
101 - SEIZURES W/O MCC,270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,MT - Billings,11,16766.82,5303.45,4343.09,45.7,-108.4
163 - MAJOR CHEST PROCEDURES W MCC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,29,70629.21,31265.55,29968.17,45.7,-108.4
163 - MAJOR CHEST PROCEDURES W MCC,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,11,109973.45,34651.09,33804.82,47.3,-111.2
164 - MAJOR CHEST PROCEDURES W CC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,20,42497.9,16408.15,15539.45,45.7,-108.4
164 - MAJOR CHEST PROCEDURES W CC,270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,MT - Missoula,19,57756.63,15867.32,14846.95,48.1,-113.8
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,13,34498.62,11941.62,10776.23,45.7,-108.4
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,21,45676.95,24033.43,23214.57,45.7,-108.4
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,11,75697.73,27315.0,26285.73,47.3,-111.2
