DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,lat,lon
001 - HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC,490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,VA,23507,VA - Norfolk,11,889023.82,334365.64,169392.82,36.87,-76.31
001 - HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC,490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,VA - Arlington,20,544515.4,216313.45,156854.1,38.87,-77.19
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",490005,WINCHESTER MEDICAL CENTER,1840 AMHERST ST,WINCHESTER,VA,22601,VA - Winchester,17,287957.29,109373.71,107107.59,39.17,-78.17
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,VA,23507,VA - Norfolk,35,496425.14,124328.54,113663.46,36.87,-76.31
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",490021,"CENTRA  HEALTH, INC",1901 TATE SPRINGS ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,14,345517.29,128012.07,122743.86,37.3,-79.2
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,15,360171.2,112652.8,110466.67,38.3,-77.49
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",490024,CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,VA - Roanoke,40,560853.73,158980.53,123918.93,37.22,-79.91
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,VA - Newport News,17,290427.24,107374.88,101515.24,37.06,-76.46
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,VA - Arlington,63,277649.11,129402.76,102653.06,38.87,-77.19
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",490112,CJW MEDICAL CENTER,7101 JAHNKE ROAD,RICHMOND,VA,23235,VA - Richmond,12,1221312.42,114219.67,111325.33,37.54,-77.57
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,VA - Richmond,11,1112317.91,144866.64,119366.64,37.59,-77.57
"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",490005,WINCHESTER MEDICAL CENTER,1840 AMHERST ST,WINCHESTER,VA,22601,VA - Winchester,16,197948.19,68311.13,66635.75,39.17,-78.17
"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,VA,23507,VA - Norfolk,12,347425.0,87480.42,71294.58,36.87,-76.31
"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",490024,CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,VA - Roanoke,13,295778.54,118875.23,57428.77,37.22,-79.91
"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,VA - Newport News,13,155915.0,64060.46,59332.0,37.06,-76.46
"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,VA - Arlington,35,158022.11,82695.2,58963.34,38.87,-77.19
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,VA,23507,VA - Norfolk,17,81789.47,24842.71,21433.24,36.87,-76.31
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,VA - Arlington,12,217381.5,78993.58,72982.25,38.87,-77.19
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,VA,23507,VA - Norfolk,37,123576.7,39955.51,32932.68,36.87,-76.31
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,490011,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,VA,23505,VA - Norfolk,16,168104.31,34647.5,29053.13,36.93,-76.29
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,490024,CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,VA - Roanoke,29,133850.14,36880.41,32039.97,37.22,-79.91
