DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,lat,lon
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,CT - Hartford,14,534797.79,153646.21,146879.36,41.78,-72.7
"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",70018,GREENWICH HOSPITAL ASSOCIATION,5 PERRYRIDGE RD,GREENWICH,CT,6830,CT - Bridgeport,11,276577.73,82833.73,80060.45,41.04,-73.63
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,CT - Hartford,21,84003.14,29921.43,25664.95,41.78,-72.7
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,70018,GREENWICH HOSPITAL ASSOCIATION,5 PERRYRIDGE RD,GREENWICH,CT,6830,CT - Bridgeport,11,108870.09,29040.0,27235.18,41.04,-73.63
026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,CT - Hartford,14,71155.93,22963.29,21484.21,41.78,-72.7
027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,CT - Hartford,12,41338.67,17503.25,16390.42,41.78,-72.7
038 - EXTRACRANIAL PROCEDURES W CC,70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,CT - Hartford,11,46279.09,12245.09,10682.45,41.78,-72.7
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,CT - Hartford,12,27278.75,8080.0,5518.33,41.78,-72.7
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70016,SAINT MARYS HOSPITAL,56 FRANKLIN ST,WATERBURY,CT,6706,CT - New Haven,11,28576.0,9640.45,8281.27,41.53,-73.03
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70020,MIDDLESEX HOSPITAL,28 CRESCENT ST,MIDDLETOWN,CT,6457,CT - Hartford,31,21767.35,7920.81,6318.16,41.5,-72.7
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70027,MANCHESTER MEMORIAL HOSPITAL,71 HAYNES ST,MANCHESTER,CT,6040,CT - Hartford,13,21621.0,7521.62,6402.69,41.76,-72.52
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70033,DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,CT - New Haven,20,31167.45,9268.0,7163.15,41.38,-73.47
054 - NERVOUS SYSTEM NEOPLASMS W MCC,70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,CT - Hartford,13,35655.31,10120.92,9181.77,41.78,-72.7
054 - NERVOUS SYSTEM NEOPLASMS W MCC,70028,ST VINCENT'S MEDICAL CENTER,2800 MAIN ST,BRIDGEPORT,CT,6606,CT - Bridgeport,17,77228.53,13386.71,10397.71,41.21,-73.21
