DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,lat,lon
001 - HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC,90011,MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,31,859521.77,220607.68,209261.97,38.93,-77.03
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,24,785824.92,164730.04,154976.08,38.89,-77.05
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,21,911796.1,255147.19,175450.76,38.92,-77.08
"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",90011,MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,63,541076.48,144260.49,126730.19,38.93,-77.03
"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,14,339169.21,90618.07,84570.36,38.89,-77.05
"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,20,530856.35,147684.4,113884.95,38.92,-77.08
"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,20,171801.0,64257.25,61579.8,38.94,-76.99
"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DC - Washington,18,138759.06,57842.72,56306.61,38.84,-77.01
"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",90011,MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,20,247422.85,82897.3,71954.95,38.93,-77.03
005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,20,705890.0,175251.15,104433.8,38.92,-77.08
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,11,141563.36,57174.27,49478.27,38.92,-77.08
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,20,211548.95,55009.55,47875.2,38.92,-77.08
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,90011,MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,25,192470.72,51089.84,40173.72,38.93,-77.03
024 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,90011,MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,13,128617.62,29184.23,26485.0,38.93,-77.03
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,27,186212.33,40612.56,31004.81,38.89,-77.05
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,39,197810.26,47828.72,36529.03,38.92,-77.08
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,90011,MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,41,198209.51,39144.95,35366.2,38.93,-77.03
026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,18,97190.39,31073.17,20627.0,38.92,-77.08
