DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,lat,lon
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,3801,NH - Manchester,15,146402.67,27738.67,26965.93,43.07,-70.8
038 - EXTRACRANIAL PROCEDURES W CC,300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,NH,3103,NH - Manchester,15,26930.0,10483.93,8664.07,42.94,-71.44
038 - EXTRACRANIAL PROCEDURES W CC,300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,3102,NH - Manchester,11,41381.27,11146.18,8371.27,43.01,-71.5
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,3301,NH - Manchester,31,38169.87,7108.0,5853.03,43.2,-71.5
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,LACONIA,NH,3246,NH - Manchester,13,32558.15,7337.85,6153.23,43.56,-71.48
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,NH,3103,NH - Manchester,29,15676.14,7170.97,6060.0,42.94,-71.44
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER,NH,3820,ME - Portland,14,35255.29,6706.07,5426.07,43.19,-70.89
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,3833,NH - Manchester,12,28470.08,8383.5,7314.83,43.0,-71.0
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,3801,NH - Manchester,13,57949.15,6713.92,5294.15,43.07,-70.8
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,3102,NH - Manchester,38,31843.32,6801.05,5791.58,43.01,-71.5
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,3301,NH - Manchester,25,21902.84,6677.6,5809.76,43.2,-71.5
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,NH,3103,NH - Manchester,16,24811.81,7524.81,6466.38,42.94,-71.44
