DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,lat,lon
038 - EXTRACRANIAL PROCEDURES W CC,530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,CASPER,WY,82601,WY - Casper,17,34430.35,10777.47,8206.06,43.1,-106.4
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,CASPER,WY,82601,WY - Casper,38,28547.45,6636.21,5492.63,43.1,-106.4
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,CO - Fort Collins,13,40063.85,9678.08,8394.38,41.14,-104.79
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,CASPER,WY,82601,WY - Casper,23,28433.91,11088.04,9088.35,43.1,-106.4
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,CO - Fort Collins,27,37068.52,16667.11,16004.41,41.14,-104.79
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,530006,SHERIDAN MEMORIAL HOSPITAL,1401 W 5TH ST,SHERIDAN,WY,82801,MT - Billings,19,21981.47,10980.84,9899.11,44.8,-106.9
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,530008,SAGEWEST HEALTH CARE,2100 W SUNSET DR,RIVERTON,WY,82501,WY - Casper,11,25669.64,8870.45,7592.64,43.2,-108.6
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,CASPER,WY,82601,WY - Casper,53,21343.04,6527.42,5166.51,43.1,-106.4
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,CO - Fort Collins,43,23515.02,9743.49,8444.79,41.14,-104.79
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,CASPER,WY,82601,WY - Casper,11,13587.0,4822.82,3539.91,43.1,-106.4
069 - TRANSIENT ISCHEMIA,530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,CASPER,WY,82601,WY - Casper,11,18300.82,4611.82,3448.55,43.1,-106.4
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,CASPER,WY,82601,WY - Casper,12,33915.17,9906.08,9054.42,43.1,-106.4
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,CO - Fort Collins,14,50254.43,20304.93,15042.0,41.14,-104.79
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,CASPER,WY,82601,WY - Casper,13,21907.08,6307.62,5816.54,43.1,-106.4
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,CO - Fort Collins,18,25288.5,9587.22,7685.33,41.14,-104.79
101 - SEIZURES W/O MCC,530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,CO - Fort Collins,12,21928.17,7244.75,6292.75,41.14,-104.79
175 - PULMONARY EMBOLISM W MCC,530008,SAGEWEST HEALTH CARE,2100 W SUNSET DR,RIVERTON,WY,82501,WY - Casper,12,28543.17,13666.75,9425.17,43.2,-108.6
175 - PULMONARY EMBOLISM W MCC,530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,CASPER,WY,82601,WY - Casper,24,28193.25,8804.67,7898.17,43.1,-106.4
