,x,y,z
rt,-2.1956341,-0.6364039,-4.261733
i,3.5144622,4.921995,18.006498
a,4.4842267,8.923675,15.231238
the,8.484865,8.002951,17.151667
you,3.0506744,0.32453653,18.343054
to,7.1925955,4.759868,12.406943
me,-6.5805798,15.305874,-0.37259415
de,-12.263742,9.316017,-16.509916
que,-8.215229,15.417134,-5.323866
and,9.767843,6.513021,17.934591
my,11.23328,5.535288,20.06902
no,-6.5761814,15.318184,-0.50340426
is,6.577935,6.031765,18.635803
it,6.055383,4.7551622,17.678701
in,9.51492,8.404125,16.228336
n,-2.887536,8.137865,0.43806574
for,9.347643,5.388161,17.794888
of,8.455907,8.058585,17.154455
la,1.6989269,-3.9783785,-18.752357
do,6.004822,5.4811983,12.599236
n't,4.2522187,2.6116054,18.656395
that,6.346591,4.668893,18.181728
on,10.758988,7.106559,14.594803
y,2.9830983,-0.7586854,-20.835903
e,-6.247693,8.039552,-0.6642687
o,-6.4332466,8.327509,-0.63189304
u,-4.49729,6.5777645,0.8349783
en,-12.262419,9.303517,-16.537008
this,7.4989314,5.0209136,17.938244
el,4.646477,-2.2775657,-21.943207
so,-0.8340786,2.257711,17.87348
be,5.5106807,5.5469756,21.774036
with,9.946736,6.636791,18.15991
just,3.604292,4.0743165,17.784039
your,11.339133,5.473556,20.262482
like,2.9628947,4.0838504,17.053658
have,3.140433,4.3024006,19.984509
te,2.7240858,5.7537026,-28.521341
at,10.388542,5.260228,14.583804
love,2.5557642,-0.28489897,18.245972
se,-8.91076,15.337298,-4.863464
are,9.478772,0.19282277,23.260075
m,-3.9446042,6.5447,-0.7320696
r,-4.0643296,6.7281632,0.13064098
if,3.0541568,1.0215983,20.837532
all,11.486887,5.2120256,16.166853
b,-4.3312526,6.458612,0.08622652
not,5.526876,4.9726224,21.242723
but,5.726877,3.4018197,17.625315
we,5.3060594,0.6786877,18.386053
es,1.7674046,5.2288985,-19.594927
ya,-14.727615,-8.039429,-0.7882273
follow,1.960803,-21.03735,-3.0345745
up,11.748787,6.190254,14.103722
what,4.4063797,1.5250162,16.883144
get,10.775423,1.9931953,12.72856
lol,-8.694674,-3.3611465,13.060162
un,2.2241874,-3.9421544,-21.413687
lo,1.2542288,-0.24112101,-19.572971
when,6.258857,3.4601195,19.53736
was,17.87406,-6.5553117,13.0547495
one,4.6257057,8.806516,15.102884
por,-5.8580127,16.335815,-6.675812
si,0.68019146,-0.70656437,-18.455635
out,11.480492,6.003327,14.505358
mi,4.8680906,-2.329347,-25.629614
can,2.3154888,4.9956255,22.523832
he,11.800722,3.7785025,27.399256
con,2.9973164,-2.4604151,-22.266626
they,10.456716,0.49821067,22.202932
now,8.70291,3.174087,15.9409485
go,7.543367,2.7020228,10.207438
para,-14.158793,18.446901,-8.563468
los,9.608613,19.271624,-15.284063
know,4.172174,1.8986881,17.813187
haha,-9.799805,-1.9835008,2.0722663
good,-1.6271331,-10.555447,5.689142
tu,1.7074035,-3.8719938,-18.527388
back,10.414043,-0.72786564,9.168901
about,3.9254029,2.8347182,15.6143055
new,11.135981,-2.324014,-5.8738236
as,-0.7221917,3.2546663,17.850365
day,19.51734,-9.169768,7.152262
how,3.417464,1.5940998,16.64617
who,3.2658985,1.4363942,21.56028
will,2.2591908,7.800952,21.05974
want,1.7090123,1.2893449,20.773956
people,12.259129,-2.0048418,21.28209
yo,-9.780729,-5.7612066,-1.5482496
eu,-20.078875,11.884286,-5.6839104
from,10.064144,7.588215,17.210949
di,-15.18613,-12.078743,-5.9904704
time,12.547007,-2.066388,5.80706
s,-5.1394563,5.9504414,-1.5330683
aku,-10.62701,-10.673521,-9.193594
da,-21.925877,13.581067,-1.1737534
una,2.4284434,-2.2869482,-22.837914
got,11.913973,1.937184,13.094654
las,5.0672216,18.046331,-16.55349
more,6.454071,-2.5164478,24.08774
x,-4.1078215,3.7581544,5.811959
she,9.713296,6.4360714,24.815405
today,19.064796,-9.294239,7.3317146
k,-7.7695065,9.298579,-3.1241944
by,10.654243,7.9874945,17.65624
or,3.3126783,-0.07183676,20.98059
too,-0.589061,1.1027938,17.823395
le,1.4839646,-5.5060997,-20.204443
see,6.260934,0.95896506,15.415727
why,3.7781763,1.1255783,16.432484
yg,-14.125803,-13.097352,-7.893257
ca,3.3412945,-1.3557888,9.060622
como,-7.2656794,15.519606,-6.7753124
her,10.050676,6.158394,24.664055
q,-7.7409987,10.562661,-3.3591166
need,9.497856,2.418087,11.786217
an,5.5983386,6.283311,22.36693
na,-26.595251,0.7609576,-2.5199711
there,6.7524233,1.5225981,17.525858
happy,-1.9286209,-22.33426,6.9018803
im,-2.049833,6.469525,23.007248
mas,-6.196319,14.640294,-3.643478
je,0.59425604,-14.790371,-18.489809
life,5.338164,-1.9626268,18.895378
really,2.8063161,2.4503014,17.272182
make,13.028782,-0.4873908,17.00615
yang,-13.749776,-13.620286,-8.739277
shit,-7.1806116,-2.1466498,18.215643
think,3.7544467,2.5303957,17.856148
t,-3.0718777,6.366369,-1.4187968
não,-21.17505,10.116861,-4.5388794
never,5.888349,-3.1296487,15.843068
some,13.674634,0.30310315,22.332275
oh,-7.1477723,-2.836421,4.7875977
did,10.851945,-9.681678,10.927645
would,2.5670798,4.481062,21.491978
del,4.6092563,-2.3576822,-21.999514
d,-5.8871036,5.4871926,0.2407403
please,1.508977,2.7198737,7.3324656
via,1.3808522,-0.3372029,-3.9568415
much,-0.16268007,-0.021525372,17.795525
fuck,-7.260236,-1.8716736,18.209068
al,5.398425,-2.4986815,-21.938513
dia,-12.183323,6.4269605,1.2237871
right,8.895009,2.702368,16.158155
best,7.6232095,-2.5024402,16.054554
c,-5.209334,5.9473634,-2.0890305
going,6.415495,1.6132877,10.625799
pero,-6.1508083,5.087972,-24.36968
only,6.959635,1.5129722,18.515055
has,11.806384,3.7705245,27.438625
twitter,2.7354624,-12.712468,-4.962442
hahaha,-9.463741,-1.557746,1.6899414
its,5.7418084,5.03788,16.751795
nn,-2.7639146,8.285858,0.48990545
am,-2.0021904,6.4864583,23.011667
say,3.3602545,0.504473,13.64209
them,11.661552,0.14675535,21.687817
here,8.456091,3.6431603,15.768745
off,12.383366,6.5138903,14.80305
still,6.045245,3.0954776,16.651745
dan,-11.226994,-19.458132,-11.672412
night,24.827162,-7.722633,4.9716086
w,-3.4488258,2.9916358,-1.4160818
ada,-13.85537,-12.562337,-7.1452103
someone,1.9978894,-3.5022874,21.742996
even,2.689895,2.4509146,18.834858
then,12.284705,-2.5141354,7.5757813
ni,-10.434734,-2.108939,-1.1596926
come,8.449875,1.7987527,8.104471
com,-21.038635,11.830884,-2.423575
always,4.811025,-2.7163777,17.04033
man,-6.8754954,7.0164666,13.824579
been,17.371859,-5.842004,11.469202
his,11.562386,4.0666533,24.524633
itu,-15.483722,-13.697414,-7.871972
over,20.816227,2.0827167,12.207463
um,-19.626698,13.585162,-2.4300673
hate,-3.5754695,-0.60521764,15.151421
girl,-5.929971,6.93634,15.34189
