,x,y,z
Digit 2,-21.585863,23.422855,3.7083924
Digit 7,13.493422,15.299577,8.858658
Digit 1,1.0522354,24.935394,-11.276112
Digit 3,-25.766699,-13.364197,1.9089175
Digit 5,-6.7854652,-14.1936245,-2.3392744
Digit 3,-13.920294,-12.680946,-16.451675
Digit 8,-8.281471,3.9072816,-5.3498874
Digit 6,-4.83413,-11.698509,31.827126
Digit 7,23.170208,13.430765,-2.1758163
Digit 0,-9.955292,-28.299059,5.867673
Digit 3,-12.38966,-5.6745872,-24.857529
Digit 3,-31.386133,-4.305714,2.7105415
Digit 1,8.865792,29.930683,8.802277
Digit 2,-11.311355,10.443721,20.66585
Digit 1,7.478427,23.190077,10.690547
Digit 0,-3.2704408,-29.98064,-10.1406145
Digit 0,11.645015,-27.725573,0.89200634
Digit 3,-32.750103,-3.4440844,4.587577
Digit 9,3.6216724,1.5537759,-30.19029
Digit 0,4.381469,-23.95257,1.1200593
Digit 0,12.48935,-19.879549,5.3033137
Digit 7,16.665888,3.4315388,24.59687
Digit 6,5.4387217,-15.68256,19.085814
Digit 7,18.466236,7.9648232,9.053835
Digit 7,16.37492,10.385172,15.892266
Digit 7,14.426401,15.112213,9.934956
Digit 0,12.736133,-27.182274,-5.25639
Digit 8,-3.0393283,-12.240419,-17.536333
Digit 2,29.838951,-0.18959574,10.922656
Digit 0,12.326469,-26.529202,-3.072464
Digit 1,-1.8215438,18.955202,-24.144491
Digit 3,-13.555594,-17.276617,-28.453136
Digit 7,15.942815,-2.786965,23.131191
Digit 1,-1.5208466,20.988323,-15.5792
Digit 3,-23.72921,-20.274887,1.497579
Digit 2,-20.148054,9.464311,-13.137025
Digit 3,-25.884014,-11.838728,-18.54152
Digit 0,12.617697,-26.892168,-4.7736397
Digit 0,15.589524,-17.072744,-15.393037
Digit 7,19.363558,19.933716,-4.708659
Digit 5,-16.783379,-15.735041,6.783229
Digit 3,-9.003754,-8.590481,-23.902012
Digit 8,-11.299063,-19.003859,-4.416498
