,x,y,z
rt,-4.4524546,-1.1459908,-2.7242844
i,3.5894382,6.6024303,10.379393
a,13.507715,-2.1204436,-4.5628805
the,6.4853926,6.8575583,10.065534
you,2.4394996,6.5711536,11.229205
to,4.1981206,8.115585,9.234926
me,13.516724,-2.13559,-4.58091
de,5.3127027,4.3719683,-15.808994
que,3.7281559,3.9064,-14.88476
and,5.6184564,6.5665326,10.113064
my,5.4542203,6.4126954,10.416415
no,13.5085745,-2.1372876,-4.591812
is,6.935176,7.4014263,10.872311
it,3.9743671,4.9623027,10.31289
in,7.320958,6.912434,9.82881
n,-3.9958165,2.5933516,-2.9911425
for,4.9542127,7.494253,9.42539
of,6.78647,7.037102,10.222241
la,5.5691714,6.8365088,-13.452541
do,3.451153,9.1771,9.241579
n't,2.811123,5.417152,11.157523
that,3.560027,5.347311,10.830627
on,5.8362803,4.7776737,7.7838483
y,7.3401995,-2.433927,-7.398246
e,-4.5261664,2.6801305,-5.8945293
o,-4.2273626,2.676772,-6.291574
u,-5.53166,2.8810022,-3.324774
en,5.4629726,4.360955,-15.821906
this,4.841944,5.1006203,9.568895
el,6.699419,-1.8036588,-7.2699018
so,2.0921662,7.754005,9.418977
be,3.806044,7.8177795,11.706446
with,5.7658567,6.467444,10.083552
just,3.650891,6.048166,10.5350895
your,5.3577857,6.6679554,10.77525
like,3.754849,5.9539866,10.39074
have,4.145218,5.686224,11.720326
te,3.9291048,2.6763241,-15.854631
at,6.4709945,5.148601,8.63555
love,2.6706173,-9.712072,6.1473804
se,3.8829937,3.9991212,-14.638498
are,5.783477,5.218064,12.655887
m,-4.5279036,2.6964965,-3.8941896
r,-4.9120774,2.8301823,-3.477697
if,2.512248,5.621865,12.337843
all,5.7811747,5.0708103,10.708619
b,-5.079373,2.6241186,-3.556906
not,3.6875813,7.3791175,11.60416
but,3.6944687,4.738492,10.512365
we,2.702471,6.0325823,8.733268
es,8.504437,-3.1408355,-7.8472013
ya,-3.6986601,-6.30926,-0.5383583
follow,-1.7108322,-10.390293,0.025608154
up,5.2458053,3.93675,7.7605376
what,2.3832738,5.1664567,10.608668
get,3.9705925,4.282978,8.116332
lol,-5.2624116,-5.051937,8.755128
un,5.827454,5.8522015,-12.597074
lo,6.384068,-4.2979703,-6.258784
when,2.473454,4.846686,11.666363
was,8.756044,-3.2420247,11.719036
one,5.0454044,3.34262,10.987433
por,1.098692,2.7255661,-15.08103
si,6.503549,-4.430993,-6.1686354
out,5.28141,4.111075,7.967807
mi,4.715495,-1.7183713,-7.3364754
can,2.94057,7.1661882,12.236632
he,10.511249,-2.9724345,13.482798
con,5.9816732,-2.1921782,-7.414461
they,4.6382446,5.1561046,13.607245
now,4.946026,4.1662073,8.956543
go,3.6327758,3.9733088,7.1153693
para,2.8355544,2.1197116,-14.688412
los,11.439804,-1.2696289,-11.190308
know,2.3438635,5.324205,10.708206
haha,-3.5539582,-5.6912947,-4.7716136
good,4.649051,-8.3110895,10.037656
tu,5.5565486,6.951168,-13.500848
back,4.8181553,4.6609626,7.1964025
about,2.008873,5.0646057,11.163839
new,0.5625479,6.632293,1.494869
as,4.052369,8.552143,9.061439
day,11.271566,-0.9865106,7.6902866
how,2.088343,5.508028,10.70994
who,2.1794727,5.710533,12.754862
will,3.7790554,6.0175114,8.426881
want,0.65318674,6.5743923,11.702525
people,4.632494,4.53561,14.778312
yo,-2.0058,-5.500408,-1.5646257
eu,-7.9447875,6.850874,-6.0225706
from,6.1405993,6.5424376,9.210239
di,-10.695311,-0.55352366,-2.477741
time,8.420307,3.9427614,9.055977
s,-4.485599,2.1049857,-4.039261
aku,-11.568747,-4.4897957,-5.2902465
da,-3.8684182,2.8443863,-6.9174
una,5.5708437,-2.2533467,-7.4889736
got,6.2055593,-2.6121142,9.331167
las,11.326257,-1.365308,-11.173421
more,5.5189047,4.7199078,12.088921
x,-5.901257,1.4327981,-4.1547766
she,2.3366427,8.077576,13.355674
today,10.807744,-0.8655941,7.66995
k,-5.550369,1.8660897,-5.6376367
by,6.412754,6.701948,8.965371
or,3.8371751,4.5101547,12.201203
too,1.8653401,7.340716,9.475808
le,5.8276896,5.86977,-12.917303
see,3.3862329,5.3142023,8.910951
why,1.7914171,5.40008,10.504177
yg,-12.652311,-5.229358,-2.242863
ca,-3.6667461,2.7596545,11.352504
como,1.1963065,2.1984878,-14.483292
her,2.6292205,8.189649,13.386788
q,-1.9083915,-1.3196652,-13.521533
need,2.0061026,4.7354736,7.880591
an,4.0362415,8.363344,11.756738
na,-4.014371,-4.1627035,-9.160426
there,3.8201377,4.4365864,10.307517
happy,1.2379601,-10.855463,5.3074856
im,-5.2893763,4.1342087,12.535199
mas,-1.845813,-1.0524329,-14.228844
je,-3.6213918,15.092241,0.05550474
life,3.0557947,2.2348337,10.385548
really,2.2731535,5.7897882,10.548436
make,2.3782144,3.941998,8.167077
yang,-14.849915,-6.732137,-3.0858757
shit,-4.827649,-3.330327,10.125755
think,2.7150388,5.3046794,11.048997
t,-4.389616,2.7326994,-3.9897516
não,-10.40946,6.7263846,-7.87201
never,0.91368794,3.8924031,10.583002
some,6.001593,5.488997,14.172417
oh,-3.284737,-8.20469,8.200651
did,3.6984725,-3.845278,9.481622
would,3.4536178,5.8467174,12.323246
del,6.340153,-1.723662,-7.218433
d,-5.4476295,1.8130307,-4.144101
please,-1.472939,6.8227286,7.4429636
via,-2.6598532,4.639384,-0.09756662
much,1.3753232,6.766612,9.769944
fuck,-4.7478294,-3.513552,10.265319
al,6.491911,-1.4738475,-6.918149
dia,-6.5889583,0.31774932,-10.582951
