,x,y,z
the,1.2121325,5.1662455,2.8311136
of,1.5722555,5.2960153,2.828776
to,6.326138,-22.19423,5.477084
and,2.0474226,3.0785446,11.648474
in,-2.8838243,7.2328033,13.403311
a,1.7836684,0.79197335,3.3283963
for,-0.6419525,3.2154489,7.5732293
that,2.1852946,-7.472287,5.7233844
on,0.9427697,4.255752,3.9599602
is,2.6448448,-6.497602,7.8981495
was,8.808239,-4.786448,8.816721
said,20.489035,-0.5993,-22.183784
with,2.82302,2.8621926,11.810693
he,8.78065,-3.7070353,10.017283
as,1.668769,4.011492,9.1054125
it,2.185389,-6.6011276,6.653418
by,2.8495946,3.512294,8.458489
at,-2.346464,7.6501694,13.053887
from,3.024046,-1.3635161,13.92931
his,10.602423,-1.132368,10.850536
an,1.7953453,0.97777134,3.2816992
be,3.2433908,-18.080202,4.2098804
has,8.050406,-5.517467,6.1351047
are,-5.6448016,11.991686,5.3352885
have,-8.023957,8.211738,7.205999
but,2.1419551,-7.9643974,4.761967
were,-7.287515,7.883161,7.6612544
not,3.1233742,-18.21198,4.1715794
this,2.304242,-6.696202,6.797079
who,11.808117,7.8264437,8.3270855
they,-8.620642,8.481493,6.864122
had,7.4738607,-3.7194564,6.6668963
i,-2.3075209,-25.949219,8.531443
which,-0.7522177,5.5239253,1.5518531
will,7.6950088,-22.440948,5.7986417
their,-6.6014314,0.06315704,3.5237386
or,-2.4116516,-2.148402,2.3472395
its,-0.14743511,6.1728225,2.6121583
one,1.6864107,-1.2454648,3.8687594
after,8.223349,-6.4905033,14.04306
new,0.2639574,4.9887905,1.1283457
been,7.9064417,-4.462796,7.103401
also,2.1513019,3.535962,9.150882
we,-2.4992151,-22.01531,10.705376
would,6.493705,-23.181814,3.3028398
two,-8.23219,23.241568,19.212175
more,-9.272717,-8.562988,12.325718
first,1.3608263,-1.4944195,28.0906
about,-8.670729,-9.416715,10.724119
up,-3.7863362,-1.8355474,15.081992
when,7.623552,-5.038347,12.030594
year,10.844331,-4.0234275,20.510767
there,-1.691136,-7.5576453,8.937738
all,-6.3132215,13.0203285,5.891367
out,-4.223063,-2.3420355,11.920389
she,9.69927,-2.731688,10.339815
other,-4.311689,11.830412,4.4891796
people,-8.032501,11.938572,7.166509
n't,-2.501079,-22.661654,9.634862
her,10.067493,-2.2477033,10.496471
percent,-10.902247,-6.4703784,12.407082
than,-9.170873,-8.47481,12.370051
over,3.5742235,-1.443598,14.491887
into,-4.564626,1.8650714,15.217277
last,10.803221,-5.6433573,19.856558
some,-3.0530148,9.384099,7.4263706
government,6.7008157,-6.695528,-20.266838
time,6.1003265,-4.5653033,11.794399
you,-2.320519,-24.356136,9.343105
years,11.548714,-3.3101473,19.669504
