,x,y,z
rt,1.547643,1.469929,8.093281
i,-1.3347235,-14.007673,-8.168295
a,-16.199963,15.318121,-14.56034
the,-0.784754,-12.288298,-16.615492
you,5.0516,-14.124962,-9.829639
to,3.2058392,-7.9862127,-14.82078
me,-17.83528,17.33184,-14.214646
de,18.38314,18.809296,-9.986276
que,-1.6192511,24.700462,2.7518353
and,1.3756174,-11.43875,-17.053776
my,1.2724237,-13.2021055,-19.582659
no,-16.736849,17.809828,-13.627919
is,0.8203191,-14.401912,-15.010439
it,0.89847565,-12.124349,-11.3427925
in,-2.289452,-13.105899,-18.978024
n,11.901694,7.018848,7.4552984
for,2.3445282,-10.961762,-15.322393
of,-0.6551447,-13.502308,-17.255106
la,16.050972,21.176523,-6.3231053
do,-11.589249,2.4516678,-36.34622
n't,2.8790612,-13.82115,-10.435447
that,1.6018322,-13.739489,-12.22178
on,-1.9823874,-9.939862,-16.008244
y,10.934386,20.065693,-8.072679
e,9.409515,10.320483,10.138474
o,8.599175,11.486991,9.829948
u,11.63984,7.0903864,11.451469
en,17.40562,18.52667,-10.423674
this,0.24773172,-12.292429,-13.71063
el,11.308106,18.955229,-10.476073
so,1.7293116,-11.794067,-3.9093058
be,1.681221,-9.866353,-6.722151
with,1.7609025,-10.929703,-18.252483
just,-0.3767423,-14.039239,-10.176965
your,2.5288138,-13.926763,-19.452173
like,-0.06211693,-15.302209,-11.556056
have,3.7952197,-11.753179,-9.826591
te,10.0209675,24.08351,3.0192032
at,-4.318922,-10.458725,-17.929125
love,-12.725738,-17.780548,5.5410743
se,0.14706181,25.889458,3.1966207
are,4.384066,-14.298139,-15.902194
m,9.390364,7.605766,9.043378
r,11.121379,6.9930573,9.524763
if,7.0066733,-13.048655,-9.101631
all,4.6907263,-10.404831,-16.659946
b,10.168784,6.941231,10.779249
not,1.7092801,-11.364091,-7.6591864
but,1.2565289,-12.601458,-9.307364
we,7.0092497,-10.627299,-13.350419
es,8.216149,18.856579,-8.842712
ya,-8.856436,-2.0258555,15.552108
follow,-11.796219,-5.191225,9.191594
up,-0.9205277,-7.256935,-17.96395
what,3.5743766,-16.298277,-9.280198
get,0.63203436,-8.44266,-14.838312
lol,2.975017,-14.87205,6.253638
un,14.217817,18.08856,-6.5473795
lo,11.16784,22.693338,-6.2183013
when,2.2039135,-15.978504,-12.09157
was,-6.4803553,-15.56843,-17.844252
one,-10.765053,-1.8655608,-8.678284
por,-3.9504752,24.605713,1.5896636
si,12.338132,22.089577,-4.8834424
out,-0.6976003,-8.319768,-17.128952
mi,12.364072,22.766592,-14.3940735
can,4.7912827,-9.288766,-6.300253
he,-7.09962,-17.89114,-22.01861
con,13.172431,21.358461,-9.3858
they,5.8995295,-12.638457,-15.065911
now,-1.9234235,-10.11919,-12.316005
go,1.1582007,-5.993732,-12.865017
para,-5.802175,26.972668,0.9412288
los,7.900395,40.38646,-3.1196961
know,3.1081111,-14.612826,-9.112596
haha,-3.5703082,-7.0798354,10.845304
good,-8.327061,-16.77248,-0.27331883
tu,16.210077,22.193796,-4.904439
back,-0.7488676,-6.15706,-15.003766
about,5.677365,-16.160297,-7.901658
new,-2.1276126,6.97417,-10.139852
as,-7.291948,2.4819655,-36.540543
day,-11.220064,-12.1405,-8.090872
how,3.4030457,-14.277255,-7.139477
who,7.9942036,-13.645726,-7.3464704
will,8.688339,-8.934252,-11.173425
want,9.070315,-10.667273,-6.809367
people,10.224749,-11.309388,-15.718203
yo,-8.6503935,1.8893976,13.178691
eu,5.20642,25.629131,19.140139
from,-0.9445702,-11.030529,-18.563269
di,12.087056,-2.7300463,22.80892
time,-5.757782,-5.323659,-12.189561
s,7.728567,7.227278,10.123566
aku,4.9758577,-1.0017341,28.509924
da,-4.6602993,10.405782,18.842907
una,14.688547,22.483171,-9.451646
got,-5.3354135,-15.147438,-13.612601
las,5.8673563,39.707302,-8.401136
more,6.1572504,-17.80199,-16.925638
