frame,y,x,bottom,right,class,class_str,score
1,0.33323994,0.38788036,0.9863162,0.67476606,1,person,0.6570782
1,0.40882432,0.26113066,0.9875175,0.8046905,62,chair,0.5666483
1,0.38681665,0.037662953,0.99716115,0.96955025,62,chair,0.36821532
1,0.4015791,0.4383174,0.92658687,0.8359021,1,person,0.30580285
1,0.4473529,0.3611399,0.9838674,0.60556066,62,chair,0.26673377
2,0.4051257,0.2785588,0.99499464,0.815924,62,chair,0.6693169
2,0.34885058,0.37452063,1.0,0.72598505,1,person,0.51152676
2,0.3889108,0.04838729,0.9963366,0.96653485,62,chair,0.40762708
2,0.16743508,0.016811758,0.9231566,0.984784,28,umbrella,0.23731998
3,0.34508362,0.3751657,1.0,0.70193744,1,person,0.6907553
3,0.4143932,0.25146085,0.99129844,0.7995061,62,chair,0.6318215
3,0.39968586,0.056857497,0.99551404,0.9566777,62,chair,0.4468631
3,0.4431291,0.35807216,0.97258997,0.5823994,62,chair,0.3027292
3,0.32958895,0.38585934,0.9694579,0.5825903,1,person,0.21681418
4,0.32116485,0.3933565,0.9904865,0.6559122,1,person,0.7991826
4,0.41634735,0.20729852,0.9886365,0.81621146,62,chair,0.32539657
4,0.16861007,0.013284028,0.95055544,0.98750466,28,umbrella,0.2543634
5,0.33566877,0.38611078,0.99338937,0.6531675,1,person,0.7083561
5,0.418355,0.22910747,0.99062014,0.7482616,62,chair,0.3820997
5,0.09391338,0.01451689,0.9218711,0.98696715,28,umbrella,0.3242339
5,0.36702886,0.025187492,0.999835,0.89809775,62,chair,0.22946681
6,0.32720125,0.39666617,0.983008,0.6239687,1,person,0.7773959
6,0.59253836,0.57300246,0.8523245,0.734617,73,laptop,0.3131175
6,0.03435257,0.00840801,0.977237,0.99392265,5,airplane,0.27330896
6,0.039797843,0.0074876845,0.9754824,0.993389,28,umbrella,0.26734838
6,0.44863406,0.30658382,0.9581368,0.695689,62,chair,0.22395818
6,0.43456894,0.2026617,0.98667365,0.8294205,62,chair,0.21298146
7,0.31854376,0.39256808,0.9835408,0.6175848,1,person,0.89029914
7,0.031770706,0.007191956,0.9831759,0.99359626,28,umbrella,0.49641392
7,0.031770706,0.007191956,0.9831759,0.99359626,5,airplane,0.27307463
7,0.55503184,0.568695,0.831881,0.7490327,73,laptop,0.22214365
8,0.306011,0.39122972,0.98037004,0.61773837,1,person,0.8607518
8,0.021814942,0.0025337934,0.9919528,0.99831533,28,umbrella,0.26590285
8,0.062740505,0.0,0.9793188,1.0,5,airplane,0.2614223
8,0.43148538,0.2967093,0.969566,0.6675475,62,chair,0.23749924
8,0.3581602,0.37477568,0.98496634,0.61966306,62,chair,0.20543541
9,0.2953162,0.39113143,0.9931911,0.58561575,1,person,0.799014
9,0.035296857,0.013781726,0.9813923,1.0,5,airplane,0.2725004
9,0.42263693,0.13033754,0.9807083,0.82558507,42,surfboard,0.20065404
10,0.28215733,0.3887581,0.9865415,0.57149416,1,person,0.7486554
10,0.43466502,0.1324693,0.98047096,0.79847515,42,surfboard,0.45344934
10,0.052886903,0.004909277,0.9772336,1.0,5,airplane,0.22101222
10,0.3260051,0.52962977,0.8380705,0.88926107,72,tv,0.20308772
11,0.28093892,0.38931155,0.984265,0.5703179,1,person,0.74541295
11,0.42651704,0.14030173,0.98230433,0.82980597,42,surfboard,0.26047954
11,0.014544964,0.0029551685,0.9920809,0.99971366,5,airplane,0.24445921
12,0.2956412,0.39131844,0.9857297,0.5674121,1,person,0.6902711
12,0.36026603,0.5605928,0.82404166,0.8069166,72,tv,0.2225332
12,0.33202517,0.52899814,0.8582516,0.89650285,72,tv,0.2131227
12,0.041172653,0.015684962,0.9797076,1.0,5,airplane,0.20744172
