frame,y,x,bottom,right,class,class_str,score
1,0.43938798,0.7468799,0.49598598,0.7728116,1,person,0.3166501
1,0.43710542,0.73047286,0.48732626,0.7512817,1,person,0.24398953
1,0.4531724,0.75734735,0.5072379,0.78571546,1,person,0.22360806
2,0.40468696,0.7319612,0.49294654,0.7783999,1,person,0.4505428
2,0.44226626,0.7276151,0.49114165,0.750036,1,person,0.2561034
3,0.4580279,0.7629865,0.5107558,0.7897957,1,person,0.5018916
3,0.43099824,0.7497108,0.4933667,0.77602804,1,person,0.3605762
3,0.44096547,0.7324946,0.48885578,0.75058365,1,person,0.29647857
3,0.13566671,0.78046584,0.14898397,0.79648626,1,person,0.21857834
4,0.38624004,0.73005354,0.5062465,0.7906029,1,person,0.21534416
4,0.13522014,0.77906275,0.14955756,0.7967024,1,person,0.21206029
5,0.46206713,0.75660795,0.51814306,0.78701466,1,person,0.34614223
5,0.37794715,0.73409486,0.51814485,0.7830857,1,person,0.30204076
6,0.45710307,0.7554284,0.5216735,0.7924424,16,bird,0.4153411
6,0.3891964,0.732934,0.5095086,0.7893435,16,bird,0.34633222
6,0.45710307,0.7554284,0.5216735,0.7924424,1,person,0.22741593
7,0.38516143,0.73127156,0.5169059,0.78801066,16,bird,0.57985795
7,0.46492758,0.7540821,0.51678854,0.790105,16,bird,0.3006979
8,0.39341825,0.73172486,0.51503587,0.7884402,1,person,0.36963204
8,0.39341825,0.73172486,0.51503587,0.7884402,16,bird,0.29496002
9,0.38822195,0.7401085,0.518114,0.77852225,16,bird,0.31658313
9,0.46482623,0.7622032,0.5231395,0.7926891,16,bird,0.303515
10,0.4657033,0.75301826,0.52477574,0.79972076,16,bird,0.38491562
10,0.390879,0.7319235,0.5243834,0.78848356,16,bird,0.352943
11,0.46399644,0.75805515,0.5315402,0.7978211,1,person,0.36848557
11,0.46399644,0.75805515,0.5315402,0.7978211,16,bird,0.33159715
11,0.3911489,0.7395162,0.52456236,0.78250843,16,bird,0.20034231
12,0.4617948,0.75336015,0.5386854,0.8023784,1,person,0.44129777
12,0.4617948,0.75336015,0.5386854,0.8023784,16,bird,0.36385497
13,0.46290943,0.75392604,0.5357124,0.80717397,16,bird,0.32330993
13,0.38933483,0.7406921,0.53609693,0.80308515,16,bird,0.2701425
14,0.47833058,0.75686395,0.53809,0.79581356,16,bird,0.5633651
14,0.47833058,0.75686395,0.53809,0.79581356,1,person,0.33009034
15,0.48021162,0.75533944,0.54576874,0.8060333,16,bird,0.6368216
15,0.13245264,0.7791956,0.14788371,0.79598945,1,person,0.216106
16,0.46722335,0.7647117,0.55264944,0.8268042,16,bird,0.32318583
16,0.46631944,0.75636727,0.5395751,0.8108272,16,bird,0.3012536
16,0.1313498,0.77624583,0.14754957,0.79451776,1,person,0.23465893
16,0.39670038,0.7517225,0.53424853,0.8162932,16,bird,0.2085465
17,0.48212597,0.7537732,0.54792184,0.78622735,16,bird,0.3588417
17,0.13194051,0.7763584,0.14788342,0.79405147,1,person,0.21512367
18,0.13189058,0.777146,0.14805041,0.79490745,1,person,0.22047651
18,0.47592843,0.76991504,0.5511061,0.8292629,16,bird,0.20231546
18,0.48129934,0.75980204,0.5417127,0.7979993,16,bird,0.20157571
19,0.13253091,0.7714779,0.14754467,0.79149157,1,person,0.21537676
20,0.47174257,0.7579171,0.5473109,0.7899024,1,person,0.5080782
20,0.47174257,0.7579171,0.5473109,0.7899024,16,bird,0.27881637
20,0.4472102,0.7714834,0.5627754,0.83345866,16,bird,0.25787824
20,0.4472102,0.7714834,0.5627754,0.83345866,1,person,0.2523622
20,0.13489848,0.77122295,0.14995027,0.7909328,1,person,0.24170706
21,0.4189008,0.7657361,0.5712383,0.8379282,16,bird,0.29407552
21,0.13741948,0.7719233,0.15121682,0.79081607,1,person,0.230043
21,0.1442809,0.7164624,0.15589987,0.73540425,9,boat,0.223478
22,0.50232023,0.7946141,0.5800007,0.845047,1,person,0.30264485
22,0.13676414,0.773296,0.1515078,0.79216623,1,person,0.29272088
22,0.50232023,0.7946141,0.5800007,0.845047,16,bird,0.2740028
23,0.497961,0.78636706,0.5845765,0.8447386,16,bird,0.46160564
23,0.4160498,0.7668503,0.58127135,0.84259826,16,bird,0.269226
23,0.47693664,0.7662314,0.548042,0.8011018,16,bird,0.26331663
23,0.13823602,0.77093947,0.15204373,0.7909887,1,person,0.20547101
24,0.4997146,0.7838153,0.58356297,0.8444366,16,bird,0.3169807
24,0.4246267,0.76597,0.579563,0.84149635,16,bird,0.3161032
24,0.45804515,0.7719269,0.5496722,0.80737805,16,bird,0.28487176
24,0.14433561,0.7115993,0.1563104,0.74065036,9,boat,0.2246426
25,0.49251306,0.7866964,0.5937158,0.8473837,16,bird,0.46460372
25,0.42522547,0.76382077,0.5876746,0.8377768,16,bird,0.43028644
25,0.4751814,0.77109337,0.5497362,0.80809236,16,bird,0.3566403
26,0.4903385,0.78056026,0.59809726,0.85241735,16,bird,0.5816271
