436279.76	6476704.30	10030	2145	3141.283447265625
436267.63	6476707.33	10030	2146	3138.987060546875
436255.50	6476710.35	10030	2147	3138.603271484375
436243.37	6476713.37	10030	2148	3137.92236328125
436231.25	6476716.40	10030	2149	3137.012451171875
436219.12	6476719.42	10030	2150	3134.43115234375
436206.99	6476722.45	10030	2151	3131.76953125
436194.86	6476725.47	10030	2152	3130.048583984375
436182.73	6476728.49	10030	2153	3128.810546875
436170.60	6476731.52	10030	2154	3128.1484375
436158.47	6476734.54	10030	2155	3125.5732421875
436146.34	6476737.57	10030	2156	3126.124267578125
436134.22	6476740.59	10030	2157	3127.0712890625
436122.09	6476743.61	10030	2158	3128.2783203125
436109.96	6476746.64	10030	2159	3129.33056640625
436097.83	6476749.66	10030	2160	3131.26806640625
436085.70	6476752.69	10030	2161	3133.71923828125
436073.57	6476755.71	10030	2162	3136.36865234375
436061.44	6476758.73	10030	2163	3139.983642578125
436049.31	6476761.76	10030	2164	3143.36328125
436037.19	6476764.78	10030	2165	3146.71826171875
436025.06	6476767.81	10030	2166	3149.720458984375
436012.93	6476770.83	10030	2167	3154.5859375
436000.80	6476773.85	10030	2168	3157.6748046875
435988.67	6476776.88	10030	2169	3160.62744140625
435976.54	6476779.90	10030	2170	3163.103271484375
435964.41	6476782.93	10030	2171	3167.262939453125
435952.29	6476785.95	10030	2172	3169.29345703125
435940.16	6476788.97	10030	2173	3171.1689453125
435928.03	6476792.00	10030	2174	3173.02587890625
435915.90	6476795.02	10030	2175	3176.622314453125
435903.77	6476798.05	10030	2176	3178.74560546875
435891.64	6476801.07	10030	2177	3180.881103515625
435879.51	6476804.10	10030	2178	3183.004150390625
435867.38	6476807.12	10030	2179	3186.43359375
435855.26	6476810.14	10030	2180	3188.469970703125
435843.13	6476813.17	10030	2181	3190.463134765625
435831.00	6476816.19	10030	2182	3192.39453125
435818.87	6476819.22	10030	2183	3194.208251953125
435806.74	6476822.24	10030	2184	3196.0341796875
435794.61	6476825.26	10030	2185	3197.990234375
435782.48	6476828.29	10030	2186	3199.79150390625
435770.35	6476831.31	10030	2187	3201.493896484375
435758.23	6476834.34	10030	2188	3205.083984375
435746.10	6476837.36	10030	2189	3206.897705078125
435733.97	6476840.38	10030	2190	3208.872314453125
435721.84	6476843.41	10030	2191	3211.08837890625
435709.71	6476846.43	10030	2192	3215.2666015625
435697.58	6476849.46	10030	2193	3217.959228515625
435685.45	6476852.48	10030	2194	3220.664306640625
435673.32	6476855.50	10030	2195	3223.084716796875
