,x,y,z
rt,-0.09835913,-0.09757903,0.12349408
i,0.3130197,-0.06502717,0.6275465
a,0.1720949,-0.023523033,0.31324688
the,0.3195017,-0.06368136,0.6337775
you,0.3122558,-0.065035515,0.6272749
to,0.3167973,-0.059849046,0.6210822
me,0.16598673,0.076969065,0.06542562
de,-0.013183941,0.44900393,-1.1655302
que,-0.022476943,0.4430388,-1.156708
and,0.32007492,-0.064595595,0.63738006
my,0.31707084,-0.064448796,0.63286865
no,0.056590788,0.24855384,-0.51503956
is,0.31589994,-0.06688069,0.6348766
it,0.31184343,-0.06530698,0.6267312
in,0.32530326,-0.06410524,0.64272636
n,0.02139347,-0.05029077,0.1477987
for,0.32313806,-0.063878745,0.64030063
of,0.32351008,-0.06441157,0.6414401
la,-0.03388818,0.3873872,-1.0797448
do,0.23794222,-0.014671385,0.39559174
n't,0.3098604,-0.064894676,0.62193626
that,0.31385258,-0.06529664,0.6297193
on,0.3159771,-0.06424043,0.6273985
y,-0.0068865158,0.46637648,-1.1713822
e,-0.09005486,0.0515954,-0.2589205
o,-0.122349106,0.12882972,-0.4848549
u,0.052456964,-0.05363185,0.20413212
en,-0.0018171007,0.46119016,-1.1801429
this,0.31004593,-0.06461181,0.62244034
el,0.0010286175,0.48252678,-1.1933897
so,0.2953397,-0.06420897,0.5998755
be,0.31567428,-0.065648906,0.6339399
with,0.31997937,-0.06463556,0.6372383
just,0.31201306,-0.06553347,0.62750345
your,0.3226823,-0.06521899,0.64302945
like,0.30448452,-0.06498911,0.61544585
have,0.31839702,-0.06546906,0.63693124
te,-0.013247236,0.46215516,-1.1715801
at,0.31377625,-0.06368791,0.6253093
love,0.29718393,-0.06531539,0.60658884
se,-0.018969538,0.43239388,-1.1453133
are,0.32771048,-0.0653307,0.65059286
m,-0.0010696901,-0.04789904,0.09973114
r,0.011731491,-0.047512863,0.12469666
if,0.3069701,-0.06570299,0.6205425
all,0.31652224,-0.064663656,0.6316131
b,0.0027796866,-0.048110664,0.11455751
not,0.31083766,-0.06481587,0.6241566
but,0.3046903,-0.06579926,0.6168125
we,0.31051984,-0.06576526,0.624836
es,-0.0014996415,0.48746887,-1.206631
ya,-0.5099696,-0.16150112,-0.24803929
follow,0.17007942,-0.07770983,0.45726562
up,0.30398005,-0.06456835,0.6131576
what,0.3078079,-0.065393575,0.62066877
get,0.31193918,-0.06507637,0.62631434
lol,0.18364288,-0.07502309,0.45987585
un,0.013102859,0.41744694,-1.1426954
lo,-0.014677428,0.46542802,-1.1700141
when,0.3164661,-0.0654578,0.6339359
was,0.32045764,-0.066849045,0.6421456
one,0.27785027,-0.058083735,0.5581105
por,-0.02912475,0.4590897,-1.1686953
si,-0.03324981,0.4106451,-1.0868304
out,0.3018804,-0.064530626,0.60998136
mi,-0.0075744377,0.47486368,-1.1824342
can,0.31845328,-0.06576611,0.6378613
he,0.31252652,-0.0587901,0.61278504
con,-0.00071829563,0.47589636,-1.1911987
they,0.32019243,-0.06548058,0.6394617
now,0.30178463,-0.065068014,0.61135465
go,0.30331826,-0.06413995,0.6106525
para,-0.030050235,0.46136835,-1.1727774
los,0.0031802524,0.49975666,-1.2228373
know,0.3030642,-0.06589748,0.6149632
haha,-0.28678674,-0.14097042,-0.02658555
good,0.29687083,-0.06763581,0.61193323
tu,-0.08036589,0.33615428,-1.0006092
back,0.27134162,-0.06660179,0.57220864
about,0.31545326,-0.06559552,0.6323834
new,0.28498828,-0.06261692,0.58026534
as,0.2935402,-0.05684682,0.5766965
day,0.30652982,-0.065966964,0.62169766
how,0.31075904,-0.06542302,0.6253255
who,0.31582004,-0.065504305,0.63369393
will,0.30483836,-0.06505131,0.6152779
want,0.30600685,-0.066515654,0.61961097
people,0.32124257,-0.06624052,0.6428152
yo,-0.11280152,0.26215228,-0.7794616
eu,-0.2851737,0.25681877,-1.0458627
from,0.31485298,-0.06355545,0.6267707
di,-0.94210666,-0.405006,-0.2118088
time,0.2908408,-0.0620947,0.58822083
s,-0.0141059095,-0.04722821,0.08206527
aku,-0.98597366,-0.4276436,-0.19916068
da,-0.179077,0.19340658,-0.719332
una,-0.004328025,0.47785538,-1.191958
got,0.31881243,-0.0660366,0.6388642
las,0.0009031175,0.50057983,-1.226874
more,0.3127075,-0.064760916,0.6271302
x,-0.0479658,-0.08257277,0.14154825
she,0.3164298,-0.066179186,0.6365897
today,0.31013355,-0.06527369,0.6246506
k,-0.17348126,0.04389871,-0.3448327
by,0.31337887,-0.063201256,0.62414485
or,0.2963366,-0.06537979,0.6036898
too,0.29736966,-0.06672754,0.60987717
le,0.0465202,0.24960312,-0.99273777
see,0.2994536,-0.0641165,0.6054772
why,0.3004836,-0.06655144,0.61281765
yg,-1.0160947,-0.4415807,-0.20188788
ca,0.27356702,-0.061040815,0.5328679
como,-0.027650397,0.45726705,-1.1641116
her,0.3121855,-0.06792293,0.6361746
q,-0.06751924,0.3599244,-0.97768074
need,0.30877662,-0.0654512,0.6226542
an,0.3034005,-0.06451935,0.6124452
na,-0.29142863,0.007856869,-0.40197757
there,0.30851084,-0.065083146,0.62055826
happy,0.28364256,-0.06939586,0.5990453
im,0.28890765,-0.067879684,0.5986174
mas,-0.044569787,0.43562642,-1.1295692
je,0.058104597,-0.1541954,-0.539427
life,0.3133603,-0.0641619,0.62599677
really,0.3081709,-0.06625425,0.6238825
make,0.3144768,-0.065378584,0.6313666
yang,-1.0464404,-0.45393458,-0.2095982
shit,0.28378636,-0.06966407,0.594791
think,0.30597875,-0.066013135,0.6196164
t,-0.024395606,-0.054326177,0.0614269
não,-0.29809108,0.25709608,-1.0545924
never,0.31380233,-0.06484547,0.62822074
some,0.31835458,-0.06453143,0.6345963
oh,-0.03131074,-0.09465177,0.20692028
did,0.31287092,-0.06594586,0.6299516
would,0.31513608,-0.065436594,0.6320064
del,0.0020565595,0.47551104,-1.1755372
d,-0.061169352,-0.050286002,0.03451895
please,0.25749344,-0.07026188,0.5559332
via,0.15218677,-0.056377612,0.3708938
much,0.30845237,-0.06625731,0.62478775
fuck,0.2811113,-0.06929702,0.59042335
al,0.00073891925,0.4762196,-1.1753752
dia,-0.7967254,-0.25973767,-0.37631357
right,0.30288303,-0.06553504,0.6136079
best,0.30262753,-0.06455293,0.61142653
c,-0.025646403,-0.041810896,0.028967371
going,0.30925056,-0.0650879,0.62216145
pero,-0.024890298,0.4484451,-1.1330397
only,0.3033389,-0.06500299,0.6134734
has,0.32278377,-0.060875475,0.63281435
twitter,0.1279009,-0.07644015,0.39244577
hahaha,-0.27808607,-0.12346376,-0.05872948
its,0.3058243,-0.06607359,0.6197206
nn,0.049190838,-0.056063246,0.20643313
am,0.28238404,-0.0659917,0.58519685
say,0.28750637,-0.06831718,0.5989669
them,0.32175133,-0.06538877,0.641614
here,0.2999167,-0.06435929,0.6066966
off,0.30745995,-0.065046705,0.61989695
still,0.3039365,-0.066128485,0.6172205
dan,-1.0459013,-0.45473236,-0.20780763
night,0.31177667,-0.066261016,0.6305018
w,-0.010808547,-0.064410396,0.13641603
ada,-1.0035311,-0.43613455,-0.19990873
someone,0.32482803,-0.06674798,0.64982826
even,0.29239807,-0.069710925,0.60406315
then,0.29781273,-0.06706432,0.61104983
ni,-0.4455585,-0.12962449,-0.25716072
come,0.2923843,-0.05876629,0.57328326
com,-0.28512767,0.24892896,-1.0171282
always,0.31526992,-0.06574609,0.6333561
man,0.2302714,-0.06753437,0.5099661
been,0.3260995,-0.06576006,0.64910537
his,0.32313788,-0.06491744,0.6433102
itu,-1.0236909,-0.444391,-0.20443754
over,0.2881029,-0.069543704,0.59663963
um,-0.28684703,0.24740288,-1.012292
hate,0.31263933,-0.06786933,0.63404536
girl,0.28649563,-0.06574357,0.5918669
ai,-0.0027303419,0.007724056,-0.11014503
had,0.3166719,-0.06744085,0.6369981
pra,-0.29203165,0.2538541,-1.0368757
todo,-0.025666567,0.4608731,-1.1677039
mais,-0.21809596,0.19339292,-0.98137105
feel,0.3184296,-0.06674482,0.6407152
let,0.30158144,-0.065150194,0.610835
ini,-1.0205003,-0.4439652,-0.20134027
because,0.31337577,-0.06556332,0.6296791
thanks,0.19162104,-0.08417281,0.50556767
ah,-0.27328596,-0.10842829,-0.09574
way,0.2990828,-0.06388619,0.6037743
ever,0.31089544,-0.06443889,0.6229773
look,0.30519065,-0.06547791,0.617991
tweet,0.151398,-0.072763436,0.41427815
followers,0.17404592,-0.07812925,0.4659368
should,0.30914885,-0.06520254,0.6224803
our,0.3132442,-0.06400216,0.6254547
xd,-0.2100302,-0.06538214,-0.114879705
aja,-0.97073716,-0.42341015,-0.18928765
esta,-0.020496588,0.46751273,-1.1770533
school,0.30978078,-0.06565875,0.6236385
him,0.313419,-0.064897954,0.6286552
ser,-0.031079134,0.45874175,-1.1703014
take,0.3004948,-0.064885445,0.608824
than,0.31740862,-0.06476577,0.63375837
video,0.22933437,-0.024555618,0.4061764
em,-0.22765025,0.21363337,-0.8423846
last,0.3004421,-0.06443908,0.6068992
