,x,y,z
the,-3.355906e-06,-2.2910446e-05,-1.13449305e-05
of,-3.9975253e-06,-2.5046698e-05,-1.260308e-05
to,-1.168192e-05,-5.0927185e-05,-2.6389373e-05
and,-3.067493e-06,-2.1880358e-05,-1.0657693e-05
in,-1.9522759e-06,-1.820039e-05,-8.793907e-06
a,-3.8100195e-06,-2.4471512e-05,-1.2195647e-05
for,-6.0689827e-06,-3.1952506e-05,-1.630124e-05
that,-1.1813144e-05,-5.1251525e-05,-2.6573101e-05
on,-3.888274e-06,-2.4701785e-05,-1.2280799e-05
is,-8.196088e-06,-3.920092e-05,-2.0006304e-05
was,-2.1661413e-06,-1.894981e-05,-9.193617e-06
said,2.7835476e-06,-2.507852e-06,-1.7037198e-07
with,-3.7560528e-06,-2.4161298e-05,-1.2212154e-05
he,-3.673289e-06,-2.4014718e-05,-1.1950147e-05
as,-3.6702213e-06,-2.447977e-05,-1.2117502e-05
it,-1.1093175e-05,-4.8509897e-05,-2.5215877e-05
by,-3.339652e-06,-2.2692282e-05,-1.1196409e-05
at,3.0367848e-06,-1.8226164e-06,6.067282e-08
from,-3.7392322e-06,-2.4251274e-05,-1.21455005e-05
his,5.644801e-07,-1.0034581e-05,-4.3549867e-06
an,-4.211404e-06,-2.576595e-05,-1.2857945e-05
be,-1.2872035e-05,-5.426337e-05,-2.8183804e-05
has,-5.1128263e-06,-2.8400715e-05,-1.4248013e-05
are,-1.1361022e-05,-4.951124e-05,-2.563885e-05
have,-1.1715534e-05,-5.0520808e-05,-2.608371e-05
but,-9.90769e-06,-4.454803e-05,-2.300677e-05
were,-1.0172074e-05,-4.522263e-05,-2.3427818e-05
not,-1.3807399e-05,-5.721921e-05,-2.984163e-05
this,-8.50217e-06,-4.000217e-05,-2.0604099e-05
who,1.153082e-05,2.7063317e-05,1.49761e-05
they,-1.264377e-05,-5.3543095e-05,-2.791516e-05
had,-6.67383e-06,-3.3921013e-05,-1.7363102e-05
i,-1.6443642e-05,-6.628917e-05,-3.4815803e-05
which,-5.3955705e-06,-2.9608704e-05,-1.4966661e-05
will,-1.3022451e-05,-5.4396587e-05,-2.8386297e-05
their,-1.09935945e-05,-4.817637e-05,-2.4880095e-05
or,-1.02651165e-05,-4.5780813e-05,-2.313787e-05
its,-7.019929e-06,-3.5056295e-05,-1.7969938e-05
one,-5.0982326e-06,-2.888461e-05,-1.4101504e-05
after,-3.61978e-06,-2.4003912e-05,-1.2017444e-05
new,-2.448717e-06,-1.991666e-05,-9.686983e-06
