Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,10430.690430,10604.969727,10430.690430,10583.959961,10583.959961,179780000
2010-01-05,10584.559570,10584.559570,10522.519531,10572.019531,10572.019531,188540000
2010-01-06,10564.719727,10594.990234,10546.549805,10573.679688,10573.679688,186040000
2010-01-07,10571.110352,10612.370117,10505.209961,10606.860352,10606.860352,217390000
2010-01-08,10606.400391,10619.400391,10554.330078,10618.190430,10618.190430,172710000
2010-01-11,10620.309570,10676.230469,10591.589844,10663.990234,10663.990234,182050000
2010-01-12,10662.860352,10663.080078,10568.839844,10627.259766,10627.259766,256050000
2010-01-13,10628.089844,10709.259766,10614.490234,10680.769531,10680.769531,202810000
2010-01-14,10680.160156,10723.769531,10666.860352,10710.549805,10710.549805,201320000
2010-01-15,10706.990234,10709.940430,10561.059570,10609.650391,10609.650391,362930000
2010-01-19,10608.370117,10729.889648,10591.969727,10725.429688,10725.429688,192150000
2010-01-20,10719.690430,10719.919922,10517.299805,10603.150391,10603.150391,203270000
2010-01-21,10603.910156,10614.940430,10374.690430,10389.879883,10389.879883,304290000
2010-01-22,10389.580078,10389.580078,10157.639648,10172.980469,10172.980469,323620000
2010-01-25,10175.099609,10256.870117,10171.769531,10196.860352,10196.860352,215330000
2010-01-26,10195.349609,10285.129883,10155.599609,10194.290039,10194.290039,217300000
2010-01-27,10194.290039,10255.059570,10104.360352,10236.160156,10236.160156,262170000
2010-01-28,10236.919922,10258.830078,10055.080078,10120.459961,10120.459961,240050000
2010-01-29,10122.040039,10239.339844,10043.750000,10067.330078,10067.330078,316900000
2010-02-01,10068.990234,10190.889648,10068.910156,10185.530273,10185.530273,198430000
2010-02-02,10186.129883,10314.839844,10173.589844,10296.849609,10296.849609,237140000
2010-02-03,10291.730469,10307.200195,10231.929688,10270.549805,10270.549805,198940000
2010-02-04,10273.120117,10273.120117,9998.030273,10002.179688,10002.179688,304240000
2010-02-05,10003.690430,10031.959961,9835.089844,10012.230469,10012.230469,308320000
2010-02-08,10005.429688,10028.559570,9904.089844,9908.389648,9908.389648,216270000
2010-02-09,9910.280273,10139.429688,9910.059570,10058.639648,10058.639648,236210000
2010-02-10,10055.459961,10085.540039,9962.959961,10038.379883,10038.379883,178600000
2010-02-11,10037.849609,10161.570313,9976.709961,10144.190430,10144.190430,194470000
2010-02-12,10137.230469,10137.389648,9983.820313,10099.139648,10099.139648,296510000
2010-02-16,10100.809570,10279.540039,10100.809570,10268.809570,10268.809570,234900000
2010-02-17,10261.480469,10320.129883,10261.480469,10309.240234,10309.240234,193270000
2010-02-18,10309.389648,10406.580078,10294.509766,10392.900391,10392.900391,185310000
2010-02-19,10387.769531,10438.549805,10339.169922,10402.349609,10402.349609,241750000
2010-02-22,10402.429688,10433.639648,10368.950195,10383.379883,10383.379883,158440000
2010-02-23,10383.160156,10411.120117,10267.830078,10282.410156,10282.410156,190740000
2010-02-24,10284.000000,10393.509766,10283.929688,10374.160156,10374.160156,181450000
2010-02-25,10366.599609,10366.679688,10185.830078,10321.030273,10321.030273,242550000
2010-02-26,10321.410156,10353.450195,10272.290039,10325.259766,10325.259766,282120000
2010-03-01,10326.099609,10413.990234,10326.099609,10403.790039,10403.790039,173750000
2010-03-02,10404.160156,10456.919922,10389.429688,10405.980469,10405.980469,217180000
2010-03-03,10406.280273,10469.540039,10376.580078,10396.759766,10396.759766,183290000
2010-03-04,10396.530273,10452.379883,10390.860352,10444.139648,10444.139648,165740000
2010-03-05,10445.129883,10571.940430,10445.049805,10566.200195,10566.200195,184270000
2010-03-08,10563.780273,10587.740234,10542.389648,10552.519531,10552.519531,171780000
2010-03-09,10552.240234,10612.599609,10533.929688,10564.379883,10564.379883,219860000
2010-03-10,10560.129883,10601.790039,10526.519531,10567.330078,10567.330078,186570000
2010-03-11,10560.980469,10611.839844,10507.169922,10611.839844,10611.839844,150000000
2010-03-12,10611.769531,10644.950195,10594.839844,10624.690430,10624.690430,166140000
2010-03-15,10623.410156,10644.190430,10570.509766,10642.150391,10642.150391,160570000
2010-03-16,10642.530273,10693.990234,10621.900391,10685.980469,10685.980469,227410000
2010-03-17,10686.360352,10767.980469,10686.360352,10733.669922,10733.669922,194190000
2010-03-18,10733.440430,10784.000000,10728.150391,10779.169922,10779.169922,153280000
2010-03-19,10780.000000,10819.900391,10694.219727,10741.980469,10741.980469,434190000
2010-03-22,10741.000000,10809.849609,10695.129883,10785.889648,10785.889648,157200000
2010-03-23,10787.179688,10893.889648,10784.759766,10888.830078,10888.830078,189140000
2010-03-24,10887.620117,10887.839844,10825.419922,10836.150391,10836.150391,195570000
2010-03-25,10837.509766,10955.480469,10834.190430,10841.209961,10841.209961,200330000
2010-03-26,10841.290039,10909.379883,10816.429688,10850.360352,10850.360352,175490000
2010-03-29,10849.230469,10916.639648,10849.230469,10895.860352,10895.860352,136710000
2010-03-30,10895.019531,10940.219727,10866.830078,10907.419922,10907.419922,148810000
2010-03-31,10907.339844,10907.419922,10832.830078,10856.629883,10856.629883,197060000
2010-04-01,10857.309570,10956.389648,10857.309570,10927.070313,10927.070313,159520000
2010-04-05,10927.450195,10988.059570,10923.969727,10973.549805,10973.549805,139480000
2010-04-06,10972.490234,10987.379883,10927.519531,10969.990234,10969.990234,159960000
2010-04-07,10961.950195,10962.660156,10845.450195,10897.519531,10897.519531,187000000
2010-04-08,10896.990234,10949.360352,10844.089844,10927.070313,10927.070313,158930000
2010-04-09,10926.919922,11000.980469,10926.919922,10997.349609,10997.349609,150660000
2010-04-12,10996.750000,11029.769531,10992.209961,11005.969727,11005.969727,153960000
2010-04-13,11006.719727,11038.919922,10947.769531,11019.419922,11019.419922,183950000
2010-04-14,11020.700195,11125.219727,11020.629883,11123.110352,11123.110352,223920000
2010-04-15,11122.959961,11154.549805,11096.200195,11144.570313,11144.570313,203720000
2010-04-16,11143.660156,11153.790039,10973.919922,11018.660156,11018.660156,373950000
