,x,y,z
the,2.5207036,1.638786,-2.204125
of,2.4920619,1.4323213,-2.2433379
to,-3.6675658,-2.404591,-1.5060071
and,1.223311,1.4513181,-1.715429
in,3.6514893,1.8409377,-1.7603308
a,0.61483073,1.8894665,0.75677395
for,0.8112017,1.787267,-0.79212826
that,-1.8439809,-0.1668921,0.36505872
on,2.5004597,1.9011154,-1.5823122
is,-1.1284848,2.0596213,-0.21463978
was,1.0080917,-0.8747583,0.9851818
said,-0.50302,-4.8043804,5.3256826
with,1.2669902,1.646704,-1.7188071
he,0.13099761,2.1394224,4.650123
as,0.7527522,0.9056808,-0.6052572
it,-1.155724,1.5548171,0.27036828
by,1.6415825,0.072959274,-0.9505977
at,4.4884806,2.1510305,-1.3751482
from,3.0824044,1.5279014,-1.1189097
his,0.22181994,1.9924667,5.6517444
an,0.62000304,1.8130364,0.7055195
be,-1.6435382,-0.9658039,-0.22052139
has,1.4320438,-0.9988059,-0.21119526
are,-1.0275046,0.6376763,-2.8075087
have,-0.1624469,-0.6453056,-1.3415941
but,-1.3448588,0.26846194,0.18610401
were,0.3616869,-0.93603736,-1.2474653
not,-2.4292815,-0.69413334,-0.020814456
this,-0.6180174,1.6269199,-0.012484631
who,1.307318,1.3359687,7.333204
they,-0.9407109,-0.7647684,-1.4021877
had,1.198728,-0.69963324,0.708924
i,-5.523026,2.1304553,4.646158
which,1.931125,1.5338287,-2.6936274
will,-4.0135164,-2.3850124,-0.46539697
their,-1.0357296,4.068923,-2.0732386
or,-2.5344934,0.77754426,-2.1226683
its,2.6238842,0.994524,-2.7956805
one,0.5049899,1.9999701,0.15013395
after,4.100744,-0.055723805,1.2044085
new,3.5950336,1.0703245,-1.7883298
been,0.7039864,-0.89336646,-0.06406259
also,0.8656064,0.64332473,-1.2748294
we,-6.0360985,1.3264239,3.655187
would,-3.3224301,-1.9472426,-0.21214612
two,5.9120955,4.7062826,-0.48092926
more,0.7484353,-1.0902344,-2.846926
first,4.456572,6.697849,1.423727
about,1.6341413,-0.38656527,-2.9748015
up,2.5807776,2.8917108,-0.112484135
when,2.5010571,1.002584,1.514832
year,4.657674,-1.074227,-0.56491876
there,-1.1641407,0.37905583,-0.8632372
all,-0.5329436,0.9052692,-2.1134148
out,2.061144,3.1419585,0.49487334
she,-0.58868283,2.2241466,6.178514
other,-0.70327806,1.2308652,-3.6079693
people,1.2501993,-2.153998,-2.340615
n't,-3.0971358,0.41833225,2.9177437
her,-0.47500172,2.1949267,6.3277946
percent,3.0800478,-4.7459064,-7.120887
than,0.9302624,-1.1537932,-2.8505147
over,2.6068149,1.0285891,-0.8862811
into,2.1002939,3.3985808,-0.8889216
last,4.7751255,-1.0957736,0.12200105
some,-0.05990374,0.027482022,-2.6631348
government,-0.09281954,-6.7203336,3.5650258
time,1.6696262,1.691514,0.17110354
you,-5.3680377,1.7540795,4.738559
years,3.883669,-1.1088632,-0.83514166
if,-3.4816513,-1.2792256,0.68656534
no,-2.3390024,-0.3370409,-0.80581707
world,2.841763,9.77413,-2.266258
can,-4.214206,-1.4242148,-0.574146
three,6.1512966,4.7021008,-0.35769162
do,-3.0352235,0.33532307,3.2771366
president,3.691848,-3.0297856,9.6550045
only,-0.32191986,1.0339366,-0.90587544
state,8.796941,0.5938627,4.8968306
million,1.6429306,-7.7367277,-8.840793
could,-3.0621243,-1.8041891,-0.19536985
us,10.351442,-4.978118,-0.32551688
most,-0.03311586,0.01956471,-3.3430543
against,6.31669,-7.6362877,4.796755
u.s.,10.375333,-4.8798075,-0.37590638
so,-2.0016994,1.452124,0.5968127
them,-1.1683881,-0.79676163,-1.8513237
what,-4.6751266,0.32521063,2.565486
him,-0.018779114,2.286249,4.804705
united,11.094898,-3.5604048,-0.3322893
during,4.3391213,0.2667965,-0.2268983
before,3.5931432,0.56731874,1.3379982
may,-1.8155907,-1.8907808,-0.522345
since,3.8681164,-0.91537505,-0.4724081
many,-0.22969173,0.27952442,-2.972358
while,1.6733859,1.416052,-0.9934543
where,4.5047226,3.1285903,-2.6219118
states,11.074879,-3.5804746,-0.34591767
because,-1.936776,0.24929897,0.039793015
now,-0.5721912,0.6775115,-0.09634914
city,5.9924507,2.298635,-3.2936466
