,x,y,z
the,0.047643207,0.19905238,-0.08834536
and,0.052471843,0.1897316,-0.09725032
to,0.06930096,0.2354909,-0.113657296
of,0.049519546,0.17632818,-0.08549564
a,0.044699557,0.22625583,-0.092720315
in,0.037471864,0.15515478,-0.0748597
is,0.05054424,0.25207123,-0.1013605
for,0.054874092,0.15508537,-0.085579865
i,6.9841684e-05,0.31290948,-0.084908366
that,0.050028656,0.24153757,-0.09798653
you,0.06957547,0.24398017,-0.110707745
it,0.038494065,0.25671223,-0.10066527
on,0.044668257,0.21496296,-0.07401153
with,0.052564353,0.1906871,-0.09837904
this,0.044384662,0.24435121,-0.09247895
by,0.053834513,0.21665384,-0.057704177
are,0.08461979,0.24451487,-0.1188636
at,0.031119522,0.22351742,-0.06705345
as,0.054067902,0.20868137,-0.092483886
be,0.07125875,0.24795176,-0.10850023
from,0.043130357,0.2029166,-0.081801146
have,0.053897887,0.2604834,-0.0991305
was,0.026694145,0.29306987,-0.07437838
or,0.104569584,0.23356375,-0.13158381
your,0.077061236,0.2500863,-0.11797882
not,0.075949736,0.2513338,-0.11237563
we,0.042807877,0.24064758,-0.09120346
but,0.038110062,0.24527438,-0.100262456
all,0.08157968,0.2452069,-0.117392875
will,0.07444606,0.25158483,-0.114844
an,0.04831961,0.23367438,-0.095762126
my,-0.015475835,0.3090326,-0.08646292
can,0.07778035,0.23630093,-0.11596224
they,0.055680513,0.26482302,-0.10569657
n't,0.03407072,0.2917341,-0.091463044
do,0.04878859,0.27984697,-0.09848418
he,-0.038911447,0.33528015,-0.059421428
more,0.065731384,0.20285864,-0.10551937
if,0.07555208,0.25181803,-0.113253415
one,0.04472574,0.1976271,-0.08543117
has,0.051043954,0.25150093,-0.08536998
so,0.027581956,0.2457498,-0.09799807
about,0.04690079,0.29348257,-0.0811242
new,0.049788263,0.14052121,-0.065049954
what,0.03943531,0.3000774,-0.077284954
his,-0.04379805,0.3422743,-0.066237345
there,0.042033263,0.21593979,-0.09254146
up,-0.005290751,0.15929875,-0.09165359
out,0.00021393763,0.17458537,-0.0905387
their,0.07095979,0.22075894,-0.105261095
our,0.070884,0.22077148,-0.10322397
like,0.02104463,0.26313826,-0.09944278
when,0.016539024,0.22337711,-0.078631304
just,0.016210534,0.2413084,-0.090978675
time,0.0007641878,0.21894416,-0.045940246
me,-0.008178709,0.31485426,-0.08201601
which,0.0580338,0.20272999,-0.09434928
who,0.028417382,0.25508153,-0.06682612
no,0.083105154,0.23616968,-0.11550492
would,0.056278005,0.258179,-0.101400904
some,0.0611428,0.23122981,-0.11036279
get,0.04952306,0.21274428,-0.09730228
also,0.05966976,0.20701581,-0.09457426
other,0.107444346,0.1968504,-0.117174886
how,0.04819346,0.2897627,-0.08243654
may,0.07208594,0.28506345,-0.06579411
had,0.025291028,0.2828704,-0.07351828
am,0.072967745,1.1362123,0.3052387
been,0.051818945,0.2522874,-0.07550131
her,-0.060966916,0.3428987,-0.061678845
were,0.050911266,0.28155717,-0.094722226
them,0.055995252,0.25042403,-0.10924067
people,0.06622467,0.24410602,-0.09551148
she,-0.050866585,0.34468758,-0.06257917
any,0.10218635,0.23451814,-0.128285
now,0.03727786,0.22662057,-0.07220571
only,0.066158496,0.18652351,-0.09326338
pm,0.07644817,1.3895403,0.3849231
first,0.013262522,0.14338113,-0.035352923
