bigram,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
credit_report,0.006760000000000002,-0.005595000000000003,0.65852,-0.12202,-0.20220500000000002,-0.05709500000000001,-0.701545,-0.2523545,0.5797209999999999,-0.22470500000000002,-0.09495250000000001,0.30477,-0.50961,-0.33768,0.830625,0.11904200000000001,-0.4323925,-0.9148350000000001,0.50217,-0.08657499999999999,1.0219550000000002,-0.14100500000000002,0.13630000000000003,-0.327225,-0.3032917,-1.5105,-0.42437500000000006,0.06054000000000001,-0.48789999999999994,0.26425750000000003,3.0961,-0.09300500000000006,0.791685,-0.588992,-0.267333,-0.30540350000000005,-0.26986,-0.541755,0.6518349999999999,-0.70242,-0.16269,0.08313099999999998,0.5739150000000001,-0.32508,0.011585000000000012,-0.528045,-0.039309000000000004,1.4658,0.69127,0.33138
credit_card,-0.318945,0.26377,0.9064300000000001,0.23293,0.038339999999999985,0.1466875,-0.580875,-0.026182999999999998,0.146436,0.26649999999999996,-0.029501,0.8178350000000001,-0.26065499999999997,-0.020445000000000005,0.55968,-0.1951,-0.5466424999999999,-0.66367,0.42898549999999996,-0.47981,0.7289950000000001,-0.9530649999999999,-0.65506,0.09916999999999998,-0.582565,-1.45995,-0.12334900000000001,-0.42297999999999997,0.05058,-0.5598474999999999,2.8373999999999997,0.631235,0.6258205,0.164208,0.032362,0.2642165,-0.05567999999999995,-0.25071000000000004,0.29764999999999997,-1.3275000000000001,0.47440000000000004,0.029481,0.20867000000000005,0.506395,-0.33956,-0.630735,0.20587599999999998,0.6174499999999999,0.7970649999999999,0.17514849999999998
make_payment,0.700815,0.045793,0.30017,-0.169874,0.20410489999999998,0.405725,-0.26533,0.22254500000000002,0.12965500000000002,0.464595,-0.17838700000000002,0.517995,0.3124,-0.2849,0.8910699999999999,0.08269000000000001,0.11291499999999999,-0.260495,0.6245350000000001,-0.72916,0.643795,-0.48964499999999994,-0.288335,-0.10675899999999999,-0.16502500000000003,-1.33168,0.007919999999999983,-0.45541,0.531065,-0.32856,3.3238000000000003,0.42405599999999993,-0.544115,0.493058,0.27588999999999997,-0.003666500000000003,0.26866085,0.08857999999999999,0.10696,-0.686305,0.094585,-0.027509999999999993,0.286235,0.55827,-0.47734,-0.46072499999999994,-0.08257500000000001,0.931,-0.0510455,0.270845
customer_service,0.317645,0.3710015,0.580695,0.260897,0.3745799999999999,-0.2782325,-0.9049099999999999,0.0771305,0.9375800000000001,-0.7246655,0.279665,0.410975,0.082905,-0.22433,-0.066413,-0.253395,-1.3736000000000002,0.353455,0.521001,-0.69307,0.929735,-0.06751499999999999,-0.7207749999999999,0.6096250000000001,-0.07053599999999999,-1.303775,-0.0728875,-0.442395,0.48953,0.19360249999999998,3.04425,0.568765,0.4646225,-0.31099,-0.06526499999999999,-0.07336000000000001,-0.03193499999999999,-0.18712635,-0.09512499999999999,-0.07047500000000001,0.84361,-0.259675,0.1069025,0.391145,-0.40243,-0.41314999999999996,-0.133235,0.64796,0.1208565,1.067535
credit_reporting,-0.272505,-0.09231999999999999,0.67136,-0.1952885,-0.42423,0.05334000000000001,-0.402985,-0.2130545,0.40163099999999996,0.05667999999999998,-0.1978825,0.23327000000000003,-0.48902,-0.296435,0.349695,-0.19721,-0.3650375,-0.8033349999999999,0.428104,-0.136924,0.976345,0.11865500000000001,-0.016434999999999977,-0.13279000000000002,-0.26528450000000003,-1.068915,-0.260725,-0.276065,0.10679999999999999,0.33326249999999996,2.75765,0.33515,1.0959750000000001,-0.5380419999999999,-0.20721299999999998,-0.1648785,-0.409945,-0.3367005,0.4884165,-0.40575,-0.02074999999999999,0.15130100000000002,0.73035,0.10836654999999999,-0.37257,-0.697335,-0.027033999999999996,1.07105,0.62503,0.56343
call_back,0.051411399999999996,0.07122999999999999,0.305085,-0.45615950000000005,0.1853915,-0.455805,-0.928445,0.31620000000000004,-0.48942,-0.29947,-0.443395,0.212835,-0.40496499999999996,0.0638905,0.46736500000000003,0.27498,-0.1536635,-0.626085,-0.30283,-0.5044,-0.035684999999999995,0.43405000000000005,0.11493249999999999,0.158165,0.47148,-1.9458499999999999,0.156105,0.09550999999999998,0.45418499999999995,-0.574175,3.26755,0.53511,-0.732105,0.13951999999999998,-0.145569,-0.28427499999999994,0.18958999999999998,-0.45265000000000005,0.1704125,-0.26809465,0.04353500000000002,0.38366,-0.105068,0.24029840000000002,0.07413,0.20714200000000002,0.16761999999999996,-0.05276500000000006,-0.004049999999999998,0.07432499999999997
phone_call,0.47473550000000003,0.1762635,1.013185,0.5909755000000001,0.223905,-0.40102,-0.8178449999999999,0.19432,-0.166985,-0.0764155,-0.451845,0.1489565,0.2134145,0.161357,0.41352500000000003,0.24617,-1.250315,-0.32628999999999997,0.38459000000000004,-0.601775,0.6256200000000001,0.46247000000000005,-0.006309500000000003,0.693655,0.5911550000000001,-1.8291,0.016475000000000004,-0.218715,0.418975,-0.60501,2.9396,0.35982000000000003,-0.5692900000000001,0.073115,-0.1998445,-0.49416499999999997,0.28537349999999995,-0.763125,-0.1610525,0.01645435,0.845215,0.68153,-0.284265,0.5819350000000001,0.327005,0.05871000000000001,-0.127086,0.4155249999999999,0.151891,0.56559
collection_agency,0.38785499999999995,0.31009,-0.046674999999999967,0.12062,0.08445500000000003,-0.341043745,-0.9119349999999999,-0.7272500000000001,0.8494700000000001,-0.45688500000000004,0.25366999999999995,0.2058505,-0.121973,0.077455,0.814845,-0.18379,-0.21880449999999999,0.05790999999999999,0.319425,0.139705,0.6824000000000001,0.06154000000000001,-0.003379999999999994,-0.389045,-0.38727,-1.2175,-1.024845,0.12365699999999999,-0.465522,-0.28057,2.7559,-0.6228,0.225265,-0.63984,-0.5351435,0.69089,0.18819000000000002,0.24490999999999996,0.13504,0.09590499999999999,0.49094999999999994,0.15127249999999998,0.671215,-0.46670500000000004,-0.31284,-0.12092499999999998,-0.57174,0.8586649999999999,-0.19066500000000003,0.06790000000000002
credit_bureaus,-0.41857500000000003,0.16512500000000002,0.77778,0.052004999999999996,-0.5763400000000001,-0.48857,-0.365135,-0.1519695,0.302081,-0.511125,-0.0594325,0.40053500000000003,-0.03998999999999997,0.17484499999999997,0.040165000000000006,-0.012434999999999988,-0.5379425,-0.519685,1.204445,-0.291995,1.1945999999999999,-0.4755,-0.3506625,0.31118500000000004,-0.6173900000000001,-0.6655915,-0.19140000000000001,-0.301695,-0.20754500000000004,-0.2956425,2.32055,0.9174749999999999,1.1176,-0.400842,-0.314768,0.2153365,-0.524925,-0.36532000000000003,0.566505,-0.229545,-0.0834955,-0.07772399999999999,1.1250300000000002,0.35092,-0.6603049999999999,-0.54105,-0.133584,0.8737999999999999,0.705955,0.225795
credit_score,-0.597485,0.05009450000000001,0.5763050000000001,-0.31634,0.08526,0.19525,-0.396165,0.15802549999999999,-0.22288899999999998,0.786025,-0.2017725,0.402795,-0.60026,-0.095944,0.32506,-0.42142500000000005,0.3842975,-0.9322350000000001,-0.3388050000000001,-0.379575,0.31348000000000004,-0.2386525,-0.07357499999999997,-0.23477,0.056859999999999966,-0.8700600000000001,-0.1086395,-0.296375,-0.17922,-0.6040475,3.08895,0.65718,0.98445,0.086438,0.31067700000000004,0.0509465,0.182255,0.19523499999999994,0.470916,-1.008605,0.05036,0.047111,0.20125000000000004,0.09987499999999999,-0.8123549999999999,-0.10409000000000002,0.39477100000000004,0.7310949999999999,0.55122,0.150033
30_day,0.05569949999999999,0.46136,0.29022499999999996,-0.251785,0.496675,-0.3165,-0.762775,-0.05821499999999999,-0.17194199999999998,-0.31848,-0.36653749999999996,-0.88663,-0.155507,-0.12485999999999998,1.0287950000000001,-0.1609585,-0.5013,-0.22537349999999998,-1.2920500000000001,-0.06368549999999999,0.618845,0.353935,0.68328,-0.17552,-0.159365,-1.117275,0.2734,-0.20935499999999999,0.165875,0.27603999999999995,3.52785,0.439785,-0.43885,0.434975,0.38251500000000005,-0.393845,0.39276500000000003,0.1200695,0.279962,0.17460399999999998,-0.574645,0.13193605,0.26736499999999996,-0.239195,-0.183685,0.164290275,-0.1777085,-0.45386,-0.0399375,0.0970715
student_loan,-0.06902999999999998,0.67277,0.09673199999999998,-0.84807,-0.13177,0.2105335,-0.60983,-0.0891885,-0.321835,0.48356,0.07321150000000001,0.20654000000000006,0.058088,-0.544293,0.488065,-0.40272749999999996,-0.092755,0.321069,0.36529999999999996,0.637495,0.74428,0.023860000000000048,-0.63061,0.235195,-0.790175,-1.288365,0.83629,-0.6254919999999999,-0.85402,-0.190728,2.8800999999999997,0.34040499999999996,0.23308,-0.3351449999999999,0.38268,0.452395,0.05835065,-0.05033500000000002,0.8662799999999999,-1.0660539999999998,-0.141075,-0.313332,0.11211500000000005,0.172033,-0.24462999999999996,-0.75838,0.22435,0.82835,0.326327,0.172747
report_credit,0.006760000000000002,-0.005595000000000003,0.65852,-0.12202,-0.20220500000000002,-0.05709500000000001,-0.701545,-0.2523545,0.5797209999999999,-0.22470500000000002,-0.09495250000000001,0.30477,-0.50961,-0.33768,0.830625,0.11904200000000001,-0.4323925,-0.9148350000000001,0.50217,-0.08657499999999999,1.0219550000000002,-0.14100500000000002,0.13630000000000003,-0.327225,-0.3032917,-1.5105,-0.42437500000000006,0.06054000000000001,-0.48789999999999994,0.26425750000000003,3.0961,-0.09300500000000006,0.791685,-0.588992,-0.267333,-0.30540350000000005,-0.26986,-0.541755,0.6518349999999999,-0.70242,-0.16269,0.08313099999999998,0.5739150000000001,-0.32508,0.011585000000000012,-0.528045,-0.039309000000000004,1.4658,0.69127,0.33138
interest_rate,-0.14198,0.351005,0.4925629999999999,-0.87538,0.48685,0.42013,-0.299948,-0.49284999999999995,-0.020454999999999973,0.75261,0.415045,-0.04156500000000002,0.3219845,-0.41523499999999997,0.7756050000000001,0.631335,-0.12313,-0.82677,-0.26085400000000003,-0.21112450000000002,0.8701249999999999,-0.7574949999999999,-0.319055,-0.1580535,0.032784999999999995,-1.2808,0.2915235,-0.1293267,0.173175,1.12681,3.65245,0.572605,0.874255,-0.23967500000000003,0.183955,-1.033835,-0.4950800000000001,-0.231155,0.375486,-0.894685,-0.76006,-0.033465,0.13373000000000002,0.32445500000000005,-0.30637000000000003,-0.81012,0.6962349999999999,0.8529199999999999,0.6107849999999999,0.32108400000000004
receive_letter,0.38470499999999996,0.820265,0.20013999999999996,-0.321345,0.62155,0.178374,-0.36316,0.273307,0.12415999999999999,-0.12967999999999996,-0.13520500000000002,0.53577,0.87941,-0.43296999999999997,0.68433,-0.35924500000000004,-1.0505499999999999,-0.47887949999999996,0.32482999999999995,-0.43274500000000005,0.406685,-0.0367715,0.58297,-0.39981,-0.12397000000000001,-1.63265,-0.0645065,-0.31994999999999996,-0.7198450000000001,-0.391055,2.6877,0.13092000000000004,-0.840325,-0.261185,0.19001,-0.287069,0.7925,-0.228391,-0.14930150000000003,-0.4062375,0.7133999999999999,0.249085,-0.04867999999999997,0.09693999999999997,-0.21909499999999998,-0.10163999999999995,-0.5735250000000001,1.11425,-0.18944650000000002,0.311995
loan_modification,0.9800199999999999,0.16481099999999999,-0.182045,-0.3402315,-0.7872250000000001,0.726145,-0.3619005,-0.15994850000000002,0.09979999999999994,0.524255,0.2495315,0.783655,0.31764499999999996,-0.369665,0.35708500000000004,0.20937250000000002,-0.10427,-0.23026599999999997,0.313415,0.39994450000000004,0.38161,-0.9921949999999999,-0.789555,-0.23982,-0.819565,-0.5092099999999999,0.7394505,-0.07465699999999999,0.17791000000000004,-0.02729999999999999,2.3870999999999998,-0.11480500000000002,0.129475,0.03533500000000006,0.6533,0.47060500000000005,0.50016065,-0.05748700000000002,0.5184059999999999,-1.0327499999999998,-0.009150000000000005,-0.6306,0.23756450000000004,0.384288,-0.47817599999999993,-0.41215,0.57063,1.35715,0.39561,0.506232
late_payment,0.533315,0.062943,0.14189999999999997,-0.29358,-0.1663551,0.07474500000000003,-0.81405,0.3759,-0.47448499999999993,0.275935,-0.07771700000000001,0.09540500000000002,0.11849499999999999,-0.333215,1.02256,0.012190000000000006,-0.76694,-0.573455,-0.11626999999999998,0.05772000000000005,0.884815,-0.30438999999999994,-0.350395,-0.354725,-0.2663845,-1.24488,0.274105,-0.43585,0.05791000000000002,0.5470349999999999,3.02105,-0.292119,-0.1996585,0.500946,0.43924,-0.109819,0.36019999999999996,-0.023650000000000004,0.1852425,-0.42824550000000006,-0.06317500000000001,0.19156500000000004,-0.14928499999999997,0.182725,-0.415655,-0.5438,-0.0293085,0.49673500000000004,-0.0955285,-0.245375
late_fee,0.3009,0.669443,0.15104499999999998,-0.492105,-0.46146,-0.443805,-0.93808,-0.06885999999999998,-0.334775,0.303755,-0.0689815,0.014690000000000009,0.022484999999999977,-0.39820999999999995,0.90405,0.29444000000000004,-0.3544149999999999,-0.700535,-0.53033,0.12892000000000003,0.67109,-0.43752499999999994,-0.17413,-0.03160000000000002,-0.7474945,-1.2643499999999999,0.33442,-0.048616,-0.15087,0.5475549999999999,2.8550500000000003,0.034255000000000035,-0.1358485,0.5308459999999999,0.70998,-0.1064175,0.70179,0.22617,0.10454250000000001,-0.1531855,0.264,0.6189,-0.423465,0.500095,-0.462855,-0.9353,0.0711465,0.19999,0.10128,0.012619999999999965
even_though,0.38683,-0.1342305,0.023492500000000006,-0.45323,0.32984500000000005,0.279515,-0.66002,0.05679715,-0.47780500000000004,0.32585,-0.024195000000000008,0.15408,-0.23651999999999998,-0.1856615,0.75976,0.406895,0.0828765,-0.232335,-0.199894,-0.78084,-0.354655,0.11047950000000001,0.28593999999999997,0.016953,0.37895999999999996,-1.88455,-0.596005,0.30522499999999997,0.536465,-0.125924,3.4063,0.2209465,0.13528549999999998,-0.590865,0.1059135,-0.24111499999999997,-0.09976399999999999,0.39841499999999996,-0.3769,-0.42571000000000003,-0.43407,0.281435,0.016563,0.52086,-0.04623,0.034995899999999996,-0.34421499999999994,-0.0396055,-0.319955,0.14376
would_like,0.56499,-0.044695,0.14538500000000004,-0.043373499999999995,0.22127,0.1709745,-0.656055,-0.28047,-0.31543,0.19491,-0.013675000000000007,0.6334150000000001,-0.35046,0.13505499999999998,0.631615,0.77064,0.49794,0.0706,0.021827,-0.9049800000000001,-0.07680999999999999,0.06538999999999999,0.15397149999999998,-0.00019500000000000073,0.057786,-1.9952999999999999,-0.731595,0.099855,0.40302000000000004,-0.7097950000000001,3.47445,0.5378550000000001,-0.5366735,-0.10841899999999999,-0.03642365,-0.20857,-0.08304,-0.011190499999999999,0.12336550000000002,-0.23812999999999998,-0.40293,0.46094,0.0688464,0.29089,0.32675000000000004,0.1971815,-0.42356499999999997,-0.12074000000000001,-0.312385,0.32721500000000003
