,x,y,z
the,6.2973447,6.804445,-2.715606
and,5.579673,6.77865,-3.568785
to,3.793202,5.9131975,-2.9542787
of,6.111935,6.5351906,-3.46594
a,6.608357,6.855111,-2.3122432
in,6.174951,6.4698825,-3.5122705
is,6.669312,6.8827443,-2.2738612
for,5.4237514,6.6623273,-3.8268344
i,0.5549174,9.858169,-1.6498843
that,5.694517,7.1894197,-2.0414767
you,3.2598608,5.8651466,-2.0940225
it,3.3178523,8.136012,-1.694836
on,5.312446,6.4151855,-4.7131686
with,5.595702,6.847555,-3.4363863
this,3.9871044,7.968485,-1.9304681
by,5.3478,6.1879244,-4.898366
are,5.124363,9.232059,0.47745192
at,4.936933,6.43392,-5.0766063
as,5.9435854,7.1672854,-2.2898953
be,4.881943,6.684035,-0.9052527
from,5.277927,6.4750447,-4.682129
have,4.626881,8.651341,0.052940827
was,-0.0070896046,10.814091,-3.7003155
or,4.9678802,5.9691176,-0.8904537
your,3.4863703,5.731571,-2.150268
not,4.5711045,6.661511,-0.6149968
we,2.9162297,7.265234,-2.31378
but,2.8481348,8.326587,-0.89313996
all,5.0090175,9.376844,0.26616946
will,3.8604543,5.8518295,-3.0365236
an,6.6156225,6.8580213,-2.361924
my,1.2217289,7.826507,-2.7539039
can,3.43709,5.7785683,-2.0647016
they,4.207856,8.244575,-0.05270862
n't,0.9935257,10.256423,-0.74437964
do,2.2306135,6.009387,-1.5938895
he,-0.95388544,11.289792,-2.8605435
more,4.5653,9.732003,-0.2107272
if,4.3128157,6.609264,-0.45653638
one,5.825984,6.874636,-1.7219671
has,6.167732,7.1738915,-2.3958204
so,2.5454166,8.376575,-1.5400001
about,2.7030349,11.025711,-1.1866724
new,5.6793,6.8918557,-4.6701355
what,1.9777395,10.776311,-0.9806563
his,-1.0672463,11.360416,-2.8281562
there,3.084664,8.463136,-0.82148534
up,1.952731,6.728245,-4.97698
out,1.8191445,6.867583,-4.698517
their,3.6808467,4.907909,-3.312259
our,3.8908682,5.4315925,-3.2373238
like,1.956633,9.225264,-1.4563193
when,-0.272503,6.4825788,-2.5017662
just,1.9605548,8.500171,-1.9102821
time,-0.4099703,5.627938,-4.0064936
me,1.208313,7.6502376,-2.677604
which,6.294784,6.882138,-2.5309196
who,5.8118577,8.671083,-1.3336529
no,4.552521,6.6006846,-0.51399004
would,3.4231246,7.7046175,-0.40754148
some,3.872356,9.496046,-0.51479757
get,2.4733179,6.3275604,-2.552476
also,5.7025366,7.546194,-2.2538073
other,5.4697304,9.231185,0.46949595
how,2.1093493,10.780378,-1.0646648
may,5.3356824,6.008533,-5.14979
had,0.09049988,10.740614,-3.7611587
am,-3.5115209,11.084737,3.2658205
been,0.18415527,10.499383,-3.9450412
her,-1.1433389,11.4175415,-2.81831
were,0.39599866,10.753881,-3.8535104
them,4.236788,8.1111965,-0.00931311
people,4.84433,9.159148,1.329257
she,-1.0889157,11.385247,-2.8338196
any,4.800419,6.1828475,-0.73143893
now,2.1139061,7.543628,-0.79350454
only,5.590652,6.5061984,-0.80144125
pm,-3.1671915,11.55429,3.030863
first,-0.23384325,5.6492386,-2.6373699
than,6.183809,6.459814,0.6559178
good,2.8589773,9.626533,-1.7250232
into,2.9349787,6.5304227,-5.2254725
its,6.5423574,6.884961,-2.5710115
these,5.0567303,9.2707205,0.65905327
us,3.0036154,6.6630836,-2.9409854
see,3.0162678,11.343644,-1.7805964
here,3.0446932,11.382368,-1.8033557
make,2.5049403,5.647253,-2.1166334
home,5.8249297,7.1627626,-4.853922
very,3.5093977,9.463751,-1.385399
over,2.4454582,6.395453,-4.9689035
most,5.170143,9.352526,0.37658614
then,-0.3581428,6.508906,-2.4962032
know,0.87090796,10.491882,-0.4975804
said,-8.846735,0.52553636,5.923691
after,-1.0621655,5.5908403,-2.5741782
well,3.538058,9.424451,-1.295634
use,5.819913,4.551426,-1.2144105
two,2.752245,12.585075,0.9585754
did,0.2623661,10.106122,-1.4218037
could,3.0120711,7.8097157,-0.29711574
day,-2.0105538,7.5930543,-5.648484
great,3.2647164,9.758585,-2.078758
free,3.8055406,-0.8843399,-2.0963655
many,5.11403,9.290804,0.6029065
back,1.4765981,6.8864536,-5.149827
way,2.5606842,8.578679,-3.417575
work,0.2972601,4.8756757,-0.5046008
because,2.9298408,8.043125,-0.34573433
best,3.3911085,9.845384,-2.264187
