datetime,time_on_page,
2019-04-10 00:00:10,120
2019-04-10 00:00:20,10
2019-04-10 00:00:30,10
2019-04-10 00:01:00,10
2019-04-10 00:01:20,30
2019-04-10 00:01:30,10
2019-04-10 00:01:50,20  
2019-04-10 00:02:00,120
2019-04-10 00:02:15,15
2019-04-10 00:02:30,20
2019-04-10 00:00:10,120
2019-04-10 00:00:20,10
2019-04-10 00:00:30,10
2019-04-10 00:01:00,10
2019-04-10 00:01:20,30
2019-04-10 00:01:30,10
2019-04-10 00:01:50,20  
2019-04-10 00:02:00,120
2019-04-10 00:02:15,15
2019-04-10 00:02:30,20
2019-04-10 00:02:20,40
2019-04-10 00:02:20,40
2019-04-10 00:02:20,40
2019-04-10 00:02:20,40
2019-04-10 00:02:20,40
