,x,y,z
Digit 2,-27.305061,13.777592,6.7209644
Digit 7,28.427391,1.962162,4.242904
Digit 1,21.974825,0.44179714,-17.207012
Digit 3,-20.26621,-5.8673573,-2.484894
Digit 5,1.2863787,-8.1836195,-0.7746275
Digit 3,-15.792723,-17.14136,-7.387741
Digit 8,-9.4927845,1.9316353,-10.5864
Digit 6,-9.132272,-5.6089516,24.819056
Digit 7,12.101432,-4.5576944,16.877018
Digit 0,-5.1362567,-31.19736,5.613802
Digit 3,-8.454349,-12.355811,-26.961803
Digit 3,-21.485939,0.24359292,-6.185292
Digit 1,7.757586,26.68104,-15.58327
Digit 2,-10.891024,14.351765,10.280879
Digit 1,2.4210851,25.55666,-6.6969223
Digit 0,-4.078574,-29.617481,-12.565376
Digit 0,6.827151,-25.689184,-6.780395
Digit 3,-19.702095,-0.40821838,-7.989393
Digit 9,0.23733959,10.689821,19.227894
Digit 0,0.5960829,-28.188734,-2.8873348
Digit 0,8.687186,-26.974632,2.290533
Digit 7,23.58436,-4.815135,-7.9171724
Digit 6,3.1467228,-14.095186,27.656153
Digit 7,24.47486,-1.9815558,10.539346
Digit 7,21.793522,-9.825925,3.1738644
Digit 7,30.378963,-2.3138218,3.1572146
Digit 0,16.499702,-23.010714,-11.297089
Digit 8,-3.7568712,-14.902564,-14.843462
Digit 2,-11.278633,14.825551,17.740778
Digit 0,15.881737,-23.270605,-10.7688
Digit 1,3.5257854,-5.020094,-29.22306
Digit 3,-12.967927,-18.95959,-14.330302
Digit 7,15.44384,-8.4995575,-4.5142727
Digit 1,9.239822,-8.0106735,-25.916767
Digit 3,-19.423578,-16.306469,-0.79071784
Digit 2,-20.49663,13.084538,-1.7720296
Digit 3,-26.672306,-2.1851351,-18.11193
Digit 0,16.852596,-22.945187,-11.515647
Digit 0,6.031831,-12.708029,-9.464984
Digit 7,17.469427,6.2811,17.602152
Digit 5,-14.276553,-10.060221,7.2696633
Digit 3,-7.005466,-14.670552,-22.37795
Digit 8,-4.4547324,-12.0008335,-12.398126
Digit 9,2.4735215,6.890839,10.6659775
Digit 6,-13.18937,-6.275878,14.341646
Digit 3,-12.601198,-20.570505,-13.178705
Digit 7,11.922581,5.8217545,-15.721567
Digit 4,-4.256202,21.158434,15.494786
Digit 4,7.5997977,23.753942,-2.3913193
Digit 8,-5.4211783,14.758804,-7.332557
Digit 6,-4.53963,-9.120206,26.712572
Digit 4,13.772625,11.7776985,12.995154
Digit 3,-16.417225,-15.789647,-17.23517
Digit 5,-11.669618,-13.121348,3.217177
Digit 7,26.746552,-7.6904864,7.566228
Digit 8,-9.22585,0.9380281,-11.6813965
Digit 4,14.261091,20.727474,-10.256945
Digit 9,3.6889422,6.6230497,20.080734
Digit 7,24.758871,9.77834,10.786775
Digit 9,7.0787277,1.369453,-1.6231263
Digit 8,0.44348517,14.090499,-5.8222256
Digit 0,-4.1032414,-22.52607,-11.700526
Digit 2,-17.467213,19.983624,5.72771
Digit 9,16.210438,10.255645,-5.8299212
Digit 5,-5.850981,-11.964185,-0.84273005
Digit 6,-5.340043,-2.8490636,28.451157
Digit 7,19.550415,-7.9502144,-5.835748
Digit 4,9.960574,16.274351,-8.7247095
Digit 2,-21.969187,11.05066,4.7824364
Digit 9,-9.64618,20.342274,16.783796
Digit 7,15.873886,-2.4648826,20.28237
Digit 9,11.829458,2.666121,-0.00037114555
Digit 6,10.048331,-24.659527,15.879886
Digit 3,-22.410463,-7.967487,-3.7394426
Digit 9,3.1289852,10.3613,-12.700948
