,x,y,z
the,-5.344999,2.487099,-5.157491
and,-5.123144,2.7907832,-5.756847
to,-6.1594934,4.393223,-5.5158577
of,-5.206339,2.2198868,-5.544343
a,-5.489527,2.6033528,-5.0262947
in,-5.113558,2.1477518,-5.274206
is,-5.5524435,2.5637832,-4.987826
for,-5.3493233,3.1527693,-5.84046
i,-5.4082737,5.4009323,-2.642374
that,-4.81165,3.51278,-4.858253
you,-6.1416535,5.515002,-4.860832
it,-4.8723483,4.1346498,-4.0722594
on,-1.6720688,1.0999252,0.6293323
with,-5.137767,2.7809205,-5.6997933
this,-5.6925826,3.3985126,-4.6623545
by,0.80104333,4.0948334,3.8947444
are,-3.6495297,4.3104143,-6.36545
at,-1.9660759,1.3838873,0.84671456
as,-4.82823,2.8809228,-5.2390776
be,-4.914488,3.863804,-5.174462
from,-1.6697916,1.1286232,0.52322936
have,-3.921991,4.363676,-5.6991606
was,-8.336162,4.920702,-3.3030035
or,-5.2800946,4.000256,-6.4773927
your,-6.5540586,5.382285,-5.614704
not,-4.7064433,4.572345,-5.0784802
we,-5.5565095,4.71543,-4.533791
but,-4.14088,4.5779886,-4.081378
all,-4.3718467,4.190073,-6.1316457
will,-6.121123,4.206792,-5.5870223
an,-5.482721,2.4955618,-5.1527567
my,-5.9396796,4.58142,-2.5949202
can,-5.943561,5.1803994,-5.4291363
they,-4.278821,4.9713216,-5.4030056
n't,-4.6603003,5.6698494,-3.458111
do,-5.3079543,6.1595073,-4.1348886
he,-8.133872,5.5369253,-2.6970603
more,-4.2734027,3.9389622,-5.948785
if,-4.9761753,5.037224,-4.903589
one,-4.784435,3.1546104,-4.7178717
has,-4.9046917,2.3579493,-5.335345
so,-4.5996213,4.69403,-3.8483765
about,-6.155279,4.251816,-3.961304
new,-1.3688954,0.56586856,0.57180876
what,-4.7064695,5.688855,-3.9298015
his,-8.259134,5.626724,-2.5128093
there,-4.193512,4.3216624,-4.4234576
up,-5.664883,2.4421556,-2.609477
out,-5.5613623,3.1512268,-2.7792544
their,-5.5997996,3.6869557,-6.1639266
our,-6.255816,3.9110231,-5.8917866
like,-4.7813478,4.990104,-3.5939815
when,-4.921072,3.3552516,-3.5655377
just,-4.9707375,4.597838,-3.1167076
time,-4.425932,2.779676,-2.2062423
me,-5.9410195,5.799098,-2.8430352
which,-4.986946,2.5306833,-5.243514
who,-4.0962334,5.814292,-6.4563274
no,-4.8662076,4.6202755,-5.1602755
would,-4.5900636,4.6889715,-4.410515
some,-3.504177,4.290863,-5.5667367
get,-6.2314577,5.6039014,-4.1403723
also,-4.399904,3.105754,-5.5629315
other,-3.679388,4.1116614,-6.695511
how,-5.0836434,5.6619406,-3.9820986
may,0.69317347,4.3390946,3.9103115
had,-8.23837,4.931469,-3.2771697
am,-1.0447668,5.68987,6.5714545
been,-3.4175575,2.9765131,-5.774073
her,-8.386496,5.6502542,-2.340294
were,-2.8078833,3.096253,-6.4542046
them,-5.1908445,5.7123384,-5.660341
people,-3.1433494,5.33664,-6.2216434
she,-8.303591,5.613901,-2.44621
any,-5.174607,4.47581,-6.0463805
now,-5.226373,4.1100335,-3.3731875
only,-4.2783003,3.4575613,-4.7585945
pm,-1.3473265,5.315619,7.4035296
first,-1.5607631,1.5037906,1.4548945
than,-3.080118,3.6602283,-4.829865
good,-3.8538723,5.7705374,-4.3193007
into,-5.659529,1.8903018,-3.6377335
its,-5.4307375,2.069717,-5.3110485
these,-3.4989371,4.467596,-6.417551
us,-6.68711,4.5719733,-4.826657
see,-6.4422655,4.3674197,-3.7696853
here,-6.6663218,4.333224,-3.7826736
make,-5.8357644,5.733625,-4.6731973
home,0.7684151,-4.738883,2.9609904
very,-3.1758566,4.9835258,-4.571613
over,-5.527732,2.0900333,-3.1144445
most,-3.38875,3.8897393,-5.979464
then,-5.3294387,3.2051485,-2.9574957
know,-4.7624784,6.5108333,-3.2420852
said,1.0125297,2.0193772,8.920107
after,-3.4528246,2.917868,1.7820611
well,-3.701976,4.359127,-4.799581
use,-4.9014153,3.8609066,-7.343815
two,-1.0982358,2.121778,3.7877154
did,-4.9433556,5.471934,-2.343649
could,-4.3839226,4.48196,-3.924768
day,-3.5772717,2.988851,4.3229575
great,-7.642343,3.2344472,-2.9758146
free,3.283169,-1.6786306,4.8331494
many,-3.2497313,4.3845696,-6.2877245
back,-5.682564,2.2765965,-2.036071
way,-5.1023083,4.564629,-3.6686032
work,-3.287643,1.7701582,-4.992643
because,-3.7844687,4.7455497,-4.085834
best,-7.7531037,3.0806458,-3.3999143
should,-4.964367,5.201373,-5.1430216
even,-3.833865,4.6406674,-3.956239
year,-1.9998606,3.7821233,4.1936574
think,-4.378646,6.3708916,-3.1772792
years,-1.6930068,3.9944563,4.0734763
much,-3.8306506,5.155692,-3.7750793
does,-4.3504457,5.8401155,-4.747156
where,-4.7920723,2.743835,-3.7377696
go,-6.2024827,5.5410056,-3.7462661
love,-6.8226385,6.3262496,1.2804062
need,-5.821209,6.069081,-4.9380693
last,-2.5921688,3.6777394,4.2842665
find,-7.002734,4.7060437,-4.075007
world,5.5603127,-4.840292,4.21061
really,-3.8199935,6.078732,-3.5335946
information,5.143973,-0.9133698,2.6231966
through,-5.6920257,1.6572069,-3.7892053
want,-5.663652,6.2806444,-4.169742
him,-7.8369675,5.8452544,-2.5390937
right,-5.713599,4.1461463,-3.4199483
take,-6.1318054,5.37007,-4.109772
views,-1.9388653,0.8804879,5.8837886
such,-3.6160052,3.83653,-7.0197678
made,-4.132024,2.589657,-5.699546
those,-3.2674732,4.862717,-6.179494
business,7.86351,-2.708962,-2.0589197
life,0.020926358,9.824073,2.9607527
before,-3.648918,3.009619,1.3692206
being,-3.822679,3.392404,-4.591575
off,-5.698585,2.117605,-1.9629527
