,x,y,z
rt,-5.0874996,-2.309122,-2.0119572
i,3.1040294,2.8387394,18.042997
a,7.5025296,-4.7294,-6.013909
the,4.4276032,6.024754,17.721853
you,2.301246,0.4723616,15.789158
to,2.2629058,6.336075,14.50506
me,7.4809537,-4.7456703,-6.031077
de,0.8289516,-8.910881,-18.92882
que,-2.9770203,7.0695405,-20.484642
and,3.484289,5.8216147,16.820051
my,2.9501474,5.1968856,17.14917
no,7.458595,-4.7471824,-6.050873
is,5.0835075,5.2327886,18.791784
it,4.84201,2.8080537,16.731726
in,5.475093,6.820082,18.233507
n,-2.6900597,0.857286,-6.2212186
for,2.796496,5.917105,15.046666
of,4.729973,6.045041,18.094538
la,3.1703026,-8.435966,-15.744984
do,-15.14457,4.864163,-1.4574068
n't,4.1968007,1.1063209,16.904549
that,4.525701,2.1396544,17.014753
on,5.753317,6.171667,14.250702
y,6.555368,-4.8536277,-15.465989
e,-5.884383,0.6457895,-8.989731
o,-5.8989573,0.42146724,-9.426349
u,-3.5595381,2.317421,-7.4310474
en,0.8395548,-8.910498,-18.921654
this,4.7679067,4.090905,16.021395
el,7.014008,-4.687621,-14.273824
so,0.66261643,1.3756844,18.365755
be,6.2328815,2.5729678,18.951511
with,3.541965,5.8228498,16.856665
just,3.563304,2.4774303,17.383934
your,2.3669977,5.533365,17.266474
like,3.1985147,2.519179,16.645508
have,6.1024785,1.2152213,16.265234
te,3.9854343,-8.109499,-18.954115
at,5.856094,7.16701,15.678053
love,1.2288998,0.3268791,15.343581
se,-2.951272,7.005421,-20.691593
are,7.897571,1.3912203,14.695264
m,-4.1421065,0.7234197,-7.0947485
r,-3.542491,1.5773351,-7.0461254
if,4.093029,-0.6051855,15.828094
all,6.9555707,4.5762725,16.652092
b,-3.9698334,1.7744595,-6.977809
not,5.988842,2.316941,18.477192
but,5.1684685,1.9973255,16.543291
we,2.493594,2.6690083,14.616612
es,7.3341146,-3.3909945,-15.311904
ya,-7.3612094,-10.666042,2.8974447
follow,-8.5053215,0.4431409,5.3616495
up,6.1212163,5.4729767,13.036398
what,4.0617914,0.3080217,17.967022
get,4.134329,3.9221425,12.197237
lol,-0.37660858,-13.494362,4.650274
un,5.340507,-7.9069624,-15.205363
lo,4.0296865,-5.7417974,-14.507157
when,3.9648101,0.6083322,15.826567
was,12.179759,3.135229,19.792263
one,3.5217934,-0.8012934,13.208455
por,-3.2081602,7.241724,-18.533012
si,4.0748396,-6.230439,-14.877801
out,5.9853334,5.41994,13.379512
mi,7.0269613,-4.124315,-12.065563
can,6.5126824,1.0837606,18.89806
he,8.732871,2.8703983,22.124384
con,5.8146358,-4.3656344,-13.316515
they,7.682665,0.24393389,16.362152
now,5.5623817,4.208018,14.654577
go,4.4932804,5.74151,11.364813
para,-6.091181,8.466232,-20.632816
los,12.920313,4.372376,-23.27896
know,3.9566708,0.5031916,17.25754
haha,-3.9993117,-9.981903,-2.9557576
good,-1.0312804,-0.70929134,17.489504
tu,3.021972,-8.426598,-15.745414
back,4.7462287,5.9338183,12.929779
about,4.0675626,1.2310343,18.590672
new,-1.0316784,6.398853,1.3649042
as,1.7995666,7.063695,14.305955
day,7.9700007,10.353795,15.066068
how,3.6448553,0.6850663,18.174849
who,3.8496556,-1.0063086,15.810284
will,2.1964653,3.9625926,13.859736
want,2.8038375,2.3643284,10.832575
people,8.759467,0.63276434,14.5759535
yo,1.2355076,-6.414362,-4.836633
eu,-14.5739355,8.795428,-2.8445814
from,4.5253987,6.748588,16.719707
di,-13.692877,-13.77985,-6.3753805
time,11.977562,7.7880526,13.680359
s,-4.7614603,0.5724566,-6.571552
aku,-14.40634,-9.4123,-7.1356297
da,-6.0445786,0.031366616,-10.027229
una,5.442814,-4.244176,-13.17486
got,11.055776,1.8324689,18.085865
las,13.065621,4.2615457,-23.289574
more,6.877371,1.5579218,13.84831
x,-6.0545616,2.5588582,-5.8594594
she,8.357352,-0.46503723,20.780153
