,x,y,z
bird,0.11564583,0.079380155,-0.31687665
dog,-0.29197958,0.92342854,0.1820537
bird,0.12386244,-0.4493144,-1.500389
automobile,0.1579339,0.21392009,0.16686523
cat,-0.2626395,0.8267733,1.2554197
ship,0.3690072,-0.8906087,-0.10329166
frog,-0.4051372,1.0774753,1.6128066
truck,0.35090607,-1.191527,0.09833843
dog,0.16147213,-0.18998824,-1.1240069
automobile,-0.25992203,0.3015462,-0.6289085
dog,0.1293238,-0.26271406,-1.3903531
ship,0.48116642,-0.6889109,-0.40693328
deer,0.05780698,-0.030035747,-0.58799046
ship,0.49907434,-1.1786152,-1.3885149
automobile,-0.43158287,1.1829445,1.8768636
deer,-0.34214878,0.25989723,-0.5415722
frog,-0.23727003,0.99558187,1.5858446
deer,-0.4669869,0.9732304,0.06804464
frog,-0.18729351,1.2750812,0.38091734
deer,-0.29701394,0.799361,0.30992505
ship,0.26066595,0.18149833,-0.06324085
dog,0.22369942,-0.76966774,-1.4199264
airplane,0.5234604,-1.317494,-0.8689709
cat,-0.2888342,0.4658282,1.4210912
cat,-0.2639114,1.3097286,0.05099209
airplane,-0.093272865,0.24876219,-0.6016986
cat,0.16940771,-0.17659564,-1.2107201
bird,-0.29876676,0.8692104,-0.60478765
truck,-0.3842713,1.2136548,1.8726748
frog,-0.20004083,0.32114822,1.1396362
dog,-0.32766864,0.4852834,-0.79661065
bird,-0.16432938,0.45223066,0.5122898
horse,0.023927916,-0.44700697,-0.997604
deer,0.4778238,-0.88059723,-1.0167286
cat,-0.08410452,0.85375786,-0.075630546
dog,0.2645713,-0.604304,-0.6398695
truck,0.11908981,-0.14755698,0.8226703
frog,-0.15531054,0.44105095,0.11780227
truck,-0.088894024,0.17737588,0.4390606
automobile,-0.30525613,0.4438243,-0.81520325
cat,-0.32294905,0.8449987,0.88315094
truck,0.09689226,-0.85500187,0.026606148
ship,-0.23972505,0.4259307,-0.6411931
dog,-0.41837367,1.1033537,0.119810626
truck,0.36910516,-1.2163594,-0.06913247
deer,-0.22843117,0.429471,-0.28691682
truck,0.26245102,-1.1690888,-1.119033
truck,-0.38225523,1.0732725,0.04964019
frog,-0.21362105,0.75908333,1.2637361
truck,0.68732435,-1.4609805,-0.6489583
truck,0.15840368,-0.7701113,-1.7379098
truck,0.62461734,-1.6010715,-0.49803364
cat,-0.29507992,0.9304728,0.84788054
frog,0.05388527,-0.7828681,0.06787704
truck,-0.26512435,0.25463215,-0.4844603
cat,0.17142855,-0.85269,-1.8737028
frog,0.15344776,0.19876063,-0.042579446
dog,-0.66819066,1.2072272,0.21074505
frog,-0.1637752,0.73425114,1.3306289
deer,-0.41898912,1.100007,0.19211519
automobile,0.42093974,-1.0302495,-0.053150848
dog,-0.1949488,1.3269088,0.09627437
dog,-0.08192514,-0.25202504,-1.5279266
ship,0.44069427,-1.1434274,-0.014754959
automobile,0.14451118,-0.58963305,0.2068371
frog,-0.1853813,0.9079215,1.3495396
frog,-0.11946184,0.7214898,1.3180246
automobile,-0.18590999,0.06733186,0.18605722
deer,-0.25287572,0.8508795,0.46610403
ship,0.23591651,-0.9497293,-0.5378413
frog,-0.11038483,0.78627,1.2125858
truck,0.17610534,-0.80277586,-0.14814751
frog,-0.16543274,-0.14567994,0.66928095
deer,0.07893607,0.24198304,0.12303096
ship,0.4651396,-1.2292581,-0.87002766
truck,-0.14760123,0.26032564,1.2799205
ship,0.45961657,-0.44516882,0.18172096
dog,-0.14961214,0.45269036,0.67332655
deer,-0.3759897,0.5955176,0.983352
horse,-0.37646636,-0.06785815,-0.46920893
