Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host
A/Sichuan/29764/2017,Epi1102891,2017-06-17,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.46,2018.22,2017-06-17,Human
A/Sichuan/29763/2017,Epi1102883,2017-06-16,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.45,2018.22,2017-06-16,Human
A/Sichuan/24976/2017,Epi1102739,2017-04-27,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.32,2018.22,2017-04-27,Human
A/Sichuan/27184/2017,Epi1102859,2017-05-15,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.37,2018.22,2017-05-15,Human
A/Sichuan/27183/2017,Epi1102851,2017-05-19,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.38,2018.22,2017-05-19,Human
A/Guangdong/17SF010/2017,Epi1101597,2017-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-12,Human
A/Guangdong/17SF030/2017,Epi1101637,2017-02-07,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human
A/Guangdong/17SF042/2017,Epi1101661,2017-03-01,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-03-01,Human
A/Guangxi/2/2017,Epi1018214,2017-02-03,unknown,China,Guangxi,Guangxi Center For Disease Prevention And Control,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human
A/GD-154/2014/H7N9/2014-05-28,Epi656248,2014-05-28,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.40,2018.22,2014-05-28,Human
A/Guangdong/1/2013,Epi476699,2013-08-10,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.61,2018.22,2013-08-10,Human
A/HuZhou/1/2013,Epi503497,2013-04-03,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2013.25,2018.22,2013-04-03,Human
A/chicken/Guangdong/SC092/2013,Epi1090267,2013-08-12,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.61,2018.22,2013-08-12,Chicken
A/chicken/Guangdong/SC086/2013,Epi1090259,2013-08-12,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.61,2018.22,2013-08-12,Chicken
A/Shenzhen/SP49/2014,Epi583283,2014-01-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.07,2018.22,2014-01-25,Human
A/Shenzhen/SP16/2014,Epi583255,2014-01-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.05,2018.22,2014-01-18,Human
A/Guangdong/46/2014,Epi627934,2014-01-17,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.04,2018.22,2014-01-17,Human
A/GD-46/2014/H7N9/2014-01-16,Epi655980,2014-01-16,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.04,2018.22,2014-01-16,Human
A/Chicken/Shenzhen/3780,Epi581857,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken
